gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
SYNE2	525935	430	41	28624400	7043680	0	91	12	0	15	26	19334560	8.359416e-04	3.153506e-01
ACSM2B	166410	726	-6	2347520	652960	0	30	5	0	24	64	16973040	8.823092e-04	3.263160e-01
TXLNB	192994	504	14	2779840	733040	0	25	2	0	21	35	12702480	9.262413e-04	3.306246e-01
APC	247811	399	28	11291280	3143280	0	38	5	0	4	7	5089840	9.320248e-04	3.306246e-01
MMP13	374035	482	-10	1949360	493360	0	18	2	0	10	21	9461760	9.534161e-04	3.306246e-01
RNF165	452638	289	33	1398880	400400	0	15	2	0	50	74	28851760	9.640733e-04	3.306246e-01
HK3	1129866	222	54	3623760	1154160	0	24	5	0	26	52	22454880	1.010752e-03	3.352703e-01
MAX	501431	387	39	1131760	274400	0	10	2	0	17	29	10235120	1.038108e-03	3.352703e-01
COL19A1	93520	947	15	4718000	1378720	0	64	10	0	25	91	14686560	1.048065e-03	3.352703e-01
POTEG	148332	835	-50	2120720	513520	0	51	6	0	6	22	3294480	1.048719e-03	3.352703e-01
VCAN	253331	529	0	13348160	3866800	0	113	17	0	15	36	10340400	1.178857e-03	3.681630e-01
CRB1	212549	428	-23	5680640	1484560	0	79	12	0	2	21	3671360	1.194707e-03	3.681630e-01
COL5A2	237205	422	1	5971840	1944320	0	67	11	0	6	17	3832640	1.210164e-03	3.681630e-01
NELL1	45732	989	-19	3385760	829360	0	58	9	0	17	82	11026960	1.247788e-03	3.735837e-01
ZSCAN4	532349	849	-37	1744400	456400	0	25	4	0	11	26	6678000	1.287261e-03	3.778638e-01
TMCO2	627703	373	18	731920	203840	0	7	0	0	50	79	33815040	1.319305e-03	3.778638e-01
SIGLEC12	360870	583	-4	2432080	744800	0	25	4	0	50	85	25470480	1.322183e-03	3.778638e-01
SVOP	574926	NaN	32	1230320	360640	0	12	1	0	42	102	33801040	1.374467e-03	3.859037e-01
STXBP5L	319082	785	-8	4869200	1294720	0	32	0	0	0	0	1294720	1.391234e-03	3.859037e-01
LPP	148376	685	6	2418080	731920	0	15	1	0	9	12	8314880	1.414657e-03	3.867139e-01
RPL5	582788	274	4	1244880	310800	0	8	1	0	50	137	38077760	1.437020e-03	3.872154e-01
AQP10	1653296	236	29	1164240	394800	0	14	2	0	28	46	18533200	1.502196e-03	3.990764e-01
TGFBR3	284037	252	1	3434480	960400	0	26	2	0	12	18	8816080	1.719671e-03	4.505062e-01
PLCB1	85844	872	-34	5223680	1298080	0	56	7	0	8	22	6233360	1.773867e-03	4.583381e-01
CHRND	279084	156	34	2080400	607600	0	22	3	0	41	68	24340960	1.823025e-03	4.646743e-01
SFTPB	1158965	170	43	1598240	461440	0	7	0	0	17	19	11819920	1.861191e-03	4.680771e-01
ARHGEF6	306872	NaN	39	3224480	832720	0	26	5	0	21	31	11420080	2.046540e-03	5.039913e-01
CNR1	172187	799	37	1845200	545440	0	19	4	0	22	47	14876400	2.057434e-03	5.039913e-01
HCK	1039298	386	21	2178400	571760	0	17	3	0	14	25	11663120	2.155073e-03	5.155213e-01
FRZB	330424	450	6	1306480	370160	0	11	1	0	47	86	26802720	2.175266e-03	5.155213e-01
TP73	249590	288	20	2701440	665280	0	7	0	0	6	0	5852000	2.190726e-03	5.155213e-01
KCNB1	1002860	392	54	3365600	970480	0	32	5	0	35	75	22627920	2.213828e-03	5.155213e-01
HOXB1	946208	524	29	1169840	365680	0	21	1	0	50	116	27629840	2.394061e-03	5.431007e-01
KRTAP10-6	874480	461	25	1430240	417760	0	14	2	0	34	73	25914560	2.418518e-03	5.431007e-01
ABCB10	255826	277	20	2859360	949200	0	10	0	0	5	0	4659200	2.421214e-03	5.431007e-01
HAPLN1	220863	552	-9	1421280	394800	0	18	3	0	7	15	5750640	2.447437e-03	5.431007e-01
ZNF658	17308	1040	-46	4322640	1046640	0	23	2	0	1	2	2619120	2.478629e-03	5.436267e-01
ABCG5	544941	480	35	2595040	771680	0	19	4	0	12	38	12692400	2.516808e-03	5.456555e-01
CDKN1B	791330	136	44	797440	218960	0	5	0	0	50	75	31950240	2.637126e-03	5.652439e-01
NAV3	23591	1077	-25	9471280	2698640	0	161	26	0	7	96	12106080	2.682051e-03	5.684141e-01
SPAG7	1416161	231	30	958720	234080	0	10	1	0	50	64	29386000	2.730761e-03	5.723069e-01
EPN1	1050871	254	-11	2671760	869680	0	14	0	0	2	0	1846320	2.832475e-03	5.871004e-01
MRGPRX3	631291	436	20	1234240	400400	0	10	2	0	31	38	18543840	3.161112e-03	6.480967e-01
SPEF2	140884	598	-5	7571760	1893360	0	67	10	0	21	60	15036560	3.340885e-03	6.775889e-01
GDF5	1521661	167	53	1914080	622720	0	16	2	0	38	42	22393840	3.456594e-03	6.881105e-01
ZEB1	323935	635	16	4557840	1189440	0	45	7	0	11	41	10115280	3.498858e-03	6.881105e-01
LSP1	871765	481	43	1414000	366800	0	16	0	0	43	76	30747360	3.502206e-03	6.881105e-01
UBC	1090586	206	33	2671760	795760	0	15	3	0	50	49	28104160	3.758575e-03	7.203104e-01
GNG2	204232	471	27	299600	76720	0	5	0	0	50	65	29158640	3.771045e-03	7.203104e-01
CD5L	116471	778	28	1400000	387520	0	22	3	0	5	26	4733120	3.780656e-03	7.203104e-01
PRPF4B	182705	353	18	4118240	1059520	0	11	0	0	9	1	7362320	4.047895e-03	7.635139e-01
LCE2B	169158	818	24	439600	126560	0	9	0	0	50	163	31750320	4.120860e-03	7.695808e-01
TAAR6	178165	618	22	1347920	392560	0	16	2	0	22	60	14715120	4.310431e-03	7.970917e-01
RIT1	2096440	179	32	900480	241920	0	10	1	0	50	104	29193920	4.414783e-03	8.084625e-01
NT5DC1	260580	640	19	1900640	474880	0	9	0	0	2	0	2205840	4.499319e-03	8.160208e-01
ADAM10	506165	386	31	3108000	767760	0	11	0	0	4	2	4195520	4.599824e-03	8.263037e-01
KLHL6	712779	593	32	2490320	688240	0	19	1	0	12	27	12954480	4.677767e-03	8.323778e-01
P2RX5	504736	354	20	1737680	471520	0	12	0	0	23	38	16674560	4.928206e-03	8.619393e-01
LCE1F	64902	818	18	464800	133280	0	12	2	0	7	24	3109120	4.935290e-03	8.619393e-01
AMPD1	600650	472	11	3226720	817040	0	23	4	0	19	32	11929120	5.062170e-03	8.759877e-01
SVEP1	211688	369	1	14431200	3887520	0	72	7	0	6	19	8987440	5.154115e-03	8.786001e-01
CORO1C	451218	217	40	1961120	500080	0	12	0	0	50	43	25057760	5.170428e-03	8.786001e-01
ELSPBP1	881809	433	29	962080	207200	0	12	0	0	50	91	35647360	5.252937e-03	8.846508e-01
F5	294416	415	11	8999760	2375520	0	44	9	0	48	91	34508320	5.380841e-03	8.981719e-01
ANGPT4	824412	579	36	2031120	564480	0	16	1	0	11	12	6726160	5.555288e-03	9.191564e-01
ZNF774	1110178	139	33	1971760	487760	0	8	1	0	40	46	26745600	5.762022e-03	9.395959e-01
DMXL1	305800	381	28	12248880	3294480	0	41	1	0	0	1	3294480	5.778450e-03	9.395959e-01
CUL3	255624	463	20	3179680	796880	0	14	0	0	3	0	2199680	5.829168e-03	9.397416e-01
NID1	555035	318	19	4970560	1450400	0	48	10	0	18	48	14376320	5.909467e-03	9.446133e-01
DZIP1L	175494	464	8	3115280	868000	0	18	0	0	17	19	9182320	5.985702e-03	9.487590e-01
TBX4	312575	408	-11	2166080	636160	0	22	3	0	22	35	14130480	6.060810e-03	9.526584e-01
DLX5	99426	991	-15	1140160	334880	0	20	1	0	23	117	15044960	6.133041e-03	9.552924e-01
TFDP1	729832	370	53	1694000	451360	0	13	1	0	50	85	31206000	6.226329e-03	9.552924e-01
FTSJ1	726793	NaN	2	1366960	380240	0	9	0	0	28	31	18462080	6.229507e-03	9.552924e-01
SLC2A10	292810	636	33	2031680	730240	0	18	3	0	16	12	5306000	6.506950e-03	9.860267e-01
ROPN1L	628188	219	21	940800	253680	0	8	1	0	26	27	16624160	6.534479e-03	9.860267e-01
UBE2A	663615	NaN	48	642880	161840	0	8	1	0	32	46	18128880	6.647207e-03	9.930378e-01
CAMK2B	1467518	412	65	2746800	774480	0	20	3	0	50	69	25616080	6.745548e-03	9.930378e-01
ZBBX	69051	928	-23	3360560	797440	0	38	1	0	2	9	2340800	6.825427e-03	9.930378e-01
ZSCAN5B	486579	522	-32	1966160	553840	0	23	5	0	25	61	11604880	6.837062e-03	9.930378e-01
HPX	424837	471	17	1878800	518560	0	14	2	0	12	11	5868800	6.844180e-03	9.930378e-01
CHGB	310620	346	13	2770320	673680	0	23	4	0	21	44	13961360	7.207515e-03	1
OR5AR1	NaN	NaN	NaN	1212400	351680	0	17	2	0	19	48	12392240	7.390126e-03	1
HTR6	776287	266	32	1629040	607040	0	15	0	0	17	33	14792400	7.486773e-03	1
DOCK9	435646	494	27	8843520	2278080	0	25	3	0	13	8	10783920	7.550817e-03	1
C10orf120	321415	530	1	1364160	349440	0	12	2	0	7	6	3125920	7.870293e-03	1
ZWINT	65824	1191	-19	1151360	306880	0	16	1	0	20	76	10614800	7.927535e-03	1
CDK15	391799	588	32	1597680	430080	0	13	3	0	11	20	7207200	7.945103e-03	1
LIPG	243067	352	56	2046800	538720	0	13	1	0	50	63	23513840	8.032977e-03	1
ZNF235	661800	671	-34	3032400	719040	0	14	1	0	9	7	5971840	8.138085e-03	1
CCL28	500147	320	6	528080	133840	0	6	0	0	50	124	39474960	8.180006e-03	1
CCL15	779228	525	19	472080	122640	0	9	0	0	50	124	33597200	8.196539e-03	1
DRD2	108041	610	5	1779120	505680	0	29	4	0	15	27	6632640	8.329592e-03	1
ZNF677	427680	921	-46	2414160	554400	0	22	0	0	1	0	803600	8.410473e-03	1
IRF6	220312	429	18	1902880	502880	0	13	1	0	50	74	34253520	8.666735e-03	1
ODF1	525392	236	55	1007440	264320	0	8	0	0	50	83	35156240	8.701202e-03	1
PDCL3	235908	579	9	995120	248080	0	10	0	0	5	6	3391360	8.710039e-03	1
IQGAP2	229166	675	34	6518960	1659280	0	35	11	0	24	49	14306880	8.711326e-03	1
FIBP	3779084	287	42	1491840	408240	0	5	0	0	50	52	31054800	8.946735e-03	1
SAMD7	400118	622	17	1795920	504000	0	16	1	0	9	16	5783680	8.980854e-03	1
TAF4	801904	411	-25	4120480	1447040	0	17	3	0	2	4	4055520	9.077117e-03	1
COL1A1	1277832	210	26	5767440	1952160	0	24	1	0	1	1	2960160	9.088540e-03	1
PGK1	549810	NaN	14	1700720	473200	0	10	2	0	29	64	23214240	9.121833e-03	1
APCS	492825	646	-4	884800	254240	0	15	1	0	50	164	33729920	9.146577e-03	1
CHM	57906	NaN	-6	2733920	694960	0	21	1	0	7	15	5866560	9.475507e-03	1
DZIP3	172270	941	0	5082560	1225840	0	30	2	0	1	5	3189760	9.542586e-03	1
WDR49	145736	911	-20	2894080	717920	0	40	3	0	6	41	6914320	9.561181e-03	1
GRAP2	842645	411	34	1352400	362880	0	12	0	0	28	55	23081520	9.580345e-03	1
PARVG	201266	327	30	1379840	374080	0	11	1	0	25	43	16447200	9.585657e-03	1
AKR1D1	220333	478	16	1356320	348880	0	13	2	0	16	26	8773520	9.624586e-03	1
MUC7	264556	861	26	1401680	516880	0	28	3	0	6	18	2730560	9.671651e-03	1
LRRIQ3	58597	1188	-18	2573760	619920	0	39	4	0	20	73	10598560	9.716508e-03	1
LTBP1	213347	605	2	7117040	1876000	0	65	12	0	22	71	14079520	9.791862e-03	1
KDM5C	877207	NaN	80	6319040	1877680	0	23	8	0	45	83	31178000	9.825461e-03	1
ADAMTS2	1496298	677	-4	4952640	1422960	0	47	6	0	22	55	14539840	9.856043e-03	1
HBG2	109545	1056	-1	594720	171360	0	12	1	0	46	151	25982320	9.971519e-03	1
UTRN	183454	750	11	14227360	3573920	0	40	6	0	10	10	8802080	1.022412e-02	1
RANBP3L	213853	402	5	2058000	510720	0	10	1	0	29	40	19330640	1.044299e-02	1
MYL10	653305	246	45	945840	245280	0	8	2	0	8	22	8763440	1.045788e-02	1
SRGAP3	373293	469	22	4534320	1209600	0	24	2	0	25	63	24283840	1.069238e-02	1
NPR3	477035	487	-15	2145360	628320	0	22	5	0	8	23	5556880	1.080490e-02	1
VGLL3	55913	332	-18	1302000	366240	0	24	5	0	9	36	5313280	1.092314e-02	1
MGAT5B	1010920	228	17	3309600	952560	0	27	4	0	33	65	18674320	1.101160e-02	1
CMKLR1	437015	597	27	1473920	424480	0	22	1	0	8	15	4252640	1.113112e-02	1
PYHIN1	97254	914	6	2040640	546560	0	33	4	0	9	34	6567120	1.145628e-02	1
RDH8	1555841	413	0	1212960	393120	0	13	2	0	50	121	35052080	1.152354e-02	1
BACH2	294466	601	13	3319120	951440	0	26	3	0	3	4	2531200	1.154568e-02	1
GPR101	252008	NaN	13	1996400	567280	0	25	4	0	8	52	13003200	1.157798e-02	1
NKX2-5	483508	458	33	1392160	472640	0	11	2	0	39	71	25363520	1.159831e-02	1
PATE1	607531	493	3	549360	120960	0	7	0	0	50	90	31004960	1.183692e-02	1
DCLRE1A	264051	515	7	4197760	1102640	0	19	1	0	2	1	2825200	1.194209e-02	1
TRAM1L1	24934	NaN	-31	1456560	408240	0	12	1	0	3	6	2535120	1.217699e-02	1
RTN4IP1	223177	271	40	1603840	450800	0	7	0	0	4	1	3671360	1.218460e-02	1
RBM41	226335	NaN	39	1705200	436800	0	9	1	0	50	49	29544480	1.223926e-02	1
CYP1A1	746043	199	41	2034480	591360	0	11	2	0	45	59	27863360	1.225876e-02	1
UCMA	246179	354	35	592480	138320	0	6	0	0	50	64	29723680	1.228986e-02	1
RBP2	232582	754	21	571760	132160	0	6	1	0	5	4	3009440	1.242070e-02	1
CSNK1A1L	156140	631	31	1350160	353360	0	12	1	0	24	56	15562400	1.243720e-02	1
SATB2	104340	978	2	2945040	821520	0	36	3	0	4	13	2612960	1.259543e-02	1
COL7A1	1386275	212	37	11696720	3934000	0	51	11	0	14	30	14700560	1.268220e-02	1
PDE6A	1032925	135	43	3604720	875840	0	20	2	0	7	10	6288240	1.305794e-02	1
FMO1	427825	968	-4	2154880	585200	0	27	4	0	5	17	3334800	1.309392e-02	1
USP26	88462	NaN	12	3664080	944160	0	26	2	0	15	33	12029360	1.325266e-02	1
CYC1	2720766	211	27	1279040	407680	0	10	1	0	31	41	21273840	1.342129e-02	1
C7	211302	644	5	3471440	896560	0	44	5	0	21	54	11260480	1.343335e-02	1
KRTAP5-10	586193	626	50	792960	233520	0	12	0	0	50	114	26980240	1.352508e-02	1
HEPACAM2	311972	785	12	1940960	528640	0	16	0	0	20	48	17497200	1.368674e-02	1
ELF3	751933	168	31	1528240	400400	0	8	1	0	50	74	31742480	1.371182e-02	1
CXorf21	81961	NaN	21	1207360	319760	0	9	1	0	5	5	2877840	1.373368e-02	1
KLB	648710	177	43	4126080	1170960	0	19	1	0	9	14	9268000	1.392283e-02	1
RGS7	134467	834	-27	2084320	489440	0	34	5	0	8	55	7209440	1.396261e-02	1
PNLIP	128161	704	-16	1924160	505120	0	21	3	0	17	103	20347040	1.398958e-02	1
LARP4B	378329	515	9	2982000	853440	0	15	1	0	10	6	4339440	1.406198e-02	1
DRP2	417357	NaN	26	3924480	1051680	0	24	2	0	19	24	12248880	1.412397e-02	1
ZNF804A	18097	1171	4	4844560	1274000	0	119	18	0	3	38	3027360	1.423953e-02	1
HERC4	337983	246	12	4353440	1140160	0	19	1	0	12	13	8218560	1.431107e-02	1
ZNF800	313691	807	-5	2677920	708960	0	21	2	0	10	41	8565200	1.435797e-02	1
HOXC11	1257445	274	23	1179920	364000	0	9	2	0	25	39	18830560	1.437069e-02	1
SF1	2261775	230	61	3282160	885920	0	17	2	0	50	92	36408960	1.447285e-02	1
HSPA1L	2509866	183	32	2495360	747040	0	14	1	0	50	48	35337680	1.449901e-02	1
CCDC63	888826	474	46	2339680	580160	0	24	1	0	50	101	36145200	1.457240e-02	1
PTEN	259678	300	34	1695680	394240	0	12	0	0	50	76	28688800	1.466060e-02	1
PLCL1	627125	907	10	4379760	1177680	0	40	8	0	17	51	14369600	1.470844e-02	1
COL21A1	263671	483	-11	3897040	1126160	0	37	6	0	14	36	7624960	1.478991e-02	1
ZNF280A	201933	683	23	2159920	583520	0	15	1	0	25	49	17091200	1.492358e-02	1
KRTAP19-6	22916	1048	-79	231840	68880	0	7	0	0	50	322	25574080	1.500266e-02	1
NPSR1	106021	949	0	1660960	454160	0	19	4	0	14	43	10304000	1.505954e-02	1
SCN7A	68529	918	-11	6894720	1748880	0	34	6	0	3	8	3259760	1.526929e-02	1
COL3A1	205492	515	-5	5808880	1920800	0	75	13	0	4	28	5041680	1.562342e-02	1
FRMD6	238905	442	22	2537360	642880	0	18	2	0	8	19	7246960	1.591990e-02	1
CPXCR1	1148	NaN	-19	1210160	318640	0	26	2	0	10	32	3784480	1.611298e-02	1
SAMSN1	157937	898	56	1556800	378560	0	16	1	0	20	40	10323600	1.625299e-02	1
FGB	59883	1034	20	2034480	495600	0	20	4	0	7	10	3189760	1.625637e-02	1
ZFYVE28	845507	271	40	3774400	1144640	0	17	2	0	21	36	19795440	1.630402e-02	1
CSRNP3	104412	947	2	2345840	634480	0	17	1	0	11	16	5679520	1.653089e-02	1
FCRL4	232460	820	28	2078720	595840	0	20	4	0	15	25	6112960	1.654016e-02	1
DSN1	794301	231	64	1494080	372400	0	6	0	0	20	22	11098080	1.674844e-02	1
SPRR1B	687290	704	30	362880	97440	0	5	0	0	50	111	33708640	1.676851e-02	1
ZSWIM2	278175	629	-5	2603440	649040	0	36	6	0	5	11	2209760	1.683302e-02	1
WAC	204806	355	17	2626960	729680	0	15	0	0	5	3	3356080	1.700215e-02	1
URGCP	872910	239	44	3656800	1077440	0	17	3	0	24	26	17381840	1.700702e-02	1
HCST	1060028	321	47	370720	123200	0	5	0	0	50	104	30355920	1.706840e-02	1
UBA6	154681	604	33	4412240	1113280	0	27	4	0	47	84	30960720	1.711758e-02	1
ASH1L	1960625	247	33	11860800	3264240	0	39	8	0	50	60	34262480	1.713854e-02	1
DIRC1	124843	739	-7	416640	119280	0	7	1	0	47	180	33078080	1.729129e-02	1
BTK	374364	NaN	37	2765280	682080	0	26	4	0	7	16	4232480	1.746334e-02	1
NAP1L2	196410	NaN	-3	1848000	475440	0	12	1	0	5	4	3180240	1.750763e-02	1
UNC93A	254009	704	1	1804880	550480	0	17	1	0	25	77	19741120	1.752828e-02	1
SLITRK4	4706	NaN	-30	3298960	931280	0	48	5	0	3	13	2609600	1.760069e-02	1
CD300E	876565	484	14	820400	244720	0	8	1	0	32	52	16309440	1.779822e-02	1
HCLS1	289905	613	25	2007040	531440	0	18	1	0	18	54	15501360	1.801448e-02	1
POSTN	135260	641	-38	3472000	894320	0	41	4	0	4	29	4417840	1.813127e-02	1
RHOXF1	NaN	NaN	NaN	740320	208880	0	7	1	0	50	237	62572720	1.827035e-02	1
STIM1	409663	476	31	2774800	756560	0	13	2	0	23	20	9908640	1.849160e-02	1
HOXB3	946208	524	29	1653120	530880	0	22	2	0	16	40	6478640	1.873896e-02	1
COL12A1	359824	486	-8	12348000	3531360	0	67	7	0	3	14	6100080	1.891015e-02	1
REG3A	10958	1389	-22	732480	194880	0	39	6	0	4	43	1946560	1.909609e-02	1
CD40LG	314961	NaN	37	1078000	272720	0	10	1	0	15	19	6562640	1.918829e-02	1
PRDM14	268840	727	10	2303840	626080	0	25	3	0	10	19	6207600	1.920914e-02	1
ANKRD44	744603	444	27	3793440	1011360	0	21	2	0	50	92	33748960	1.944589e-02	1
CACNA2D1	58044	982	4	4633440	1125600	0	51	8	0	8	27	5261760	1.964366e-02	1
ABHD12B	411016	431	41	1225840	319760	0	6	0	0	14	29	10768240	2.004498e-02	1
MOCOS	393505	591	40	3560480	1020880	0	17	1	0	4	2	2863280	2.022293e-02	1
GKN1	338803	222	16	837760	207200	0	9	1	0	50	112	34505520	2.032682e-02	1
CTCFL	181464	562	10	2730560	683200	0	21	5	0	20	40	11466000	2.035492e-02	1
C1orf189	2028928	185	35	441840	99120	0	3	0	0	50	50	26675600	2.055449e-02	1
DMRTB1	552240	385	25	1312080	440160	0	12	1	0	50	79	30679600	2.055840e-02	1
HNRNPA3	374611	145	30	1560720	416640	0	6	0	0	50	75	33531680	2.060763e-02	1
TNRC6C	620383	217	26	6823600	2016560	0	9	0	0	3	0	8121680	2.095798e-02	1
BLK	476916	493	55	2058560	570640	0	16	4	0	7	9	4236960	2.121913e-02	1
ADNP2	477656	572	4	4378080	1347360	0	24	2	0	4	14	5891200	2.134477e-02	1
SLAMF8	802263	403	6	1124480	343840	0	12	2	0	18	27	8196160	2.149101e-02	1
POLR3B	247626	539	7	4675440	1221360	0	20	2	0	4	4	3969280	2.159512e-02	1
GNG13	1187310	273	39	290080	66080	0	5	0	0	50	141	36653680	2.163958e-02	1
ZNF512B	1154675	189	42	3546480	1061760	0	12	3	0	14	5	6545280	2.181571e-02	1
MS4A4A	469977	882	8	978320	274960	0	17	2	0	21	127	17087840	2.203607e-02	1
ART5	537999	403	23	1148560	350000	0	8	1	0	44	66	30105600	2.212943e-02	1
OVCH1	100195	539	-5	4677120	1228080	0	64	14	0	4	21	3050320	2.216766e-02	1
PMS1	424679	385	20	3832640	950320	0	19	1	0	18	19	12523280	2.222431e-02	1
ZNF679	NaN	NaN	NaN	1699040	407680	0	28	3	0	4	14	2460080	2.233001e-02	1
RPE65	201619	477	-16	2212560	569520	0	22	3	0	4	11	2957920	2.235656e-02	1
ACER2	496889	421	24	1120560	304080	0	7	0	0	16	24	13542480	2.257962e-02	1
ARHGEF17	601834	218	54	7944720	2595600	0	22	2	0	5	3	5910800	2.259606e-02	1
OR2H1	404210	854	21	1204000	393680	0	16	2	0	50	122	26138000	2.317595e-02	1
FOLH1	11046	1009	-19	3091200	814800	0	44	4	0	1	5	1145200	2.352342e-02	1
TET1	824682	168	41	8440320	2397360	0	30	5	0	37	32	21901040	2.353285e-02	1
ABCB1	287293	822	0	5191760	1445920	0	48	11	0	20	60	12313280	2.368612e-02	1
LGALS13	1148741	322	25	579600	149520	0	5	1	0	17	18	9284240	2.392564e-02	1
ZNF676	58109	1305	-63	2418080	563920	0	48	8	0	9	64	5950560	2.417742e-02	1
LAMB2	1898051	203	36	7145040	2130240	0	19	0	0	4	2	5687920	2.427845e-02	1
ZNF334	416360	642	19	2802240	656880	0	19	1	0	12	21	7471520	2.428746e-02	1
OR5K3	416592	885	-4	1271200	350000	0	22	1	0	7	30	5390000	2.438201e-02	1
ZCCHC13	404685	NaN	26	656880	188160	0	7	0	0	50	123	38641680	2.449211e-02	1
