gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
OR10H1	808269	590	18	817243	258116	0	3	1	0	29	10	15228471	1.787468e-02	1
ATCAY	2187414	201	34	1030972	271544	0	4	0	0	50	17	25124161	1.808602e-02	1
ZCCHC12	234959	NaN	44	1047757	305114	0	5	0	0	50	14	24017470	1.816747e-02	1
MGAT2	563227	409	-4	1166744	337192	0	2	0	0	50	10	21158425	1.831867e-02	1
MEN1	2261775	230	61	1603900	504296	0	3	1	0	50	13	24250968	1.834066e-02	1
HTR5A	186338	603	-1	916461	292059	0	5	0	0	50	13	20094256	1.840422e-02	1
MRPL32	163131	744	-6	502431	143232	0	3	0	0	50	21	20365427	1.858961e-02	1
BRS3	374989	NaN	23	1041043	312947	0	2	0	0	50	14	24155853	1.864635e-02	1
DNAJC19	182678	1094	-4	331970	85417	0	3	0	0	50	20	19516106	1.879892e-02	1
CHP2	517081	598	33	543461	144724	0	3	0	0	50	20	20172213	1.898482e-02	1
NOXA1	1591716	213	30	1279390	408062	0	3	0	0	50	9	21271817	1.918472e-02	1
FPR2	436280	690	-24	898184	287956	0	5	1	0	50	12	17360539	1.979636e-02	1
CPNE8	87865	674	-4	1581893	402094	0	5	0	0	33	14	14577959	1.983717e-02	1
ENPP7	633863	209	31	1205536	359945	0	5	0	0	50	10	20137524	1.984424e-02	1
EAPP	517394	165	13	795982	186500	0	2	0	0	50	6	18704831	1.990695e-02	1
BAG1	856503	167	38	922429	268187	0	5	0	0	50	15	22236022	1.990855e-02	1
FAM90A1	172474	438	26	1196211	382698	0	3	0	0	50	10	21385209	2.003586e-02	1
MKRN1	359405	521	24	1308857	346144	0	3	0	0	50	13	29070874	2.011933e-02	1
ECEL1	271362	191	32	2070523	609482	0	7	0	0	50	14	18316538	2.019176e-02	1
CD1C	120861	833	3	896692	246926	0	2	0	0	50	13	18903267	2.042112e-02	1
AMD1	321448	282	31	933246	227157	0	3	0	0	50	14	20960362	2.066047e-02	1
GLIS1	598664	391	27	1603527	516978	0	4	0	0	50	9	19684329	2.085881e-02	1
DCAF12L2	11596	NaN	-29	1170847	386801	0	10	0	0	6	9	5770310	2.091439e-02	1
NUP210L	2028800	184	37	5077276	1440899	0	7	0	0	20	1	8952373	2.111939e-02	1
FBN2	226750	605	9	8088505	1976900	0	11	3	0	39	7	19666425	2.117495e-02	1
CALCR	197869	823	-10	1417400	353977	0	8	1	0	50	27	24040969	2.128125e-02	1
C9orf131	782447	350	42	2783699	866479	0	6	0	0	50	13	26042860	2.144140e-02	1
SLIT3	401911	706	20	4130975	1141753	0	12	2	0	50	26	30023889	2.175441e-02	1
SLC38A10	2679984	197	27	3143271	992553	0	3	1	0	50	2	23332642	2.222152e-02	1
HAT1	537965	177	33	1177188	279750	0	2	0	0	50	12	22559040	2.230930e-02	1
EFNA5	78424	628	21	625148	161509	0	2	0	0	50	12	22205063	2.275627e-02	1
PODNL1	930314	231	32	1306992	468861	0	5	0	0	50	9	19367279	2.283280e-02	1
EEF1A1	716887	139	38	1233884	351739	0	6	0	0	50	18	22104353	2.283520e-02	1
CYB5R1	421206	389	30	817616	247672	0	2	0	0	50	8	21598938	2.285502e-02	1
SLC26A3	511053	515	19	2069777	587848	0	6	0	0	50	10	17423203	2.286119e-02	1
LDLRAD2	502881	181	28	701986	234617	0	3	0	0	50	11	23269605	2.290112e-02	1
PDYN	461602	543	28	669535	195452	0	4	0	0	50	15	20564609	2.332579e-02	1
PNLDC1	652619	453	26	1462533	367032	0	3	0	0	50	9	22424014	2.345232e-02	1
LPAR4	16059	NaN	22	965697	284226	0	4	0	0	50	10	21329632	2.385615e-02	1
ARNTL2	544579	377	40	1771750	441632	0	3	0	0	50	6	20605639	2.388860e-02	1
TMEM164	216187	NaN	42	788149	234617	0	2	0	0	50	9	22053625	2.399076e-02	1
OR10G8	158396	830	-10	789641	257743	0	4	0	0	50	26	24987270	2.403699e-02	1
SLC22A9	1061448	478	28	1474842	425220	0	5	0	0	50	11	24486331	2.447196e-02	1
ZNF534	548808	989	-53	1826954	452449	0	3	0	0	50	15	20166991	2.459432e-02	1
MMP10	510838	567	-16	1308857	334954	0	3	0	0	50	9	19441506	2.509957e-02	1
CHAT	NaN	NaN	NaN	2036207	594562	0	7	0	0	50	40	42133334	2.560131e-02	1
FAM83D	263385	581	30	1581520	502058	0	2	0	0	50	9	22968594	2.616429e-02	1
GPT2	482346	362	12	1405091	403213	0	3	0	0	50	12	25347961	2.624348e-02	1
CYP1A2	746043	199	41	1356228	406197	0	3	1	0	50	11	22991720	2.636019e-02	1
RRAGA	500397	450	-27	827314	226784	0	3	0	0	50	16	19426959	2.697657e-02	1
OR4D2	851306	401	14	782554	250283	0	2	0	0	50	8	18985700	2.698294e-02	1
PPM1N	1107927	194	44	1088414	376357	0	2	0	0	50	12	19252768	2.700273e-02	1
FRMD7	151115	NaN	25	1946314	503177	0	6	0	0	50	8	17616790	2.752050e-02	1
NOTCH2	429750	510	14	6653574	1792638	0	8	0	0	10	0	5978071	2.805554e-02	1
OR2K2	348469	501	19	812767	250283	0	3	0	0	50	12	25828385	2.832190e-02	1
FCRLA	598281	504	20	1004862	303249	0	2	0	0	50	6	19594063	2.854637e-02	1
HOMER3	1390116	198	20	963832	291686	0	3	0	0	50	15	19957365	2.855559e-02	1
TAF1L	567793	334	5	4813565	1321912	0	15	1	0	50	18	25193166	2.858161e-02	1
SLURP1	427585	373	34	283107	77211	0	2	0	0	50	6	18412399	2.877247e-02	1
BCLAF1	286851	153	21	2479331	661702	0	6	1	0	50	24	27061896	2.877723e-02	1
XK	115395	NaN	11	1163760	341295	0	3	0	0	50	13	21404605	2.886434e-02	1
MAP1S	1181745	246	21	2636737	953015	0	4	0	0	27	5	14433608	2.887056e-02	1
CHL1	25264	796	9	3362222	866479	0	7	0	0	11	1	6447678	2.897459e-02	1
P2RY13	67416	548	15	935484	262965	0	5	0	0	50	20	23534435	2.932776e-02	1
EPHX4	260329	242	1	982855	262592	0	4	0	0	50	21	22782467	2.938629e-02	1
OR4K2	431654	854	-49	819854	237601	0	4	1	0	50	24	18972645	2.947151e-02	1
OR9G4	384896	828	-34	842234	257743	0	3	0	0	50	18	19987205	2.990229e-02	1
EGR1	1202314	205	51	1385322	445362	0	3	0	0	39	9	18943551	3.041495e-02	1
SMC1A	920771	NaN	70	3412204	839996	0	6	0	0	44	10	19561985	3.047789e-02	1
C1orf122	445096	375	33	288329	97726	0	1	0	0	50	8	20736935	3.061053e-02	1
RAD23B	255220	467	1	1101469	315185	0	2	0	0	50	19	26305452	3.113168e-02	1
FBXL22	754243	197	47	615077	204031	0	3	0	0	50	13	19813387	3.114672e-02	1
SPEF2	140884	598	-5	5043333	1261113	0	6	0	0	49	8	23027528	3.149901e-02	1
DKK2	48475	1014	-18	695272	190976	0	3	0	0	50	25	21407589	3.174083e-02	1
NPBWR2	1032302	312	51	828806	291313	0	4	0	0	11	1	4112325	3.179288e-02	1
SLC6A3	606209	490	30	1656493	490868	0	5	0	0	50	13	27928748	3.180820e-02	1
CBR1	219580	318	66	723993	218205	0	3	0	0	50	12	21780589	3.213953e-02	1
ALLC	252769	496	5	1075732	289448	0	3	0	0	50	9	25853749	3.227137e-02	1
TLR7	208310	NaN	55	2777358	756444	0	7	2	0	47	11	18235597	3.264518e-02	1
ELSPBP1	881809	433	29	640814	138010	0	4	0	0	50	20	23743688	3.267041e-02	1
CNTN6	6599	831	-23	2801230	751595	0	7	1	0	25	6	11773745	3.268276e-02	1
FOXI1	94287	650	24	989942	289075	0	3	1	0	50	17	21679506	3.339455e-02	1
NR1H2	1072052	528	26	1221575	361810	0	2	0	0	50	12	19663814	3.369314e-02	1
FAM122C	293030	NaN	27	1033583	276766	0	2	0	0	50	11	28033561	3.395226e-02	1
PCDHGA2	662513	568	2	2417786	776959	0	7	2	0	50	22	26145808	3.405920e-02	1
COX8C	NaN	NaN	NaN	185754	66021	0	2	0	0	50	40	41604793	3.407649e-02	1
ZNF768	2214934	142	54	1411432	409181	0	5	0	0	50	13	22995823	3.427946e-02	1
EML2	950605	194	45	1755711	509145	0	4	2	0	50	8	19927525	3.459208e-02	1
TCL1B	256627	582	30	349128	99591	0	2	0	0	50	8	22609768	3.463545e-02	1
ZBED2	188186	406	-14	575912	159271	0	3	0	0	50	18	22974935	3.479477e-02	1
PLCXD3	219266	928	-15	862749	229395	0	5	1	0	45	24	14907691	3.512210e-02	1
TRIML2	32696	595	-20	1058574	275274	0	5	1	0	50	25	18981224	3.529806e-02	1
PCP4L1	735152	293	41	192841	47744	0	1	0	0	50	20	23353530	3.530596e-02	1
DSG4	260152	412	-4	2891869	805307	0	8	3	0	50	22	21401621	3.533760e-02	1
B2M	673122	428	36	330478	88028	0	1	0	0	50	8	20995424	3.542737e-02	1
GLT8D2	1193959	281	37	969427	245807	0	5	0	0	50	18	20156920	3.547869e-02	1
ZPBP	135352	917	-13	962713	254759	0	5	0	0	50	32	22015952	3.550139e-02	1
ABCC9	529911	984	-17	4337244	1190616	0	14	1	0	13	2	5177986	3.555599e-02	1
GRHL3	893155	198	22	1685214	446481	0	6	0	0	15	1	3647940	3.571573e-02	1
STXBP5L	319082	785	-8	3243235	862376	0	7	1	0	41	21	19930882	3.604513e-02	1
NPRL2	843769	206	51	1046638	277139	0	4	1	0	46	14	18655222	3.626620e-02	1
LYPD4	1360684	454	23	655734	189111	0	3	0	0	50	13	19591825	3.636756e-02	1
PAN3	265548	616	57	2376383	685201	0	7	0	0	32	5	8862107	3.655175e-02	1
DMAP1	962892	211	29	1254772	367778	0	3	0	0	50	14	22101369	3.698477e-02	1
LPAR1	247269	624	21	958237	277139	0	4	1	0	50	12	19066268	3.698956e-02	1
TTLL12	624112	241	48	1741537	484154	0	4	0	0	50	11	23613884	3.707568e-02	1
ZNF664	903375	539	36	720263	159271	0	3	0	0	50	11	19633228	3.718684e-02	1
IFNG	268405	717	-2	466996	107051	0	2	0	0	50	25	23645589	3.721115e-02	1
UQCRQ	686574	200	66	227157	60426	0	1	0	0	50	11	16804769	3.759350e-02	1
PRR23C	NaN	NaN	NaN	654615	228276	0	4	0	0	50	40	41767048	3.764853e-02	1
HDAC2	217826	610	14	1379354	320407	0	3	0	0	50	13	23821272	3.777998e-02	1
PRPS2	208595	NaN	46	863122	244688	0	3	0	0	50	12	25970498	3.793678e-02	1
TSR2	296262	NaN	5	524438	140248	0	2	0	0	50	16	18017392	3.801359e-02	1
RFX6	206546	730	-19	2521853	679606	0	7	1	0	50	14	18295650	3.803871e-02	1
ZNF831	876466	202	15	4227582	1423368	0	7	2	0	50	11	25657924	3.830895e-02	1
BPGM	388879	392	23	695272	186500	0	2	0	0	50	14	21298300	3.851120e-02	1
TEKT4	167705	749	-6	1152943	337565	0	4	0	0	15	4	7552131	3.909804e-02	1
AMT	1585328	201	32	1090279	333089	0	2	0	0	50	7	19904772	3.920435e-02	1
SERPINB3	174293	370	-5	1075732	268187	0	4	0	0	50	23	23334880	3.936127e-02	1
BEX4	466184	NaN	-5	328613	82060	0	1	0	0	50	10	21920837	3.943561e-02	1
PRKAG1	1754222	212	60	920191	250283	0	2	0	0	50	13	26265168	3.946104e-02	1
MANBAL	666037	571	64	227530	70124	0	2	0	0	50	10	15152752	3.952005e-02	1
SLC38A8	494952	460	3	1138769	365167	0	3	0	0	50	6	18732806	3.953448e-02	1
EPX	851306	401	14	1874325	582999	0	4	1	0	50	8	18985700	3.964323e-02	1
SERPINB5	200746	166	24	1023512	265576	0	3	0	0	50	16	20019656	3.978984e-02	1
ABCF2	610106	290	32	1739299	461774	0	2	0	0	50	11	24276705	4.017470e-02	1
KLRC1	382960	334	1	649393	163001	0	2	0	0	50	18	23878341	4.026128e-02	1
CLEC4C	206421	467	15	603141	137637	0	2	0	0	50	18	22166644	4.026858e-02	1
PCYT1A	1103198	207	43	1011949	259235	0	3	0	0	50	17	20235996	4.029637e-02	1
VSIG8	803074	403	7	1088041	331970	0	2	0	0	50	5	15762234	4.063469e-02	1
CLYBL	308985	612	45	916088	266695	0	4	0	0	50	11	19734684	4.069479e-02	1
USE1	865138	212	38	705716	202912	0	2	1	0	50	13	19765643	4.090846e-02	1
DEFA5	124400	715	-3	247672	77957	0	1	0	0	50	13	19097600	4.120790e-02	1
TESK1	1202125	248	37	1590845	554278	0	4	2	0	50	12	21779470	4.170664e-02	1
ESX1	354255	NaN	47	1041043	340922	0	4	0	0	50	10	20979758	4.175548e-02	1
MAP2K3	415581	517	-43	962713	254759	0	3	1	0	50	19	21116649	4.199014e-02	1
CD7	2856070	193	24	606871	215594	0	2	0	0	50	3	20802210	4.246724e-02	1
B3GNT4	808864	187	12	967189	314066	0	2	0	0	50	10	21646682	4.288497e-02	1
CCDC42	473874	604	17	872074	218951	0	3	0	0	50	19	20227044	4.298469e-02	1
OR4K13	383274	768	-37	784419	237228	0	4	0	0	50	16	19620546	4.304965e-02	1
CNGB1	822498	125	10	3434957	942571	0	7	2	0	50	16	21546718	4.329842e-02	1
NONO	728362	NaN	26	1290580	338684	0	3	0	0	50	20	30124226	4.351181e-02	1
WWC3	169744	NaN	34	2903432	864241	0	4	1	0	50	11	22021174	4.391417e-02	1
CRLF2	NaN	NaN	NaN	705343	185381	0	4	0	0	50	40	41724153	4.404472e-02	1
SIGLEC10	393294	583	17	1828819	559127	0	5	0	0	40	9	20620559	4.404481e-02	1
SPI1	1106152	245	46	740032	190976	0	2	0	0	50	19	27172304	4.409729e-02	1
HLTF	369132	386	8	2799738	702732	0	4	0	0	12	2	6556221	4.424244e-02	1
CASP1	45435	622	-19	1115270	286837	0	3	0	0	50	25	20306866	4.427773e-02	1
SERPINA7	23303	NaN	21	1109302	305114	0	3	0	0	50	8	20786917	4.435496e-02	1
GLI1	1347802	194	32	2853450	911985	0	6	0	0	41	6	18300126	4.454533e-02	1
B3GNT8	1104034	376	38	985839	354723	0	2	1	0	50	8	18429930	4.456247e-02	1
ARPC4	953772	264	43	472591	117122	0	1	0	0	50	10	28470717	4.459121e-02	1
RAB39B	371405	NaN	-13	560619	162255	0	2	0	0	50	21	22254672	4.468417e-02	1
PDZD3	1258103	195	57	1319674	425966	0	3	0	0	50	8	24604199	4.481123e-02	1
ANGPT4	824412	579	36	1352871	375984	0	5	0	0	50	22	20468002	4.488344e-02	1
GPR141	103891	630	6	801204	226038	0	3	1	0	35	14	13376899	4.493194e-02	1
