gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
CLEC2B	295505	634	25	511411	116291	0	4	0	0	50	29	26768033	1.888987e-03	8.690261e-01
SEMG2	842540	324	25	1899270	470103	0	7	0	0	50	27	28772369	2.061239e-03	9.256925e-01
APLP1	1060028	321	47	2088748	632192	0	11	1	0	50	25	24338943	2.259761e-03	9.907692e-01
HSF1	2525749	200	28	1705302	501084	0	6	0	0	50	8	33020807	2.311200e-03	9.907692e-01
PTHLH	315469	581	-4	567536	170620	0	4	0	0	50	21	19186668	2.399765e-03	1
KCNQ3	163210	970	-6	2768534	834691	0	16	2	0	50	37	24581403	2.870494e-03	1
DCLK1	82515	1033	-14	2368026	673500	0	24	4	0	9	14	4878385	2.908664e-03	1
EXD3	1632320	208	30	2790535	869264	0	13	2	0	50	21	27360264	3.048682e-03	1
AMPH	167080	639	7	2284961	638029	0	13	2	0	50	34	27373285	3.248546e-03	1
CD1E	135429	902	5	1273364	325525	0	11	1	0	50	48	20814293	3.958630e-03	1
ZC3H13	576966	679	49	5053495	1356878	0	14	2	0	50	16	15992482	3.962853e-03	1
RSPO1	445248	274	29	854447	233929	0	6	0	0	50	21	27864491	4.146764e-03	1
AMY2A	27205	1015	-20	1690934	431938	0	13	0	0	3	0	1236097	4.257522e-03	1
BRAF	305191	616	25	2491052	702685	0	17	1	0	31	36	21284396	4.431316e-03	1
SPATC1	2650698	211	27	1794653	621865	0	5	1	0	50	11	32512988	4.459426e-03	1
ARHGAP36	65931	NaN	13	1747059	521289	0	12	2	0	29	22	15610383	4.627134e-03	1
ADNP	386595	367	36	3539916	933471	0	9	0	0	24	8	13440366	5.091724e-03	1
DNMT3B	675780	173	42	2841721	776321	0	10	2	0	50	26	29790252	5.181235e-03	1
MSRB3	324747	580	3	720196	199805	0	7	0	0	50	28	25150735	5.395951e-03	1
CUEDC1	873797	222	6	1255853	356506	0	4	0	0	50	14	24414375	5.488252e-03	1
GABRB2	11638	1049	7	1669382	452143	0	6	0	0	12	4	7866480	5.707486e-03	1
SMARCA1	278446	NaN	-7	3508486	884081	0	14	0	0	25	12	14095457	5.783868e-03	1
CCBE1	257439	491	24	1321856	379405	0	8	1	0	50	22	25564264	6.064688e-03	1
CTNNB1	305811	448	8	2512604	728278	0	15	0	0	11	6	5854960	6.267900e-03	1
EPHA5	57073	706	-19	3362561	923593	0	18	3	0	42	53	25623083	6.341788e-03	1
LCE2B	169158	818	24	352465	101474	0	5	0	0	50	33	25456953	6.382107e-03	1
TBX3	32369	548	-30	2320432	723788	0	12	0	0	4	3	2544034	7.089628e-03	1
CTR9	794670	261	20	3898667	974779	0	8	1	0	21	4	10318020	7.917540e-03	1
VAMP3	364696	422	22	342587	87106	0	2	0	0	50	21	32074764	7.937547e-03	1
CREB3	922448	190	48	1200626	345730	0	5	0	0	50	19	27611704	8.744870e-03	1
C1RL	2422791	224	38	1558928	442714	0	5	1	0	50	17	22383099	8.985397e-03	1
PSG1	394104	283	-23	1395043	397814	0	9	0	0	50	47	30249579	9.015787e-03	1
ACSM2A	181483	823	6	1881310	524432	0	9	2	0	31	17	12976100	9.125968e-03	1
DTD1	262495	613	6	691011	184539	0	3	0	0	50	16	24166078	9.249141e-03	1
MMGT1	253719	NaN	20	420713	128863	0	2	0	0	50	28	22815935	9.426337e-03	1
NBEA	38939	1070	11	9619825	2596118	0	29	7	0	36	38	23463393	9.744402e-03	1
TRIM55	277437	480	30	1884902	506023	0	10	0	0	34	21	17734602	9.880012e-03	1
BCL9	NaN	NaN	NaN	4417711	1381124	0	19	0	0	0	0	1381124	9.895316e-03	1
GML	447193	438	36	521738	136945	0	5	0	0	50	41	26328911	1.020064e-02	1
HTR2C	23811	NaN	-5	1454760	421611	0	13	1	0	50	57	22600415	1.020970e-02	1
MAGEA12	NaN	NaN	NaN	982412	295891	0	8	1	0	50	79	50298327	1.025969e-02	1
NPR1	1656449	183	40	3367949	1036741	0	12	1	0	29	12	13804505	1.034024e-02	1
ZNF804B	3101	1030	-20	4342728	1126092	0	21	5	0	16	10	6558094	1.034073e-02	1
POLR2H	1447013	268	44	506921	127516	0	4	0	0	50	45	35406793	1.040954e-02	1
FRMPD1	498002	434	27	4992431	1469128	0	12	1	0	50	29	28733306	1.065198e-02	1
RIMKLB	302894	262	17	1234301	356506	0	8	1	0	50	28	26438916	1.076481e-02	1
MFRP	1054477	263	40	1867840	540596	0	7	1	0	50	31	29605713	1.124648e-02	1
FAM78B	320493	733	-12	821221	242909	0	6	0	0	50	42	24565239	1.130278e-02	1
CHL1	25264	796	9	4047286	1043027	0	13	2	0	21	9	12751600	1.164222e-02	1
SPZ1	316792	617	34	1405819	335852	0	7	0	0	50	28	25740721	1.192216e-02	1
MMP19	1909014	256	38	1629421	470552	0	6	0	0	50	22	29372233	1.222703e-02	1
S100A7	1140114	279	38	347975	77677	0	3	0	0	50	18	22511513	1.302787e-02	1
TMOD2	443665	165	27	1170094	300830	0	5	0	0	50	29	30059652	1.312709e-02	1
OTOL1	236814	792	-13	1504599	440469	0	8	1	0	50	54	23666341	1.338234e-02	1
PLK1	530660	509	35	1923516	568434	0	6	0	0	50	43	32486048	1.345304e-02	1
SLC13A3	293732	642	28	1918577	585496	0	9	2	0	20	11	11210183	1.347308e-02	1
ZC3H12A	446254	357	25	1858860	592680	0	5	0	0	47	14	19861515	1.351448e-02	1
CCDC124	1366136	217	36	723788	202948	0	4	0	0	50	39	30619555	1.374203e-02	1
RAB3C	142186	420	9	761055	184539	0	4	0	0	50	25	25077548	1.381390e-02	1
EEF1A1	716887	139	38	1485292	423407	0	6	0	0	50	23	26608189	1.450851e-02	1
RAB26	1938163	224	40	830650	250991	0	2	0	0	37	12	18769547	1.478552e-02	1
PATE2	607531	493	3	391528	88004	0	3	0	0	50	27	24859334	1.495664e-02	1
TMPRSS11A	212678	809	4	1394594	359200	0	9	0	0	50	43	23420289	1.525895e-02	1
DCX	131531	NaN	13	1447127	391528	0	7	1	0	28	12	12440443	1.536419e-02	1
EP400	408569	269	27	9891021	3009198	0	17	3	0	19	13	17342176	1.573822e-02	1
ARFGEF1	307618	642	26	6121666	1558928	0	13	1	0	50	29	25786519	1.585362e-02	1
PRKAG1	1754222	212	60	1107683	301279	0	6	0	0	50	28	31616784	1.588611e-02	1
SCN3B	681725	451	6	714359	190825	0	5	0	0	50	35	23863452	1.609229e-02	1
FA2H	612822	173	27	1197034	345281	0	4	0	0	50	21	21331541	1.612053e-02	1
IL18R1	235438	588	7	1789265	452143	0	5	0	0	50	25	29610203	1.691962e-02	1
RET	454068	563	-19	3580775	1067722	0	12	2	0	37	22	20106669	1.787127e-02	1
EMG1	2704950	211	47	787995	227643	0	3	0	0	50	28	33551076	1.789043e-02	1
ADAMTSL3	112410	888	-7	5511026	1482598	0	17	1	0	35	40	24359148	1.804947e-02	1
MRGPRX1	561250	695	15	986453	321484	0	7	1	0	50	36	24730022	1.864766e-02	1
OR6T1	107524	830	-5	984208	323729	0	8	0	0	50	55	24790637	1.870273e-02	1
EFEMP1	376977	264	-15	1629870	420264	0	9	3	0	12	7	5216033	1.872829e-02	1
CACNA1E	111356	832	10	7371682	2053277	0	37	8	0	21	24	11983810	1.874998e-02	1
NFASC	388939	440	33	4471591	1247771	0	16	3	0	50	33	25217636	1.921281e-02	1
RFC4	449980	384	25	1199728	330464	0	5	1	0	50	23	25228412	1.922066e-02	1
RNF168	1173736	125	34	1857064	484022	0	5	1	0	50	26	29440930	1.952135e-02	1
CXCR4	431866	406	42	1137766	330464	0	4	1	0	39	22	19115726	1.970899e-02	1
PTH2R	221399	671	0	1810817	480430	0	8	1	0	50	37	24119831	1.982101e-02	1
RHOT1	675374	312	21	2328963	575169	0	5	0	0	50	22	32353144	2.068977e-02	1
ANKRD2	564805	169	40	1154828	347077	0	6	1	0	50	25	25519364	2.071759e-02	1
DPEP1	1092575	211	38	1321407	391977	0	4	1	0	50	19	19499621	2.075044e-02	1
GAGE10	547555	NaN	25	397814	99229	0	2	0	0	50	24	25969711	2.080151e-02	1
RNF7	406166	406	29	408141	63309	0	4	0	0	8	4	3636900	2.080166e-02	1
PKIA	46989	984	-2	254134	67799	0	3	0	0	50	65	22649805	2.086765e-02	1
PEG3	NaN	NaN	NaN	4728419	1199728	0	28	7	0	19	22	10853677	2.093066e-02	1
HDC	308338	282	4	2132750	605701	0	9	0	0	50	37	31635193	2.093717e-02	1
TRPV6	284406	645	18	2340188	669010	0	15	2	0	46	42	24933868	2.130325e-02	1
MSC	25834	905	6	629947	211928	0	6	1	0	48	48	24641569	2.175727e-02	1
PMP2	191177	595	1	445857	110454	0	3	0	0	50	43	25764069	2.195004e-02	1
CRX	881316	336	39	928981	299483	0	5	0	0	50	37	28383984	2.202831e-02	1
CPLX4	293564	549	20	544188	117189	0	3	0	0	42	26	23762876	2.203335e-02	1
CHMP7	490797	288	41	1462393	420713	0	4	0	0	50	20	21953855	2.206270e-02	1
OR2M2	19998	935	-32	1087927	315647	0	13	0	0	49	76	23311631	2.251259e-02	1
TTLL9	1011028	241	37	1488435	367731	0	7	1	0	50	29	22739605	2.265658e-02	1
DCDC1	84163	938	-25	1161563	310708	0	12	3	0	17	60	14199176	2.276864e-02	1
EIF4A2	449980	384	25	1357327	347975	0	5	0	0	50	23	25228412	2.304362e-02	1
CYP11B1	447193	438	36	1611012	471450	0	7	0	0	50	41	26328911	2.327987e-02	1
MXD1	844060	221	37	738156	185886	0	3	0	0	50	21	22080922	2.335214e-02	1
ZBTB26	407115	430	26	1430514	360996	0	3	0	0	50	22	30192556	2.338637e-02	1
TMEM218	428178	762	30	360547	124373	0	3	0	0	50	26	23356531	2.428129e-02	1
KCNG1	449718	474	23	1578684	509166	0	10	3	0	9	9	4767033	2.434437e-02	1
OR1A2	506514	628	0	970289	282421	0	5	0	0	50	36	28947928	2.540455e-02	1
PTPN11	704590	167	43	1985029	496145	0	8	0	0	34	17	21854626	2.543255e-02	1
C1D	210519	537	2	481328	114046	0	3	0	0	50	44	27329283	2.588920e-02	1
KRTAP12-1	819099	391	35	302626	92045	0	3	0	0	50	42	29572936	2.605196e-02	1
NGFR	971109	303	31	1343408	413080	0	6	0	0	50	33	28291490	2.664035e-02	1
JAKMIP2	102729	642	-4	2712409	667214	0	11	2	0	9	8	5877410	2.664312e-02	1
OR5AN1	417582	672	-4	977473	281972	0	6	1	0	12	4	4333748	2.672491e-02	1
FAU	3267059	207	46	432387	133353	0	3	0	0	50	25	25833664	2.673364e-02	1
SLC12A2	257189	531	24	3924260	1117561	0	7	2	0	50	26	25318661	2.695546e-02	1
OR2B2	228884	634	40	1126092	325974	0	5	0	0	50	20	18671665	2.738368e-02	1
A2ML1	300254	407	12	4759400	1310182	0	14	3	0	50	35	30426036	2.759158e-02	1
IL1RAPL2	17392	NaN	-4	2254429	575618	0	12	3	0	50	53	23004515	2.780499e-02	1
KCNA5	160467	896	22	1860207	620967	0	18	4	0	8	12	4543880	2.815739e-02	1
OR2W1	155147	738	1	1008005	289156	0	7	0	0	50	46	31264768	2.818054e-02	1
OR5H6	391500	849	-2	1025965	291401	0	6	0	0	50	43	26102166	2.820818e-02	1
SPANXN3	4577	NaN	-29	470552	114046	0	5	0	0	50	137	28957806	2.822176e-02	1
FAM83C	1290513	170	45	2268797	770035	0	6	1	0	50	20	29274351	2.837225e-02	1
TMEM132B	492460	860	-17	3432156	973881	0	20	5	0	50	48	21504855	2.837579e-02	1
CHRD	1433862	268	46	3002912	978820	0	8	1	0	26	15	17286949	2.883579e-02	1
FAM126A	1063802	413	26	1702159	461123	0	5	1	0	50	49	32801246	2.910136e-02	1
P2RY4	161347	NaN	27	1105438	373568	0	7	1	0	18	13	10533091	2.919352e-02	1
ANP32B	466644	269	42	857590	193070	0	3	0	0	50	22	24896152	2.963552e-02	1
CATSPER1	3854361	208	57	2531013	684276	0	8	0	0	34	11	18384305	2.982491e-02	1
PIK3R1	48999	619	32	2548524	631743	0	11	2	0	6	13	3552039	2.986660e-02	1
C5orf47	NaN	NaN	NaN	570679	166130	0	5	0	0	50	78	50168566	2.988364e-02	1
SPEF2	140884	598	-5	6070929	1518069	0	12	1	0	50	27	28228630	2.992930e-02	1
LCE5A	325831	700	20	378507	107760	0	3	0	0	50	43	35133352	3.015397e-02	1
HSPA1L	2509866	183	32	2000744	598966	0	5	0	0	50	10	28333247	3.071554e-02	1
HESX1	454806	389	37	613334	154456	0	3	0	0	50	19	26950776	3.092271e-02	1
HECW2	166718	447	13	5097946	1409411	0	13	0	0	8	3	5797488	3.098406e-02	1
TUBG2	1740597	177	36	1470475	409937	0	5	0	0	50	37	27684442	3.115799e-02	1
NIP7	1202748	125	20	585945	167028	0	3	0	0	50	16	22716706	3.132471e-02	1
PRMT3	162124	694	-1	1807225	423407	0	5	0	0	50	28	26006529	3.144480e-02	1
SPRY3	NaN	NaN	NaN	896653	271196	0	5	0	0	50	78	50273632	3.152415e-02	1
POU5F1	3364017	401	19	1130133	352914	0	2	0	0	50	12	18733627	3.179167e-02	1
FAM181A	242993	645	15	1091519	348424	0	6	1	0	33	41	22949288	3.188376e-02	1
TRIM60	169984	637	5	1515375	397365	0	7	0	0	21	11	12009852	3.189008e-02	1
RPF2	343624	410	29	1038986	255481	0	3	0	0	50	23	29455747	3.224785e-02	1
PASD1	153115	NaN	3	2554810	653744	0	9	2	0	26	16	15266898	3.235106e-02	1
NGB	554839	418	37	482226	148170	0	2	0	0	50	29	29608407	3.281994e-02	1
PARP9	410045	404	35	2839027	738605	0	7	0	0	41	13	18725545	3.309508e-02	1
CFHR4	211450	853	-31	1099152	272094	0	7	1	0	50	68	25749701	3.318565e-02	1
SAP30BP	1898715	198	32	1042129	263114	0	2	0	0	50	22	27742363	3.327933e-02	1
OCM2	451365	522	25	374017	86657	0	2	0	0	47	32	24816230	3.351897e-02	1
NLRP10	105341	679	6	2082013	579659	0	11	1	0	50	45	31402611	3.378939e-02	1
ZSCAN1	1187584	694	-42	1275609	393324	0	8	1	0	50	36	22038716	3.389155e-02	1
DDX58	426359	362	-12	3094059	739503	0	8	1	0	50	28	27771099	3.391239e-02	1
WDR13	817501	NaN	29	1540968	466062	0	6	1	0	50	22	26210375	3.406100e-02	1
HDHD3	390186	297	36	761504	256828	0	3	0	0	50	27	24457479	3.412137e-02	1
NKX6-1	95574	895	-5	1119357	383895	0	5	0	0	50	49	26341034	3.452922e-02	1
OR1E2	365088	515	14	1003964	303973	0	3	0	0	50	25	29718412	3.468641e-02	1
OR4A15	1067	1102	-42	1078947	313851	0	10	0	0	41	51	21164513	3.496893e-02	1
FGF3	783792	561	37	730523	250093	0	6	0	0	50	39	23350245	3.522197e-02	1
DMRTA1	160489	448	-26	1531988	514105	0	8	2	0	22	26	16714474	3.525832e-02	1
MYOZ1	1051799	153	43	960411	278829	0	3	0	0	50	28	30900180	3.543132e-02	1
NCKAP1L	643138	151	35	3721761	1000821	0	11	3	0	50	25	26043796	3.548863e-02	1
MYC	406323	204	23	1433208	416223	0	6	1	0	50	31	27378224	3.595726e-02	1
QRFPR	268761	809	-2	1390553	382099	0	7	1	0	50	51	24767289	3.617700e-02	1
NRBF2	219747	715	8	935716	244256	0	2	0	0	50	26	27200869	3.664594e-02	1
OR51Q1	99042	1030	1	982861	307565	0	7	1	0	50	65	24996728	3.676657e-02	1
MTOR	577167	416	32	8303806	2307860	0	16	0	0	6	0	4445998	3.711666e-02	1
KRT3	1444461	422	38	1988621	598966	0	7	2	0	50	31	28219201	3.751100e-02	1
WNT3	522194	254	23	1135072	325076	0	5	0	0	21	5	9373773	3.752053e-02	1
CACNA2D1	58044	982	4	3715026	902490	0	10	3	0	24	10	10819104	3.766574e-02	1
NOS1	201056	259	13	4637272	1307039	0	20	5	0	50	37	22446857	3.828086e-02	1
NOXA1	1591716	213	30	1540070	491206	0	3	0	0	50	13	25606021	3.872466e-02	1
TAF1L	567793	334	5	5794345	1591256	0	26	6	0	16	17	10657913	3.881801e-02	1
CYP1B1	716797	384	25	1680158	527575	0	4	2	0	19	4	9842529	3.884248e-02	1
LRGUK	239801	634	8	2728573	714359	0	8	0	0	44	29	24833292	3.910412e-02	1
TTLL2	254009	704	1	1886249	523534	0	5	0	0	50	35	31607804	3.938621e-02	1
MAGIX	724395	NaN	44	1066824	370425	0	4	0	0	50	28	26598760	3.952051e-02	1
SLC25A30	680643	296	78	962656	265808	0	3	0	0	50	38	27106130	3.955729e-02	1
CSNK1D	2856070	193	24	1382920	393773	0	2	0	0	50	7	25040730	3.977692e-02	1
CCDC140	235091	682	12	510513	152211	0	3	0	0	50	23	23629074	3.980768e-02	1
CHGA	325312	387	30	1483047	405447	0	5	0	0	50	26	27202216	4.020523e-02	1
WFDC5	865186	324	46	410386	109556	0	3	0	0	50	46	34750355	4.066064e-02	1
DTWD2	305376	554	8	964003	273890	0	3	1	0	50	44	30386075	4.080728e-02	1
BCL9L	1488276	175	54	4622904	1476312	0	12	1	0	7	8	5126682	4.085223e-02	1
FAM81B	316501	511	4	1520314	361445	0	5	1	0	50	25	26683172	4.096366e-02	1
ADAMTS4	728669	234	37	2588036	841426	0	6	1	0	50	19	28413618	4.106791e-02	1
UNC80	NaN	NaN	NaN	10555990	2955767	0	34	12	0	28	35	19392759	4.158869e-02	1
NT5C1A	974845	388	36	1174135	343934	0	8	0	0	34	26	15091339	4.222794e-02	1
RTP1	425258	445	28	840977	233929	0	3	1	0	16	8	9417775	4.243151e-02	1
ID3	1050775	159	32	374017	121679	0	2	0	0	50	10	23001821	4.342445e-02	1
DAO	494991	393	49	1138215	321933	0	5	1	0	50	40	30452527	4.343743e-02	1
CYLC1	19326	NaN	-45	2146220	515452	0	12	1	0	17	23	10406922	4.349271e-02	1
MCCD1	2514366	220	34	378956	114046	0	2	0	0	50	14	29370437	4.365592e-02	1
REM2	1177534	225	34	1060987	341240	0	4	1	0	50	19	20401213	4.368673e-02	1
CLEC4D	321790	564	13	730972	168824	0	5	0	0	50	40	27373734	4.411391e-02	1
KCND3	320241	623	23	2072135	616477	0	10	1	0	50	38	27391245	4.426756e-02	1
TM4SF19	1164213	231	36	655091	213724	0	3	0	0	50	16	20765801	4.446921e-02	1
SPRR3	426723	748	28	531616	160742	0	3	0	0	50	26	25552590	4.505842e-02	1
DECR2	1549307	207	37	930777	293646	0	4	0	0	50	39	32736141	4.557550e-02	1
FCN1	237562	489	35	1073559	293646	0	5	0	0	50	24	26560146	4.591426e-02	1
OR10A3	105341	679	6	976126	295442	0	6	0	0	50	45	31402611	4.608815e-02	1
OR14I1	141426	710	-10	959962	300830	0	7	0	0	50	100	37844414	4.609797e-02	1
CCDC155	2178574	290	37	1837757	539698	0	5	1	0	50	22	27120947	4.661544e-02	1
RNF128	149556	NaN	17	1795102	520391	0	5	1	0	31	14	13821118	4.699853e-02	1
TAF13	989913	215	18	424305	99678	0	2	0	0	50	29	21736988	4.706269e-02	1
KDR	175189	706	3	4456325	1183564	0	13	2	0	32	19	16724352	4.749802e-02	1
CAMTA1	289717	462	23	5379469	1503701	0	14	3	0	50	34	29454849	4.769018e-02	1
PRKAG2	600611	437	20	1862003	522187	0	6	2	0	50	34	28245243	4.803969e-02	1
STX4	1398193	247	40	997229	260869	0	5	0	0	50	36	33206244	4.834531e-02	1
SSC5D	NaN	NaN	NaN	4780503	1655463	0	15	1	0	47	67	48742093	4.850729e-02	1
VBP1	371405	NaN	-13	671255	158497	0	2	0	0	50	44	26789136	4.882859e-02	1
NDUFAF2	205876	502	11	572026	133802	0	2	0	0	50	32	31403060	4.886881e-02	1
WIPI2	1750164	417	34	1522559	423856	0	4	0	0	50	16	21726661	4.940687e-02	1
COPS6	1503181	254	41	1088376	288258	0	4	0	0	50	38	34335479	4.957889e-02	1
RGS8	650082	702	23	692358	180498	0	4	0	0	50	32	24863824	4.958019e-02	1
PLEKHH3	1740597	177	36	2419212	853998	0	6	0	0	19	11	11377211	4.971791e-02	1
TADA3	953772	264	43	1395043	400508	0	5	0	0	50	27	34271721	4.974764e-02	1
RPRD1B	582740	137	45	1056048	297687	0	3	1	0	50	22	24382945	5.011518e-02	1
DOCK9	435646	494	27	7090608	1826532	0	11	2	0	25	9	12215045	5.014070e-02	1
LDOC1	18788	NaN	-20	465613	128414	0	5	0	0	50	60	25110325	5.026346e-02	1
KRTAP3-2	977588	404	10	308463	94290	0	2	0	0	50	35	18006247	5.067981e-02	1
TMEM167A	230539	717	8	249195	61962	0	1	0	0	50	24	26340136	5.082409e-02	1
NID1	555035	318	19	3985324	1162910	0	12	5	0	36	31	20477094	5.083890e-02	1
HNF4A	769430	376	16	1721466	488961	0	5	0	0	49	24	26475285	5.097026e-02	1
OR2A2	221024	812	-11	984657	301728	0	4	1	0	50	53	25310130	5.105558e-02	1
TNFRSF13B	1122696	237	2	944247	268053	0	4	1	0	50	27	21836217	5.111035e-02	1
IQCF3	849777	453	39	509615	135598	0	4	0	0	50	32	22953329	5.140555e-02	1
PRSS1	285408	636	11	805506	223602	0	4	0	0	38	39	26119228	5.187884e-02	1
C10orf105	NaN	NaN	NaN	409937	136945	0	3	0	0	50	78	50139381	5.257609e-02	1
ENY2	135626	732	20	355608	80820	0	2	0	0	50	112	60389602	5.295203e-02	1
HNRNPK	460176	343	2	1576888	427448	0	4	0	0	50	30	23696424	5.306675e-02	1
FYN	245639	317	21	1932047	516799	0	4	1	0	50	23	25715577	5.318366e-02	1
MLC1	909819	215	25	1217688	369078	0	5	0	0	50	16	19414311	5.327496e-02	1
RUFY4	671005	344	28	1846288	519044	0	5	0	0	50	21	25166899	5.336211e-02	1
NDUFS1	311488	433	24	2378802	660030	0	4	0	0	36	17	20640081	5.357822e-02	1
AOC2	1631295	190	28	2328065	749830	0	5	0	0	50	18	26968736	5.371749e-02	1
KRT6A	1194800	389	29	1790163	536106	0	7	0	0	50	24	22848712	5.391636e-02	1
RUNX1	164915	429	45	1562071	485369	0	4	0	0	18	9	9263319	5.395925e-02	1
ARNTL	296688	414	13	2086952	551821	0	7	0	0	50	30	26451039	5.443012e-02	1
IL15RA	650283	305	32	845018	270298	0	2	0	0	50	25	35263113	5.446994e-02	1
AK5	484699	536	-8	1865595	479532	0	6	0	0	50	20	19727264	5.477268e-02	1
UBE2L3	521773	194	37	519044	126169	0	2	0	0	50	29	24552218	5.504202e-02	1
VCAM1	277299	899	-6	2379251	654193	0	12	1	0	50	39	24077625	5.542886e-02	1
RCC2	399978	210	28	1692730	488063	0	3	0	0	14	5	12276109	5.564665e-02	1
ANKS1A	664697	304	26	3647676	1062783	0	7	3	0	33	16	20591589	5.618206e-02	1
GRM7	4936	1156	-6	3003361	850406	0	18	5	0	17	23	7641082	5.631578e-02	1
KCNJ6	253563	541	36	1354633	374915	0	4	0	0	50	19	21669638	5.636397e-02	1
DCBLD1	189294	465	9	1937884	521738	0	5	1	0	50	24	28595463	5.640170e-02	1
KCNS2	440962	550	28	1497864	439122	0	8	0	0	42	28	20478441	5.646766e-02	1
NFAM1	967833	185	53	856692	268053	0	3	0	0	50	27	23083988	5.656294e-02	1
ABLIM3	339889	423	17	2303370	584598	0	9	1	0	50	30	27383163	5.684362e-02	1
PRIM2	177580	847	-16	1729099	412631	0	8	0	0	14	20	10372349	5.691913e-02	1
GMEB2	1094905	193	54	1668484	525779	0	6	0	0	50	29	30951815	5.707344e-02	1
NKAPL	273319	502	35	1289977	341240	0	4	1	0	50	20	22336403	5.724014e-02	1
ZDHHC7	481076	273	28	1122051	313851	0	2	0	0	50	24	25393644	5.730634e-02	1
AKR1D1	220333	478	16	1087478	279727	0	4	0	0	50	31	22914715	5.769339e-02	1
MKNK2	1853815	239	37	1634360	444061	0	4	0	0	50	29	29781721	5.811576e-02	1
