gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
TTC14	182757	1031	2	2207148	554682	0	12	1	0	40	44	15851476	5.500582e-03	1
PYHIN1	97254	914	6	1406584	376736	0	11	0	0	31	25	13090032	5.681905e-03	1
KDM6A	59340	NaN	36	3939902	1060342	0	10	0	0	3	0	3104984	5.762551e-03	1
LZIC	757819	183	29	556226	135100	0	3	0	0	50	40	24693192	6.007687e-03	1
XRCC5	597243	384	33	2116824	522258	0	7	0	0	20	4	9153218	6.138546e-03	1
CD5L	116471	778	28	965000	267112	0	11	1	0	15	18	6510276	6.176396e-03	1
SYT3	612522	593	35	1576038	518784	0	12	1	0	50	57	25469438	6.377053e-03	1
DEFB118	591819	594	-83	342768	94956	0	5	1	0	5	6	1582986	6.523514e-03	1
CIC	790787	299	37	4191574	1488416	0	17	3	0	50	48	27632582	6.596761e-03	1
UGT1A4	NaN	NaN	NaN	1453676	425758	0	9	0	0	50	99	43412262	6.630372e-03	1
POU5F2	263452	587	3	861552	283710	0	5	0	0	38	30	17105204	6.648208e-03	1
AMY2B	31276	974	-19	1455992	371332	0	18	1	0	32	80	14623224	6.728234e-03	1
UPF3A	612511	283	46	1344052	357050	0	5	0	0	50	44	23522454	6.760344e-03	1
UBXN1	2425755	248	51	866570	253216	0	5	0	0	50	25	21693586	6.784892e-03	1
LUZP1	859705	169	25	2906194	839936	0	8	0	0	12	0	4686040	6.810959e-03	1
PPP3CA	84583	574	5	1494592	379052	0	8	0	0	7	3	3722198	6.854745e-03	1
C1QTNF1	592461	285	15	780878	212686	0	7	0	0	50	34	21898166	6.949032e-03	1
CENPH	422005	232	38	738804	162120	0	5	0	0	50	27	20662966	7.009478e-03	1
ADRA1A	259233	692	3	1501540	455480	0	14	2	0	39	38	16722292	7.029400e-03	1
TGFBR1	201435	211	30	1403882	386386	0	8	1	0	50	44	21487076	7.082170e-03	1
RBM34	592746	168	26	1249096	318836	0	6	0	0	22	11	9575116	7.165111e-03	1
SAMHD1	817783	225	47	1795286	457024	0	10	1	0	50	53	27783894	7.227703e-03	1
RASA1	154501	726	24	2957146	806354	0	12	0	0	27	100	40294926	7.485850e-03	1
FOSL2	465927	197	30	868886	281008	0	8	1	0	50	38	23671836	7.609352e-03	1
CITED2	187396	504	14	745752	200334	0	4	0	0	50	38	21963786	7.815155e-03	1
ITGAV	266463	373	7	3018906	816390	0	12	0	0	21	11	8185902	8.145529e-03	1
UPF2	353958	125	28	3641138	878536	0	13	0	0	10	3	6606390	8.442222e-03	1
KYNU	48515	369	20	1360264	351260	0	5	1	0	50	35	22422740	8.468383e-03	1
SOX9	159643	606	-41	1377248	403756	0	9	1	0	7	16	4142166	8.558587e-03	1
GTSF1L	395176	374	38	414950	104992	0	3	0	0	50	32	24636836	8.687837e-03	1
BEST3	499701	394	14	1854730	511064	0	10	1	0	50	41	21441528	8.704284e-03	1
C1orf210	1091212	264	30	304168	101132	0	3	0	0	50	31	23158070	8.777371e-03	1
MS4A13	337606	859	15	436180	118502	0	5	1	0	21	28	9211118	8.781185e-03	1
RNF122	91655	610	11	455480	109624	0	5	0	0	50	62	23476134	8.900900e-03	1
GSDMC	258154	428	13	1455220	373262	0	12	1	0	50	41	23425182	8.928110e-03	1
TCHH	527465	349	35	5419054	1339034	0	31	5	0	50	46	23414374	8.967514e-03	1
KCND3	320241	623	23	1781390	529978	0	13	3	0	8	5	3824102	9.140210e-03	1
TTK	150632	841	-2	2489314	593282	0	15	1	0	8	12	4015558	9.437396e-03	1
RBM47	247828	341	64	1596882	485202	0	9	2	0	50	36	21636458	9.552916e-03	1
WNK1	467405	289	45	7698770	2444152	0	21	4	0	32	18	16925714	9.682334e-03	1
CTNND1	921177	497	8	2695438	758876	0	12	1	0	28	22	10223982	9.958296e-03	1
BMPR1A	379827	195	26	1505786	392176	0	5	0	0	50	48	29737440	1.036385e-02	1
GRM2	759916	456	37	2305578	745752	0	17	3	0	42	28	15596716	1.050400e-02	1
MATN3	501661	150	25	1340192	386386	0	6	1	0	25	13	8153092	1.050483e-02	1
CCR3	212198	634	46	1015180	303782	0	9	1	0	50	31	16012438	1.056517e-02	1
TNFRSF9	381467	207	24	733014	188754	0	6	0	0	50	48	23189336	1.073623e-02	1
ZNF804B	3101	1030	-20	3733392	968088	0	25	2	0	15	12	5591596	1.074565e-02	1
DUSP9	1716845	NaN	44	1010162	341224	0	6	1	0	50	45	20713532	1.109331e-02	1
KCNMB2	144490	882	-8	661990	176402	0	12	1	0	26	63	15412980	1.154793e-02	1
PRRG3	125659	NaN	4	630724	189140	0	4	1	0	50	62	19181112	1.162320e-02	1
AQP8	189953	551	12	701748	233916	0	7	1	0	50	42	24590516	1.169789e-02	1
CBX1	1205950	255	20	534610	130082	0	3	0	0	50	57	28536208	1.177347e-02	1
ESRP1	467699	426	31	1927298	538084	0	10	2	0	39	43	17332558	1.190945e-02	1
PRKCQ	235334	561	7	2046186	488676	0	11	1	0	50	31	24912054	1.199933e-02	1
CPXCR1	1148	NaN	-19	834146	219634	0	9	0	0	50	115	24038150	1.216031e-02	1
ERF	790787	299	37	1433604	487518	0	9	1	0	50	48	27632582	1.225720e-02	1
TMEM208	1109491	150	46	489834	137802	0	2	0	0	50	22	20682652	1.235935e-02	1
NUAK1	143018	473	7	1808796	518784	0	13	1	0	50	49	19528126	1.242478e-02	1
NUFIP1	685617	360	32	1412374	354734	0	6	1	0	50	40	26840124	1.256129e-02	1
COL4A4	248623	465	5	4595330	1495750	0	17	3	0	50	27	23007144	1.256509e-02	1
SCUBE2	623689	357	31	2913142	765824	0	13	1	0	50	35	26664108	1.279758e-02	1
LIF	548674	211	43	548892	165594	0	3	1	0	45	22	19756252	1.282283e-02	1
TAF15	620019	235	8	1681802	450076	0	6	1	0	50	45	26512024	1.283672e-02	1
NOLC1	1041024	187	45	1956634	530750	0	10	1	0	42	40	26678776	1.284499e-02	1
MUSK	254657	422	9	2442608	683992	0	13	1	0	50	37	25339742	1.306568e-02	1
TNFRSF13C	1335011	323	67	470148	184122	0	3	0	0	50	32	17347612	1.313361e-02	1
CD163	665695	608	13	3232750	860780	0	15	2	0	5	6	4562906	1.320987e-02	1
TTLL5	415501	540	40	3615662	981598	0	14	2	0	34	28	14998030	1.327734e-02	1
TAF9B	549810	NaN	14	707538	198018	0	6	1	0	50	51	25417328	1.335870e-02	1
OR8B4	149616	857	0	825268	249356	0	8	1	0	30	40	13867050	1.347270e-02	1
LRP12	36110	1085	15	2367724	647708	0	22	5	0	23	31	9526866	1.359604e-02	1
BCLAF1	286851	153	21	2565742	684764	0	23	3	0	11	13	5754874	1.367073e-02	1
RGS18	96080	925	-20	677044	161348	0	8	0	0	50	93	22378350	1.372519e-02	1
KPNB1	1198427	217	24	2473874	671254	0	10	2	0	43	25	20685740	1.383236e-02	1
DLD	470337	486	12	1431288	400668	0	10	2	0	50	58	21053984	1.409067e-02	1
CDH9	39282	1140	-26	2216412	579000	0	20	1	0	9	14	4416612	1.427295e-02	1
ZNF701	546511	1005	-53	1488416	378280	0	6	0	0	15	10	6571264	1.441192e-02	1
CD33	352763	629	1	1007846	303010	0	7	2	0	27	37	13625028	1.447066e-02	1
TCEAL6	132641	NaN	4	516082	127766	0	7	1	0	20	14	6176772	1.449279e-02	1
BPGM	388879	392	23	719504	193000	0	5	0	0	50	36	22040600	1.457980e-02	1
SNRPA	1127178	201	27	786668	219634	0	6	1	0	50	30	21308358	1.474027e-02	1
TMBIM4	243040	696	5	667008	193386	0	6	0	0	50	44	22992476	1.478289e-02	1
SLC22A6	2447828	398	48	1517752	483272	0	8	1	0	50	42	17862922	1.482156e-02	1
CIB3	761374	298	42	543874	134714	0	4	1	0	50	35	20385818	1.489749e-02	1
OR2AK2	NaN	NaN	NaN	888958	277148	0	8	2	0	19	18	8576534	1.495996e-02	1
TRAF3	719158	178	49	1615796	407230	0	7	0	0	50	26	16362540	1.497475e-02	1
SOS2	778308	166	46	3755008	980054	0	11	1	0	50	28	22025160	1.521008e-02	1
STAMBPL1	175317	289	20	1247938	316520	0	5	0	0	18	14	6934104	1.533774e-02	1
FEM1C	352735	498	23	1679486	472078	0	5	1	0	50	39	31367904	1.540237e-02	1
CLIP2	938020	179	51	2840574	870816	0	12	1	0	7	3	4073844	1.551176e-02	1
HEPH	282730	NaN	4	3398344	908258	0	13	3	0	20	15	8919302	1.555420e-02	1
NTNG1	78332	877	-17	1623130	435794	0	15	0	0	2	3	1558282	1.572789e-02	1
SLC4A11	1086365	338	49	2652206	785896	0	13	2	0	50	39	20947834	1.574402e-02	1
IL7R	139461	511	5	1293872	338908	0	9	0	0	50	42	19674034	1.587764e-02	1
MEST	325887	298	31	955350	262866	0	5	0	0	50	31	21937152	1.613447e-02	1
OR10A4	427462	681	8	839164	263252	0	12	2	0	25	29	9036260	1.614743e-02	1
DNTTIP1	742720	180	48	947244	259392	0	5	0	0	50	23	16702606	1.624794e-02	1
SDC4	1005559	233	36	552752	159418	0	4	0	0	50	38	19027484	1.639956e-02	1
CHRDL1	108458	NaN	14	1321664	323854	0	8	0	0	18	16	10676760	1.642828e-02	1
LIN7A	27634	987	-4	645778	187982	0	10	0	0	50	72	19410782	1.645739e-02	1
GNG7	1472723	262	33	193386	55584	0	4	0	0	50	45	23057324	1.652868e-02	1
OR2M5	19998	935	-32	836462	249742	0	15	2	0	50	122	20451824	1.654744e-02	1
LCE2A	169158	818	24	294132	82218	0	5	0	0	50	62	21885042	1.662524e-02	1
WBP4	305794	417	76	1097398	253988	0	6	1	0	50	31	21458126	1.688425e-02	1
UBXN6	2078211	278	37	1227480	356664	0	8	0	0	30	16	13543968	1.689451e-02	1
ATP6V1C2	744427	428	42	1217830	329258	0	7	1	0	50	49	26297794	1.708061e-02	1
ZC3H12A	446254	357	25	1598040	509520	0	9	2	0	50	39	18002268	1.724235e-02	1
LAT2	997452	202	51	720276	182964	0	5	0	0	50	37	17766808	1.732231e-02	1
ARAF	775214	NaN	38	1686820	491378	0	7	1	0	50	43	25546638	1.732497e-02	1
NEURL2	725555	209	59	743050	255146	0	6	1	0	50	44	20999944	1.732608e-02	1
OR10J1	347588	699	-5	856534	263252	0	8	1	0	50	57	19212764	1.746376e-02	1
JARID2	86503	782	34	3431154	979668	0	22	5	0	5	7	3169446	1.766005e-02	1
CACNA2D4	240778	593	28	3251664	873132	0	14	1	0	9	5	5812002	1.769713e-02	1
CD86	557964	715	39	942998	231214	0	4	1	0	45	28	17246094	1.813186e-02	1
IGFL4	997099	261	31	358980	91482	0	3	0	0	50	33	24251994	1.838561e-02	1
SPACA3	286646	837	-10	599844	173700	0	5	0	0	50	63	23272712	1.842434e-02	1
PLEKHF2	385365	347	60	688238	184894	0	3	0	0	50	22	20378484	1.850198e-02	1
FKTN	215248	637	-5	1317032	329644	0	6	1	0	50	49	26876408	1.854402e-02	1
OR51B5	100115	1056	1	826812	260550	0	10	1	0	50	59	19268348	1.889659e-02	1
PSIP1	200332	583	6	1576038	367086	0	6	0	0	26	14	13923406	1.890188e-02	1
TRMT2A	545126	218	57	1704190	526118	0	10	2	0	50	32	22714556	1.891227e-02	1
RAE1	181292	604	9	1068448	264410	0	6	1	0	50	39	22590650	1.891951e-02	1
LCE1B	64902	818	18	321152	92254	0	4	0	0	50	65	22416564	1.893881e-02	1
SFMBT2	169112	363	12	2521352	680518	0	16	4	0	34	44	16840022	1.898841e-02	1
FGF13	14292	NaN	-5	929488	238934	0	9	0	0	50	66	20617418	1.904427e-02	1
ATM	415837	582	16	8722442	2184760	0	27	6	0	44	40	20086668	1.904644e-02	1
CTCFL	181464	562	10	1882136	470920	0	9	0	0	50	36	24260100	1.905599e-02	1
PCP4L1	735152	293	41	199562	49408	0	2	0	0	50	43	24167460	1.909441e-02	1
RBBP7	289514	NaN	39	1222462	308414	0	7	1	0	38	29	18057466	1.925755e-02	1
PRKAB1	782827	498	17	762736	206510	0	5	0	0	50	41	19548970	1.951797e-02	1
EFNB3	2066943	232	27	893976	309186	0	6	1	0	50	59	25429294	1.966867e-02	1
MRGPRX2	483720	695	-1	875062	279464	0	9	0	0	33	50	19889422	1.971990e-02	1
LCP2	79392	629	34	1550948	396808	0	7	1	0	50	32	21279408	1.974709e-02	1
CAB39L	373856	343	50	971562	239706	0	3	1	0	50	28	20853264	1.980903e-02	1
TCF21	102722	388	-4	492536	142048	0	6	0	0	50	71	26164238	2.003921e-02	1
EIF2AK3	118199	366	9	3106914	847656	0	15	2	0	50	49	24409868	2.006713e-02	1
OR10S1	107524	830	-5	873132	280236	0	10	1	0	50	81	21312218	2.010239e-02	1
NPPB	519155	207	43	361296	119274	0	4	0	0	50	25	20281984	2.051974e-02	1
FGF9	298481	648	37	573210	162120	0	5	0	0	50	41	19057978	2.084955e-02	1
CFHR2	217857	853	-24	766596	195702	0	8	0	0	50	65	21543046	2.088818e-02	1
SMAD2	108087	185	42	1322822	349330	0	7	1	0	50	56	22064532	2.096129e-02	1
IMMP2L	67842	871	-7	498712	135872	0	6	0	0	50	103	31420400	2.096461e-02	1
PPOX	728669	234	37	1296574	421898	0	5	0	0	14	11	6547718	2.106495e-02	1
TAAR1	125852	605	19	938366	242794	0	6	0	0	50	44	21654986	2.112025e-02	1
PDPN	64295	864	9	646164	209598	0	4	0	0	50	62	26708498	2.122774e-02	1
LMX1A	292562	797	-13	1082344	285254	0	12	2	0	17	11	5872218	2.167177e-02	1
UPK2	1457410	180	55	490606	172928	0	4	1	0	22	19	7928054	2.171017e-02	1
FGF12	34070	937	0	696344	187210	0	8	1	0	50	82	23859432	2.173207e-02	1
ALDH3A1	550749	220	-13	1271098	352418	0	8	1	0	50	55	22961210	2.174861e-02	1
ARL13B	85478	1310	-13	1229796	306870	0	10	0	0	10	16	8312124	2.190251e-02	1
ESR2	528074	387	46	1553650	425372	0	10	2	0	50	46	24040080	2.220476e-02	1
TICAM1	765978	187	52	1857432	619530	0	10	4	0	50	41	19723442	2.255446e-02	1
OR7E24	398878	582	-50	912504	268656	0	6	1	0	50	143	33726750	2.260670e-02	1
FAM83F	712106	370	28	1344438	416880	0	9	2	0	25	26	12708278	2.269208e-02	1
CHRNB3	603002	507	32	1265694	352032	0	7	1	0	50	59	29410884	2.270650e-02	1
CPLX1	694849	268	39	387158	95728	0	3	0	0	50	49	28457464	2.333436e-02	1
ORM1	206775	425	4	577842	147066	0	3	0	0	50	40	20253420	2.340985e-02	1
CYP51A1	691564	461	26	1423182	390246	0	5	1	0	50	53	23615866	2.357182e-02	1
AHSG	508316	436	45	998582	309958	0	5	1	0	50	52	30333810	2.360057e-02	1
LRRC18	NaN	NaN	NaN	712556	204580	0	7	0	0	50	99	43191084	2.382710e-02	1
CLDN25	148947	534	4	604476	194544	0	4	0	0	50	27	18849538	2.389673e-02	1
SLC44A4	2485614	188	36	1994462	570508	0	8	0	0	20	5	7112436	2.409762e-02	1
C16orf92	NaN	NaN	NaN	397580	96886	0	4	0	0	50	99	43083390	2.419842e-02	1
LRIT1	216124	810	-10	1642430	541558	0	11	1	0	26	21	11406300	2.424025e-02	1
COX7B	549293	NaN	19	233144	59830	0	2	0	0	50	45	25814908	2.426427e-02	1
MAL2	247332	442	-1	478254	154014	0	3	0	0	50	47	22928400	2.426990e-02	1
MSN	325257	NaN	47	1652852	410704	0	8	0	0	20	15	9838368	2.439512e-02	1
C7orf50	769674	346	35	530364	164436	0	3	0	0	50	33	20557202	2.464674e-02	1
PBRM1	1217701	231	47	4642036	1172282	0	20	3	0	44	53	23205548	2.466388e-02	1
GOLT1A	557652	370	34	369788	110782	0	3	0	0	50	28	23888382	2.475008e-02	1
NKAPL	273319	502	35	1108978	293360	0	7	2	0	38	23	13287278	2.476598e-02	1
PCDHGA12	NaN	NaN	NaN	2498578	797090	0	20	6	0	19	22	9096476	2.479588e-02	1
DDC	180088	561	11	1360650	375192	0	5	0	0	50	37	22249812	2.494755e-02	1
THAP2	259684	393	-11	638830	165980	0	3	0	0	50	34	21900868	2.514662e-02	1
CD1E	135429	902	5	1094696	279850	0	10	1	0	50	44	17893802	2.539471e-02	1
STYK1	408572	432	0	1178458	332732	0	7	0	0	50	34	22528890	2.549012e-02	1
OR5R1	NaN	NaN	NaN	868886	257848	0	9	2	0	19	18	8557234	2.568755e-02	1
PYGL	388112	431	28	2401692	632268	0	8	1	0	45	31	22910644	2.592391e-02	1
TMEM92	1297691	196	28	449304	132012	0	2	0	0	50	47	26700778	2.598579e-02	1
SEC14L1	777991	192	20	2028816	548892	0	8	2	0	50	37	24350038	2.600542e-02	1
KDM4D	304973	513	-12	1403882	416494	0	6	1	0	41	25	18332684	2.619872e-02	1
CD93	199022	554	-50	1720016	553138	0	12	5	0	10	13	4052614	2.670643e-02	1
POTEG	148332	835	-50	1461782	353962	0	12	1	0	5	2	2029202	2.683190e-02	1
APOD	794351	315	38	532294	146294	0	5	0	0	50	37	24834082	2.692117e-02	1
ABCB6	773232	177	36	2295542	716416	0	8	1	0	50	35	21646494	2.696989e-02	1
CCDC38	396472	400	6	1645518	385614	0	5	1	0	50	42	24981148	2.729571e-02	1
TTBK2	611976	453	31	3411468	978510	0	10	0	0	10	5	6060200	2.733431e-02	1
C19orf12	223109	552	-46	414178	126608	0	3	0	0	50	80	21761908	2.743374e-02	1
TMEM139	379894	399	14	576684	186438	0	4	0	0	50	36	24819028	2.744174e-02	1
USP26	88462	NaN	12	2525598	650796	0	10	3	0	50	33	20208258	2.774037e-02	1
SLC17A4	272695	635	29	1379564	401440	0	11	0	0	50	34	18719070	2.778747e-02	1
BCORL1	389645	NaN	38	4725026	1539754	0	13	2	0	50	33	23446412	2.779007e-02	1
TRIP4	764707	198	40	1652080	427688	0	5	0	0	50	38	22509976	2.782369e-02	1
ARHGAP36	65931	NaN	13	1501926	448146	0	9	2	0	50	53	24790850	2.803075e-02	1
SULT6B1	545763	253	35	774702	179490	0	4	0	0	50	37	24429554	2.843013e-02	1
RPL22	627248	240	31	377122	87236	0	8	1	0	1	1	328872	2.852155e-02	1
