gene	closeness
ACOT2	0.3966644187373554
ACOT4	0.3965924120225098
ACOT7	0.46148043091221824
ACOT7L	0.31618665619120473
ACOT8	0.47722024589652373
ACOT9	0.41026397682154736
ACOX1	0.4779958742264174
ACOX2	0.4672471738466239
ACOX3	0.4774735396047332
ACP1	0.4762839079385842
ACP5	0.49733333333333335
ACP6	0.3808492093139086
ACPP	0.4614943569316193
ACR	0.37052381644618887
ACRV1	0.38711555499303885
ACSBG1	0.4651155717761557
ACSBG2	0.4651155717761557
ACSL1	0.4651155717761557
ACSL3	0.48261171421358245
ACSL4	0.4651155717761557
ACSL5	0.4651155717761557
ACSL6	0.46744712067489913
ACSM3	0.4669333170493405
ACSS1	0.3588558287966961
ACSS2	0.4798255522088353
ACTA1	0.49179958837149473
ACTA2	0.48433887569279493
ACTB	0.5348886013081039
ACTBL2	0.47542512512823704
ACTC1	0.4733063043545542
ACTG1	0.5066088051147845
ACTG2	0.46852118501271406
ACTL6A	0.4921002670785468
ACTL6B	0.4740398623725241
ACTL7A	0.352332680566755
ACTN1	0.491941969311931
ACTN2	0.4863566976211678
ACTN3	0.4772351380870651
ACTN4	0.487955074822118
ACTR10	0.47881899871630296
ACTR1A	0.48526098683166746
ACTR1B	0.48769054148861535
ACTR2	0.4980135469584473
ACTR3	0.4944710294878427
ACTR3B	0.470655218046964
ACTR3C	0.48424685728760963
ACTR5	0.46453631420673736
ACTR6	0.42102799878864633
ACTR8	0.4704814643900938
ACVR1	0.4862175309191492
ACVR1B	0.4660652790052723
ACVR1C	0.4338439716312057
ACVR2A	0.45705319784817694
ACVR2B	0.46077131666164506
ACVRL1	0.47548425209091194
ACY1	0.3825449633539285
ADA	0.480443592724074
ADA2	0.46166153474612087
ADAM10	0.4819880866084654
ADAM11	0.3952292345066419
ADAM12	0.49248059768782404
ADAM15	0.48876602000703123
ADAM17	0.49154667009514014
ADAM19	0.48186659104515234
ADAM2	0.4024473684210526
ADAM20	0.3410114614458369
ADAM21	0.3410114614458369
ADAM22	0.4756617212528382
ADAM23	0.45889095601032226
ADAM28	0.4793743338975613
ADAM30	0.3410114614458369
ADAM33	0.45697125440745834
ADAM3B	0.34188817598533455
ADAM8	0.4621777630028106
ADAM9	0.48929771236602143
ADAMTS1	0.43261669024045263
ADAMTS13	0.45225491645719357
ADAMTS14	0.44705916744621144
ADAMTS16	0.4838944437412986
ADAMTS2	0.44705916744621144
ADAMTS3	0.44671963545013726
ADAMTS4	0.42915672793601795
ADAMTS5	0.44797586267502487
ADAMTS7	0.3411559997323042
ADAMTS8	0.479179069403102
ADAMTS9	0.3318721381914455
ADAMTSL1	0.34945044900943717
ADAMTSL2	0.41841313269493846
ADAMTSL4	0.45531142074550435
ADAP1	0.49586589280503224
ADAP2	0.43474429314608976
ADAR	0.4887816415239069
ADARB1	0.45253595312777417
ADCK1	0.4012962817182293
ADCK2	0.41789862003005873
ADCY1	0.4913887282308335
ADCY10	0.47442221188149525
ADCY2	0.4901131301477422
ADCY3	0.4908367301088038
ADCY4	0.48992471568156337
ADCY5	0.4957694427334911
ADCY6	0.5052530725518699
ADCY7	0.5014262762713532
ADCY8	0.5003762719628309
ADCY9	0.4895953387117429
ADCYAP1	0.435152515365354
ADCYAP1R1	0.4823377278748502
ADD1	0.5128781273056543
ADD2	0.4910100815514031
ADD3	0.5014262762713532
ADGRA2	0.47040910489080284
ADGRB1	0.46961461692000617
ADGRB3	0.44106365183283824
ADGRD2	0.4188027166173732
ADGRF1	0.4445122660155796
ADGRF5	0.3937030171969931
ADGRG1	0.48349668036674043
ADGRG5	0.4563848518308514
ADGRL3	0.4053917930230092
ADGRV1	0.4465891835065997
ADH1A	0.3297468627366424
ADH1B	0.3297468627366424
ADH1C	0.3297468627366424
ADH4	0.3297468627366424
ADH5	0.44089834515366433
ADH6	0.40069695540533457
ADH7	0.36006404068467024
ADI1	0.3834754262788365
ADIPOQ	0.4809119496855346
ADIPOR1	0.4651014263556461
ADIPOR2	0.45988452516990436
ADIRF	0.4820944454952399
ADM	0.48624844996979427
ADM2	0.471671344416001
ADNP	0.46195438755475005
ADNP2	0.4829927675836149
ADORA1	0.4897991864971335
ADORA2A	0.48097244936469996
ADORA2B	0.47505591451292245
ADORA3	0.47226854425298004
ADPGK	0.4711046762368308
ADPRH	0.3953620640624596
ADPRHL2	0.35726300051394666
ADRA1A	0.49251231844385046
ADRA1B	0.48270311217726153
ADRA1D	0.4744369299497425
ADRA2A	0.48345082666835265
ADRA2B	0.4966065919792174
ADRA2C	0.49308399161695954
ADRB1	0.48652689848248654
ADRB2	0.5033903884134299
ADRB3	0.49874441509310896
ADRBK1	0.46537033655894344
ADRBK2	0.4188371265028894
ADRM1	0.47710114182317337
ADSL	0.49349769272967825
ADSS	0.4629052274722281
ADSS1	0.42178277897291633
ADSS2	0.4312868383203136
ADTRP	0.482398586839947
AEBP1	0.4369178904062625
AEBP2	0.47549903612959393
AES	0.44455103049329964
AFAP1	0.4765956120668163
AFAP1L2	0.5176171941106786
AFDN	0.48325222776970234
AFF1	0.5122081923836956
AFF4	0.47795105791167924
AFG1L	0.41933095695091854
AFG3L2	0.46223364062263866
AFP	0.48837580634859806
AFTPH	0.3845360824742268
AGA	0.4806701030927835
AGAP1	0.45031065045198904
AGAP2	0.4804888777177328
AGBL5	0.39708669799807855
AGER	0.49794868455326907
AGFG1	0.47124984592629116
AGFG2	0.4182071756727193
AGGF1	0.47326236306244973
AGK	0.490380298852049
AGL	0.4781752235632543
AGO1	0.47591336279330304
AGO2	0.4814721531341498
AGO3	0.38213393303348325
AGO4	0.4482647438152187
AGPAT1	0.40935249872855267
AGPAT2	0.4093853731662919
AGPAT3	0.3238052891232082
AGPAT5	0.4994611189130932
AGPAT6	0.43050981054528054
AGPS	0.3976028910901386
AGR2	0.49613937191798596
AGR3	0.39413932630602305
AGRN	0.4884850033538825
AGRP	0.45315277942396587
AGT	0.5051696230964886
AGTPBP1	0.4949190938511327
AGTR1	0.4847226624405705
AGTR2	0.49709084999187386
AGTRAP	0.4844002407272497
AGXT	0.45734023146625197
AHCTF1	0.46527122820895067
AHCY	0.48186659104515234
AHCYL1	0.46780459453672263
AHCYL2	0.45315277942396587
AHDC1	0.46138297230435044
AHI1	0.46671956541642506
AHNAK	0.4798556636335111
AHNAK2	0.44751704562081174
AHR	0.5057710751728015
AHRR	0.49647761581664124
AHSA1	0.4900660129462283
AHSA2	0.46646332164099436
AHSG	0.47762266154470784
AHSP	0.47687798185163244
AICDA	0.4575044126005923
AIDA	0.42745339184392206
AIF1	0.48736416074444694
AIF1L	0.43353649893692414
AIFM1	0.4770713750935862
AIFM2	0.5033406839350952
AIM2	0.4810783604391456
AIMP1	0.46345233044426937
AIMP2	0.46837769134176593
AIP	0.4858159407859208
AIPL1	0.5054033510691034
AIRE	0.48951698089049644
AJAP1	0.49770560093728644
AJUBA	0.5072136910881895
AK1	0.4405300302462912
AK2	0.47814532266133064
AK5	0.48807966042191936
AK6	0.443378174649194
AKAP1	0.5005891980360065
AKAP10	0.49410358308293756
AKAP11	0.4704235750099972
AKAP12	0.5083602034371572
AKAP13	0.48742629482071714
AKAP14	0.46738997555012224
AKAP17A	0.4727357032457496
AKAP2	0.42022972081776216
AKAP3	0.3910853109656301
AKAP4	0.38167615054407505
AKAP5	0.4819728963126379
AKAP6	0.47055384615384616
AKAP7	0.46279316084127703
AKAP8	0.48948564478443174
AKAP8L	0.4864959440114522
AKAP9	0.48000627746390456
AKD1	0.41202144569873644
AKIP1	0.4817299817299817
AKIRIN2	0.48692966536122523
AKNA	0.44929196780069336
AKNAD1	0.49205276705276707
AKR1A1	0.3581079498887718
AKR1B1	0.49227451232859076
AKR1B10	0.4634242424242424
AKR1C1	0.4674185463659148
AKR1C2	0.37393026553865716
AKR1C3	0.4988257551047035
AKR1C4	0.35856975381008205
AKR1D1	0.40094908499816473
AKR1E2	0.43968144442527746
AKR7A2	0.374213913426481
AKR7A3	0.32586137094883977
AKT1	0.6025610717100078
AKT1S1	0.496332597689212
AKT2	0.5304359890395755
AKT3	0.5223911187019641
AKTIP	0.4559630292188432
ALAD	0.46774736198195443
ALAS1	0.4643811490343739
ALAS2	0.4853379879403364
ALB	0.4715113769501141
ALCAM	0.48262694480386276
ALD	0.3499702503547073
ALDH1A1	0.49702622769670773
ALDH1A2	0.4995753299359728
ALDH1A3	0.41889448887914976
ALDH2	0.44303137402589876
ALDH3A1	0.4483304505877869
ALDH3A2	0.4434810346827514
ALDH3B1	0.3551968412495645
ALDH3B2	0.3462539905359205
ALDH4A1	0.33284001131738744
ALDH5A1	0.427764258342424
ALDH7A1	0.4038288883020861
ALDOA	0.4939439940570395
ALDOB	0.47892396342227234
ALDOC	0.4755138210876527
ALG1	0.3365462907946568
ALG10	0.3874980996300613
ALG10B	0.38740975300823305
ALG11	0.2978768991040125
ALG12	0.29703220292895155
ALG13	0.4390250904288913
ALG14	0.30509117025096755
ALG2	0.4242281339288191
ALG3	0.29703220292895155
ALG9	0.3784271998416312
ALK	0.49088399563458945
ALKAL1	0.36707311218856514
ALKBH1	0.39311603516528715
ALKBH3	0.3385204533380556
ALKBH8	0.4732184299285206
ALMS1	0.46349446885891804
ALOX12	0.4707131644556619
ALOX12B	0.45565056758930966
ALOX15	0.4085214371577401
ALOX15B	0.5052196894615131
ALOX5	0.48097244936469996
ALOX5AP	0.4593182159483406
ALOXE3	0.5071295927841889
ALPG	0.48119945879613607
ALPI	0.49713932774201935
ALPK1	0.5019858854423108
ALPK3	0.47000430266150345
ALPL	0.47104663340109654
ALPP	0.3802715337179232
ALPPL2	0.3028676674456371
ALS2	0.48326749881497866
ALS2CL	0.41990664470071387
ALS2CR11	0.4222136329753458
ALS2CR12	0.3375044138418079
ALS2CR14	0.4343368361261005
ALS2CR8	0.4241693016031508
ALX1	0.515471214776864
ALX3	0.4121769129180929
ALX4	0.44943721162606165
ALYREF	0.46842073021318303
AMACR	0.3965924120225098
AMBN	0.42194570135746606
AMBP	0.47620975275580746
AMBRA1	0.4688228080931944
AMD1	0.4350411060222456
AMDHD2	0.34249305742184
AMELX	0.4762987417466052
AMELY	0.4586019731909917
AMER1	0.48420086119554206
AMER2	0.4701921598770177
AMER3	0.45375782571284456
AMFR	0.48543042153377347
AMH	0.4874107598164202
AMHR2	0.47538078955548646
AMIGO1	0.3199840980896784
AMIGO2	0.27142197927019734
AMIGO3	0.27142197927019734
AMN	0.4482253289955743
AMOT	0.4747462204699966
AMOTL1	0.47969009755026504
AMOTL2	0.4727064787339268
AMPD1	0.38410146929549166
AMPD3	0.48851621146781665
AMPH	0.48524558954182
AMT	0.3418499642346209
AMTN	0.42194570135746606
AMY1A	0.4188027166173732
AMY2A	0.30431408445098895
ANAPC1	0.48262694480386276
ANAPC10	0.49224282219647225
ANAPC11	0.4832369576895124
ANAPC13	0.452696702385886
ANAPC15	0.483160621761658
ANAPC16	0.48322168857431747
ANAPC2	0.487955074822118
ANAPC4	0.48236815543779965
ANAPC5	0.48995610803190975
ANAPC7	0.48430819900560534
ANG	0.5024311715618635
ANGPT1	0.4947589776771271
ANGPT2	0.49450300717842594
ANGPT4	0.48762834002933486
ANGPTL1	0.44865927360206537
ANGPTL3	0.4683059774620284
ANGPTL4	0.4853071845646103
ANGPTL7	0.49205276705276707
ANGPTL8	0.39398701566364386
ANK1	0.46470570360691604
ANK2	0.4763284121348035
ANK3	0.48110862931387044
ANKFY1	0.4506556652423751
ANKH	0.46312952363647375
ANKHD1	0.4815479564204295
ANKLE2	0.48467657591988084
ANKRA2	0.4806549957569853
ANKRD1	0.4877838734371013
ANKRD11	0.4533542821569383
ANKRD12	0.4698310291858679
ANKRD13A	0.49903736335454396
ANKRD13B	0.4990210794230895
ANKRD13D	0.45697125440745834
ANKRD17	0.4646068781139871
ANKRD2	0.47772710233662374
ANKRD23	0.37172164021292625
ANKRD26	0.4647763189885728
ANKRD27	0.471918780472752
ANKRD28	0.4078785939083587
ANKRD44	0.32888879330738297
ANKRD49	0.4552978653725922
ANKRD50	0.4322376416720839
ANKRD53	0.35303215679032296
ANKRD54	0.49691317910059785
ANKRD6	0.4686360432690834
ANKRD7	0.4075633611385017
ANKRD9	0.44632850805510155
ANKS1A	0.4763580862197857
ANKS1B	0.4242869825768505
ANKS3	0.4437770233017034
ANKS4B	0.4657388232427823
ANKS6	0.32807740163899257
ANKZF1	0.47987072076312404
ANLN	0.47116273337851994
ANO1	0.4699176499508358
ANO10	0.3257850112905287
ANO2	0.3699143727928015
ANO3	0.3257850112905287
ANO4	0.3257850112905287
ANO5	0.3257850112905287
ANO6	0.3423627123956211
ANO7	0.3257850112905287
ANO8	0.42119033848357157
ANO9	0.3257850112905287
ANOS1	0.4434424565778409
ANP32A	0.482718348536978
ANP32B	0.47498214119327886
ANP32C	0.4940078172949575
ANP32D	0.4893446819403558
ANP32E	0.479314235566978
ANPEP	0.46208000966884216
ANTXR1	0.4864495196895477
ANTXR2	0.47247281265447355
ANXA1	0.4928774010571097
ANXA11	0.4476611439611264
ANXA13	0.4406569658550641
ANXA2	0.4855999745975296
ANXA2P2	0.44608114809089056
ANXA3	0.5159581646423752
ANXA4	0.4230779871081971
ANXA5	0.4594010033344348
ANXA6	0.4721227463571252
ANXA7	0.4669475741198742
ANXA9	0.5024476788119723
AOC1	0.32469903819614004
AOC2	0.3541357910337162
AOC3	0.4882978383728727
AOPEP	0.44647184188246286
AOX1	0.5016894662598825
AP1AR	0.4040956533227639
AP1B1	0.48262694480386276
AP1G1	0.4750411580157177
AP1G2	0.4737314912335047
AP1M1	0.47901396980517447
AP1M2	0.47417214436314026
AP1S1	0.4749231390329493
AP1S2	0.4722977146386658
AP1S3	0.4722977146386658
AP2A1	0.49456697496927754
AP2A2	0.4935295446477555
AP2B1	0.495079313693752
AP2M1	0.4972686479807505
AP2S1	0.491941969311931
AP3B1	0.45041675256972874
AP3B2	0.47539556716093134
AP3D1	0.45285756588688186
AP3M1	0.4712934142808715
AP3S1	0.4638881305547972
AP3S2	0.4664917792758442
AP4B1	0.49349769272967825
AP4E1	0.47030783897653533
AP4M1	0.4566846836085645
AP4S1	0.4704380460194414
AP5B1	0.25744057639216217
AP5M1	0.25744057639216217
AP5S1	0.32944141660024556
AP5Z1	0.32944141660024556
APAF1	0.48685215841079843
APBA1	0.4518807434329108
APBA2	0.49772179912777453
APBA3	0.4778017308713719
APBB1	0.4903174094260981
APBB1IP	0.4860320991577944
APBB2	0.494726966873706
APBB3	0.48126003083991564
APC	0.5077188672354835
APC2	0.4880640837428991
APCDD1	0.4438671852324839
APCS	0.4848917213608548
APE1	0.4646492267493088
APEH	0.4378686365458398
APEX1	0.4962842771377576
APEX2	0.4802172957357282
APH1A	0.475765306122449
APH1B	0.4786841116814824
API5	0.47199160519737043
APIP	0.4473730400187222
APLF	0.4614247352382102
APLN	0.4767887763055339
APLNR	0.4715695343817453
APLP1	0.47329165635058185
APLP2	0.48759724524933046
APMAP	0.40720524017467247
APOA1	0.47789131589637823
APOA1BP	0.3640757052731818
APOA2	0.4776375788618902
APOA4	0.43463309270732675
APOA5	0.46240135457926407
APOB	0.4944870178161477
APOBEC1	0.44328821125250006
APOBEC2	0.35351363846509476
APOBEC3A	0.4805945759089909
APOBEC3B	0.44201976992889763
APOBEC3C	0.46842073021318303
APOBEC3D	0.34755238398254623
APOBEC3F	0.4416240723093361
APOBEC3G	0.4855691379584061
APOBEC3H	0.46598007251896767
APOBR	0.47442221188149525
APOC1	0.45336772204434955
APOC2	0.44947683987773335
APOC3	0.46911042944785275
APOC4	0.4607851999156347
APOD	0.4623174823906406
APOE	0.48226167575920026
APOF	0.459138945598655
APOH	0.4480939963081251
APOL1	0.4303280994991277
APOL2	0.47458416087388283
APOL3	0.37316382802205844
APOL4	0.4640570474890002
APOL5	0.46551199318154146
APOM	0.4681482842011816
APOO	0.354496986555401
APOOL	0.354496986555401
APP	0.5559473607677766
APPBP2	0.49263924234126855
APPL1	0.4865423771952151
APPL2	0.47511494967068474
APRT	0.4524020825937759
APTX	0.4820336632415054
AQP1	0.49426327526582853
AQP2	0.49078947368421055
AQP3	0.47833974539426355
AQP4	0.4805794733203444
AQP5	0.4699465306373302
AQP6	0.36249644448658386
AQP7	0.4611881785283474
AQR	0.4803228744621376
AR	0.576898411860123
ARAF	0.5042036200586858
ARAP1	0.4871468161692097
ARAP2	0.4712788906009245
ARAP3	0.47554339376224386
ARC	0.47753317720530836
ARCN1	0.4642965571680126
ARD1A	0.4031794574358704
AREG	0.5101918265221017
AREL1	0.49921655676699095
ARF1	0.477936121007563
ARF3	0.45573203802485324
ARF4	0.484124220456488
ARF5	0.440162330186507
ARF6	0.4946949602122016
ARFGAP1	0.47505591451292245
ARFGAP2	0.4342011867919707
ARFGAP3	0.4839863282486233
ARFGEF1	0.47928419205214995
ARFGEF2	0.4543374925727867
ARFIP1	0.45641209299549346
ARFIP2	0.44466736450337285
ARFRP1	0.4806398893707964
ARG1	0.48818872502074956
ARG2	0.47225396041132695
ARHGAP1	0.47687798185163244
ARHGAP10	0.4765956120668163
ARHGAP11A	0.4661221006431162
ARHGAP11B	0.4589460416541624
ARHGAP12	0.47264804054889353
ARHGAP15	0.48764388890660376
ARHGAP17	0.47784651918510185
ARHGAP18	0.4711046762368308
ARHGAP19	0.47159861847785867
ARHGAP20	0.4589460416541624
ARHGAP21	0.4827793035956688
ARHGAP22	0.45947001562312223
ARHGAP23	0.4589460416541624
ARHGAP24	0.482886011998737
ARHGAP25	0.45792909330458736
ARHGAP26	0.4786391662232794
ARHGAP27	0.4160115339626234
ARHGAP28	0.4589460416541624
ARHGAP29	0.47567651632970454
ARHGAP30	0.4612994691119691
ARHGAP31	0.4612994691119691
ARHGAP32	0.4732037873630794
ARHGAP33	0.4651580132007178
ARHGAP35	0.48424685728760963
ARHGAP36	0.4589460416541624
ARHGAP39	0.46180094214277084
ARHGAP4	0.46373339802292435
ARHGAP40	0.4589460416541624
ARHGAP44	0.46161972893839237
ARHGAP45	0.4589460416541624
ARHGAP5	0.47409864525529344
ARHGAP6	0.46913921099453954
ARHGAP8	0.4741574427185068
ARHGAP9	0.4871933736858872
ARHGDIA	0.4909470304975923
ARHGDIB	0.4862329899529442
ARHGDIG	0.4817755095611631
ARHGEF1	0.48965804303278687
ARHGEF10	0.49056906396355937
ARHGEF10L	0.509681719713381
ARHGEF11	0.4679620563035496
ARHGEF12	0.47493788819875776
ARHGEF15	0.46664835835469304
ARHGEF16	0.46647755002440217
ARHGEF17	0.46422608748444283
ARHGEF18	0.4866352701584675
ARHGEF19	0.47132246432644004
ARHGEF2	0.49056906396355937
ARHGEF25	0.48710026755000635
ARHGEF26	0.4589460416541624
ARHGEF28	0.49511137011137013
ARHGEF3	0.46691906084938783
ARHGEF4	0.4727064787339268
ARHGEF5	0.4839863282486233
ARHGEF6	0.49351361817477735
ARHGEF7	0.4995426928856079
ARHGEF9	0.47592817352877104
ARID1A	0.5016894662598825
ARID1B	0.49459896507115136
ARID2	0.46730428405549107
ARID3A	0.49279798923726353
ARID3B	0.48473802656185616
ARID3C	0.4086742738034793
ARID4A	0.48518401015228424
ARID4B	0.47517399950285855
ARID5A	0.4819880866084654
ARID5B	0.47946450965638326
ARIH1	0.4868986596198542
ARIH2	0.4768036415788489
ARL1	0.42128316024351947
ARL11	0.40645847176079736
ARL13B	0.4874418308153248
ARL14	0.44627640947823044
ARL15	0.43779342723004694
ARL17A	0.46596587446678855
ARL2	0.46975886960528335
ARL2-SNX15	0.4533139672753142
ARL2BP	0.4962037637897469
ARL3	0.4552165500818574
ARL4A	0.49248059768782404
ARL4C	0.48006654947262684
ARL4D	0.48326749881497866
ARL5A	0.45172057303204843
ARL5B	0.47666988747935046
ARL6	0.38498137146309536
ARL6IP1	0.45375782571284456
ARL6IP4	0.4443185449896859
ARL6IP5	0.43270237387884447
ARL6IP6	0.3449419194767114
ARL8A	0.4665487049635437
ARL8B	0.5032744265639911
ARMC10	0.492306206541334
ARMC7	0.38076386814062346
ARMC8	0.33653888473218607
ARMCX2	0.46311549875840347
ARMCX3	0.49646149850668747
ARMT1	0.47601705730382543
ARNT	0.49734950730105043
ARNT2	0.4850762838202176
ARNTL	0.4948070016501116
ARNTL2	0.49504726142690664
ARPC1A	0.48961101328637746
ARPC1B	0.4712062856262517
ARPC2	0.4879706445437141
ARPC3	0.4888597640891219
ARPC4	0.48775275881865154
ARPC4-TTLL3	0.46370527592480293
ARPC5	0.4882198952879581
ARPC5L	0.4728818800247372
ARPIN-AP3S2	0.4662642153724199
ARPP19	0.44515922454444895
ARR3	0.48227688426363924
ARRB1	0.5215537821431008
ARRB2	0.5245412450694563
ARRDC1	0.46191252869397126
ARRDC3	0.4309465438047736
ARRDC4	0.4416113196650303
ARSA	0.4308372774397115
ARSB	0.5119852695011717
ARSD	0.34004091252723795
ARSE	0.44750395037162755
ARSF	0.3919071293116703
ARSG	0.34004091252723795
ARSH	0.34004091252723795
ARSI	0.34004091252723795
ARSJ	0.34004091252723795
ARSK	0.34004091252723795
ART1	0.3983070712332335
ART3	0.3915258576548899
ART4	0.3915258576548899
ARTN	0.4854920634920635
ARVCF	0.4681912809208915
ARX	0.45212121212121215
ASAH1	0.4804737817713406
ASAH2	0.5070959612706413
ASAP1	0.4743633487391048
ASAP2	0.4759577977653979
ASAP3	0.46107694163048724
ASB1	0.44632850805510155
ASB10	0.44632850805510155
ASB11	0.46387405969424894
ASB12	0.44632850805510155
ASB13	0.45375782571284456
ASB14	0.44632850805510155
ASB15	0.44632850805510155
ASB16	0.47094509284636465
ASB17	0.466107893934776
ASB18	0.44632850805510155
ASB2	0.4785493006227118
ASB3	0.4487382629107981
ASB4	0.4564257147973497
ASB5	0.44632850805510155
ASB6	0.465200462371479
ASB7	0.44632850805510155
ASB8	0.44690239625949735
ASB9	0.44905449847310314
ASCC1	0.34639516183832025
ASCC2	0.45562341725011174
ASCC3	0.4510145098501828
ASCL1	0.49278210994393246
ASCL2	0.5120195526985403
ASCL3	0.4697877307775013
ASCL4	0.46824862216778934
ASF1A	0.4718750964238329
ASF1B	0.4668762974722188
ASGR1	0.4873175705818622
ASGR2	0.4836801821747106
ASH1L	0.48742629482071714
ASH2L	0.5117282917851765
ASIC1	0.37831486245794577
ASIC2	0.40166517833692283
ASIC3	0.37831486245794577
ASIC4	0.3394898661398095
ASIC5	0.3730454933528479
ASIP	0.46952810782598015
ASL	0.49249645755506893
ASMTL	0.314554280307705
ASNA1	0.44839617662581366
ASNS	0.49450300717842594
ASPH	0.4883134299763714
ASPM	0.48561539438587575
ASPN	0.4083578104138852
ASPSCR1	0.4621777630028106
ASS1	0.48546124055615514
ASTL	0.46938399680795556
ASXL1	0.4888128875535383
ASXL2	0.4785642758793341
ASXL3	0.48106322743000945
ASZ1	0.3951271186440678
ATAD1	0.37209245742092456
ATAD2	0.49988559474389566
ATAD2B	0.4635647165807821
ATAD3A	0.48775275881865154
ATAD5	0.4734968109480463
ATAT1	0.37127042315068826
ATCAY	0.5174945858148349
ATE1	0.32031920909871603
ATF1	0.5027615227825629
ATF2	0.5438864784124049
ATF3	0.5023981603153745
ATF4	0.5181608728061259
ATF5	0.48798621525894254
ATF6	0.4814569953406372
ATF6B	0.4968970334990415
ATF7	0.48995610803190975
ATF7IP	0.4884381986585755
ATF7IP2	0.47343817720264997
ATG10	0.4498338088654881
ATG101	0.46501657189771034
ATG12	0.4699465306373302
ATG13	0.47216647627280867
ATG14	0.4598015634395671
ATG16L1	0.42024126844549475
ATG16L2	0.4222952449328989
ATG2A	0.4569029906486212
ATG2B	0.4313354956987731
ATG3	0.4269879383515747
ATG4A	0.42304287690179804
ATG4B	0.4363444419082401
ATG4C	0.45476983466159154
ATG4D	0.471860536871336
ATG5	0.47035123331487977
ATG7	0.47247281265447355
ATG9A	0.45130732455881484
ATG9B	0.4531393522771045
ATIC	0.4784594687607546
ATL1	0.43402866468000567
ATL2	0.32896661504044056
ATM	0.5046695046695047
ATMIN	0.4891412122181353
ATN1	0.49222697866040105
ATOH1	0.47829486457746917
ATOH8	0.43898728363521544
ATOX1	0.42151539373225655
ATP10A	0.3740217178634318
ATP10B	0.3740217178634318
ATP10D	0.3740217178634318
ATP11A	0.3740217178634318
ATP11B	0.3740217178634318
ATP11C	0.3740217178634318
ATP12A	0.4275489949397523
ATP13A2	0.47922411631987966
ATP13A3	0.3995140938896
ATP1A1	0.499493745304896
ATP1A2	0.4900660129462283
ATP1A3	0.4985980699008868
ATP1A4	0.48923510029111617
ATP1B1	0.4895639925731481
ATP1B2	0.48378728923476005
