gene	degree
YWHAB	0.12476296344732885
ARHGEF7	0.0695089256522592
DAG1	0.019486039364415092
LAMA3	0.03276008631399987
LAMA5	0.02988295298502583
LAMC1	0.03334859085856274
LAMC2	0.03210619237559668
MUSK	0.016543516641600732
PAK3	0.04341855750997188
PAK5	0.02170927875498594
PAK6	0.04969593931864252
CTSG	0.017916693912247435
AHCTF1	0.027332766625253385
BUB1	0.05688877264107762
BUB1B	0.06565095141568038
BUB3	0.06878964232001569
CDC20	0.08049434381743281
CENPC	0.029490616621983917
CENPF	0.030471457529588703
CENPH	0.02929444844046296
CENPI	0.028836722683580725
CENPK	0.029229059046622638
CENPL	0.028836722683580725
CENPM	0.028836722683580725
CENPN	0.028836722683580725
CENPO	0.030013731772706467
CENPP	0.028836722683580725
CENPQ	0.028836722683580725
CENPS	0.045576407506702415
CENPT	0.030667625711109658
CENPU	0.032171581769437
CLIP1	0.03485254691689008
DIAPH2	0.024390243902439025
DSN1	0.02694043026221147
ERCC6L	0.0263519257176486
KNL1	0.02975217419734519
KNTC1	0.026613483293009874
MAD1L1	0.04583796508206369
MAD2L1	0.06480088929575623
MIS12	0.02694043026221147
NDC80	0.03276008631399987
NDEL1	0.045511018112862095
NSL1	0.02759432420061466
NUDC	0.03053684692342902
NUF2	0.029621395409664554
PMF1	0.060877525665337086
PPP1CC	0.0914143725887661
RCC2	0.03537566206761263
SGO1	0.030275289348067745
SGO2	0.027201987837572748
SKA1	0.028640554502059767
SKA2	0.027136598443732427
SPC24	0.025959589354606682
SPC25	0.02759432420061466
SPDL1	0.026286536323808278
TAOK1	0.030406068135748383
ZWILCH	0.026024978748447003
ZWINT	0.028313607532858172
HAP1	0.04126070751324135
LATS1	0.033283201464722426
KDR	0.07729026351925718
AKAP13	0.03923363630419146
ARHGDIA	0.060289021120774215
MAP3K11	0.04453017720525731
MAP3K5	0.1174393513372131
PDK1	0.0407375923625188
RPS6KB1	0.12489374223500949
SOS2	0.09115281501340483
TNK2	0.02694043026221147
EXOC7	0.017982083306087752
LCP2	0.08343686654024718
GDI2	0.031452298437193486
APC	0.08428692866017132
ARHGAP17	0.033152422677041785
PLG	0.023801739357876155
CD44	0.049630549924802196
ROCK2	0.04289544235924933
TIAM1	0.06336232263126922
OBSCN	0.02550186359772445
CAV3	0.04740731053423135
GZMA	0.009089125743804355
EFNB1	0.04276466357156869
EFNB2	0.03504871509841104
EFNB3	0.026482704505329236
RALBP1	0.03929902569803178
CD28	0.05152684234617145
MAPK10	0.18910612698620285
MAPK9	0.19472961485647028
ARHGEF4	0.025894199960766365
MEN1	0.039037468122670504
SCRIB	0.019420649970574775
SPATA13	0.030863793892630616
NME1	0.038448963578107634
ARHGEF5	0.03687961812593998
BCAR3	0.020139933302818283
CLDN3	0.0246518014778003
PARD6B	0.04099914993788008
GRAP2	0.054927090825868045
VAV2	0.08539854835545675
VAV3	0.08023278624207154
MAP2K3	0.04224154842084614
ARAP1	0.03400248479696593
ARAP2	0.024194075720918067
ARAP3	0.028902112077421042
RAB1A	0.03125613025567253
KALRN	0.03341398025240306
GIT1	0.03635650297521742
MYO9A	0.02622114692996796
MYO9B	0.027921271169816256
ARHGAP1	0.030471457529588703
ARHGAP26	0.030013731772706467
ARHGAP11A	0.02321323481331328
ARHGAP11B	0.022493951481069772
ARHGAP12	0.024521022690119663
ARHGAP15	0.03792584842738508
ARHGAP18	0.02471719087164062
ARHGAP19	0.025632642385405087
ARHGAP20	0.022493951481069772
ARHGAP21	0.03223697116327732
ARHGAP22	0.02262473026875041
ARHGAP23	0.022493951481069772
ARHGAP24	0.03243313934479827
ARHGAP30	0.023147845419472964
ARHGAP28	0.022493951481069772
ARHGAP29	0.02850977571437913
ARHGAP31	0.023147845419472964
ARHGAP32	0.02543647420388413
ARHGAP33	0.025174916628522854
ARHGAP36	0.022493951481069772
ARHGAP39	0.0232786242071536
ARHGAP40	0.022493951481069772
ARHGAP44	0.02340940299483424
ARHGAP45	0.022493951481069772
GMIP	0.024324854508598705
ARHGEF1	0.04354933629765252
ARHGAP6	0.022820898450271368
ARHGAP8	0.02785588177597594
ARHGAP9	0.03857974236578827
MCF2	0.027528934806774343
ARHGDIG	0.05446936506898581
CTNNAL1	0.015824233309357224
KIAA0142	0.03060223631726934
ARHGEF16	0.024259465114758388
ARHGEF17	0.023801739357876155
ARHGEF18	0.0362911135813771
CGN	0.06682796050480612
PARD6A	0.052115346890734326
ARHGEF19	0.024324854508598705
ARHGEF2	0.042503105996207415
NOD1	0.02399790753939711
TUBA1B	0.028771333289740405
TUBA1C	0.022886287844111685
TUBA3D	0.022755509056431047
TUBA3E	0.024390243902439025
TUBA8	0.0219054469365069
TUBAL3	0.016608906035441053
ARHGEF25	0.04524946053750082
ARHGEF26	0.022493951481069772
ARHGEF3	0.024259465114758388
GIT2	0.04570718629438305
SRGAP1	0.030013731772706467
ARHGEF9	0.02471719087164062
CDC42BPA	0.03400248479696593
PARD6G	0.025763421173085724
MAP3K1	0.08324069835872622
CD80	0.05571176355195188
CD86	0.05460014385666645
LAT	0.09023736349964036
KTN1	0.02484796965932126
GRIN2C	0.05996207415157262
GRIN2D	0.0701628195906624
NGEF	0.03635650297521742
BPGAP1	0.022493951481069772
FGD1	0.027332766625253385
YWHAE/FAM22A	0.026024978748447003
YWHAE/FAM22B	0.026024978748447003
GRIK2	0.027921271169816256
IQGAP2	0.04145687569476231
FGD4	0.028640554502059767
PLEKHG5	0.023736349964035834
PRSS3	0.011508533315896161
TP53BP2	0.044334009023736354
CLDN6	0.006211992414830315
CLDN9	0.004773425750343295
CDC42EP4	0.03929902569803178
CDC42EP5	0.04008369842411561
DEPDC7	0.022493951481069772
DLC1	0.03132151964951285
DNMBP	0.023801739357876155
DOCK10	0.029490616621983917
DOCK11	0.0510037271954489
DOCK6	0.05048061204472635
DOCK7	0.05048061204472635
DOCK9	0.09488001046230302
ECT2	0.02837899692669849
F2RL2	0.032171581769437
FAM13A	0.022493951481069772
FAM13B	0.022493951481069772
FARP2	0.051853789315373044
FGD2	0.0232786242071536
FGD3	0.022886287844111685
GRIK1	0.02478258026548094
GRIK3	0.03772968024586412
GRIK4	0.022232393905708494
GRIK5	0.023932518145556792
GRIN3A	0.05898123324396783
INPP5B	0.03511410449225136
ITSN2	0.01843980906296999
LIMK2	0.011573922709736482
MAP3K9	0.05656182567187602
MCF2L	0.02968678480350487
NET1	0.024259465114758388
OPHN1	0.029359837834303276
PLEKHG2	0.027790492382135618
PREX1	0.07317073170731707
S1PR4	0.05159223174001177
SRGAP3	0.024455633296279346
STARD13	0.024259465114758388
STARD8	0.02255934087491009
TAGAP	0.022493951481069772
TIAM2	0.023801739357876155
CLDN10	0.004511868174982018
CLDN18	0.004511868174982018
CLDN11	0.0051003727195448895
CLDN14	0.012816321192702543
CLDN15	0.012816321192702543
CLDN16	0.0055580984764271235
CLDN19	0.004904204538023932
CLDN17	0.012816321192702543
CLDN2	0.011966259072778396
CLDN20	0.012816321192702543
CLDN22	0.012816321192702543
CLDN23	0.012816321192702543
CLDN24	0.012816321192702543
CLDN25	0.012816321192702543
CLDN4	0.010069966651409142
CLDN8	0.0055580984764271235
CLDN5	0.05244229385993592
CLDN7	0.007846727260838291
PRSS2	0.006800496959393187
PRSS1	0.00732361211011574
FRMD4A	0.004708036356502975
FRMD4B	0.004708036356502975
JAM2	0.022690119662590727
JAM3	0.01843980906296999
MTSS1	0.020793827241221474
INSC	0.021513110573464986
A1CF	0.08082129078663441
MMP1	0.03164846661871445
MMP13	0.030144510560387108
MMP2	0.06238148172366442
MMP3	0.027986660563656576
RHOB	0.0376642908520238
RHOBTB1	0.013470215131105735
RHOBTB2	0.013470215131105735
RHOC	0.033806316615444976
RHOD	0.03347936964624338
RHOF	0.013535604524946053
RHOG	0.0434839469038122
RHOH	0.03635650297521742
RHOJ	0.037271954488981886
RHOQ	0.03877591054730923
RHOT1	0.014124109069508926
RHOT2	0.016281959066239457
RHOU	0.03563721964297391
RHOV	0.014254887857189565
BANF1	0.020663048453540837
CCNB1	0.08690250441378408
CCNB2	0.0451840711436605
CDK1	0.20944222847054209
GCK	0.048518930229516775
GCKR	0.016216569672399136
GEMIN2	0.027398156019093702
GEMIN4	0.020205322696658604
GEMIN5	0.028640554502059767
GEMIN6	0.01889753481985222
GEMIN7	0.02027071209049892
GEMIN8	0.017916693912247435
GLE1	0.030667625711109658
HIKESHI	0.016478127247760415
IPO8	0.028836722683580725
NEK6	0.04067220296867848
NEK9	0.020401490878179558
NPM1	0.11940103315242268
PSIP1	0.028640554502059767
RAE1	0.04812659386647486
SLBP	0.027986660563656576
SNUPN	0.019878375727457008
SP100	0.047276531746550714
SUMO3	0.06225070293598378
XPOT	0.017066631792323286
CASP3	0.12855554829006735
CASP7	0.03132151964951285
AAK1	0.037271954488981886
ADRB2	0.09357222258549663
AGFG1	0.018112862093768393
AMPH	0.0468841953835088
AP2A1	0.06735107565552867
AP2A2	0.06460472111423528
AP2B1	0.06480088929575623
AP2M1	0.06741646504936899
AP2S1	0.057738834761001764
ARF6	0.06427777414503368
AVPR2	0.06460472111423528
BIN1	0.06787419080625123
CD3D	0.0653893938403191
CD3G	0.08533315896161643
CD4	0.1129928725560714
CHRM2	0.08337147714640686
CLTA	0.0708821029229059
CLTB	0.064343163538874
CTTN	0.06211992414830315
DAB2	0.07944811351598771
DNAJC6	0.03792584842738508
DNM2	0.09272216046557248
EPN1	0.044334009023736354
EPN2	0.04335316811613157
EPS15	0.05165762113385209
EPS15L1	0.034329431766167526
FCHO1	0.04361472569149284
FCHO2	0.03125613025567253
FNBP1	0.04158765448244295
FNBP1L	0.04067220296867848
FZD4	0.09115281501340483
GAK	0.04747269992807167
GAPVD1	0.04466095599293795
HGS	0.07964428169750866
HIP1	0.05172301052769241
HIP1R	0.04067220296867848
IGF2R	0.0205322696658602
KIAA0319	0.01732818936768456
LDLR	0.022755509056431047
LDLRAP1	0.025109527234682537
M6PR	0.018374419669129668
NECAP1	0.04459556659909763
PACSIN2	0.036029556006015824
PICALM	0.04184921205780422
PIK3C2A	0.05002288628784411
RAB5A	0.05832733930556464
REPS1	0.040279866605636566
REPS2	0.03223697116327732
SCARB2	0.0219054469365069
SGIP1	0.03642189236905774
SLC18A3	0.018766756032171584
SLC2A8	0.01680507421696201
SNX9	0.04145687569476231
STAM	0.04224154842084614
STAM2	0.048322762047995814
STON2	0.027986660563656576
SYNJ1	0.05473092264434709
SYNJ2	0.05276924082913752
SYT2	0.020663048453540837
SYT9	0.01909370300137318
TF	0.04184921205780422
TFRC	0.05048061204472635
TGOLN2	0.02916366965278232
VAMP8	0.027267377231413065
WNK1	0.04472634538677826
WNT5A	0.08193291048191984
ASNS	0.03511410449225136
AARSD1	0.01530111815863467
AASDHPPT	0.033675537827764335
NGF	0.08539854835545675
AATK	0.03982214084875433
ABCC2	0.10318446348002354
RDX	0.027201987837572748
CACNA1A	0.06761263323088995
CACNA1B	0.05970051657621134
CACNA1G	0.02406329693323743
RAPGEF3	0.060158242333093574
RAPGEF4	0.06715490747400772
MSN	0.036683449944419015
PDE12	0.07101288171058655
SMC1A	0.0684626953508141
ABI1	0.0523769044660956
ABL2	0.03694500751978029
BRK1	0.027267377231413065
CBLB	0.0623160923298241
CYFIP1	0.03805662721506572
CYFIP2	0.03589877721833519
FER	0.07434774079644282
FES	0.03812201660890604
FGR	0.09841103772968025
FRK	0.04413784084221539
INPPL1	0.043156999934610606
ITGA4	0.05048061204472635
NCF1	0.049042045380239326
NCKAP1	0.04413784084221539
NCKAP1L	0.029556006015824234
RASA1	0.11279670437455044
USP6NL	0.02824821813901785
VCAM1	0.04453017720525731
WASF1	0.03642189236905774
WASF2	0.03792584842738508
WASF3	0.036748839338259336
ABI2	0.025240306022363174
EFS	0.03361014843392402
ADAM15	0.03177924540639508
AIRE	0.03589877721833519
AKAP6	0.01098541816517361
BARGIN	0.04949977113712156
BLK	0.05453475446282613
CABLES1	0.030275289348067745
CABLES2	0.05388086052442294
CAP1	0.030013731772706467
CAP2	0.022951677237952006
CCKBR	0.04230693781468646
CCNA2	0.052507683253776236
CD19	0.051919178709213365
CD2AP	0.04708036356502975
CDKL5	0.05002288628784411
CNTNAP1	0.024324854508598705
CSF1	0.05623487870267443
CSF1R	0.054861701432027725
DDX41	0.03916824691035114
DKKL1	0.04126070751324135
DLX4	0.04394167266069444
DNM1	0.057150330216438894
DOK1	0.048388151441836134
DOK2	0.046099522657424966
EFNA5	0.03818740600274636
EPHA1	0.02177466814882626
EPHA2	0.053750081736742304
EPHA3	0.036029556006015824
EPHA4	0.028640554502059767
EPHA5	0.02347479238867456
EPHA6	0.023605571176355197
EPHA7	0.020663048453540837
EPHA8	0.009808409076047865
EPHB1	0.043745504479173476
EPHB4	0.03132151964951285
EPHB6	0.023540181782514876
ERBB2	0.15216111946642255
ERBB3	0.17073170731707318
ERBB4	0.12168966193683385
FMN1	0.026417315111488916
FYB1	0.02680965147453083
GPX1	0.06460472111423528
HCK	0.11050807559013928
LRP8	0.01739357876152488
LRRK1	0.02321323481331328
MAP4K1	0.040149087817955925
NEDD9	0.05028444386320539
NEK8	0.025828810566926045
NKX2-1	0.04871509841103773
NR2C2	0.03158307722487413
NRP1	0.018505198456810305
NTRK3	0.043745504479173476
PARK7	0.06061596808997581
PDE4D	0.061989145360622507
PDGFB	0.13274046949584778
PDGFRB	0.14941476492512915
PRKCD	0.1694239194402668
PRKD1	0.08199829987576016
PTPN1	0.08402537108481005
RAPGEF1	0.05623487870267443
RELN	0.02680965147453083
RET	0.06663179232328517
RIN3	0.013666383312626693
ROBO2	0.05034983325704571
ROS1	0.0869678938076244
RTN4	0.017655136336886156
SCARF2	0.017132021186163606
SELENON	0.017001242398482965
SH3BP1	0.04054142418099784
SH3BP2	0.03576799843065455
SHC2	0.04008369842411561
SHC3	0.08579088471849866
SHC4	0.049630549924802196
SLIT1	0.01896292421369254
SMC3	0.06532400444647879
SNCA	0.08566010593081802
SNX12	0.05473092264434709
SNX17	0.029425227228143596
VPS13A	0.02484796965932126
WNK2	0.06408160596351271
ZNF274	0.017851304518407114
MAP3K10	0.017655136336886156
SSX2IP	0.020074543908977963
ERBIN	0.03635650297521742
ABRAXAS2	0.02916366965278232
PEX7	0.05976590597005166
MMP12	0.03687961812593998
MMP14	0.0379912378212254
MMP20	0.02399790753939711
MMP7	0.028705943895900084
MMP8	0.02530569541620349
MMP9	0.05276924082913752
ACAP1	0.016412737853920095
PLD2	0.06107369384685804
SLC2A4	0.04335316811613157
ACAP2	0.013012489374223501
PFDN4	0.021316942391944028
RAD21	0.12227816648139672
STAG1	0.06375465899431113
STAG2	0.05093833780160858
ACE	0.027071209049892107
AGTR2	0.08742561956450665
MYH9	0.04171843327012359
COLQ	0.01013535604524946
LAMB1	0.02609036814228732
API5	0.011835480285097757
CXCL1	0.05473092264434709
CXCL5	0.03871052115346891
PF4	0.03151768783103381
VWF	0.03459098934152881
CCL27	0.03504871509841104
CCL28	0.03060223631726934
CXCL16	0.029229059046622638
FPR2	0.054992480219708366
PIK3CG	0.12881710586542863
PECAM1	0.08951808016739685
CXCL13	0.02975217419734519
MYL6	0.03446021055384817
MYL6B	0.014843392401752436
MYO16	0.04799581507879422
ACP1	0.015104949977113712
DUSP1	0.05335774537370039
DUSP12	0.03171385601255476
DUSP2	0.03400248479696593
EFNA1	0.06787419080625123
ACTN1	0.06153141960374028
ADAM17	0.04439939841757667
AFDN	0.04407245144837507
CFL1	0.04289544235924933
GSN	0.03864513175962859
IFT57	0.017262799973844244
MB	0.010331524226770418
MMP15	0.026548093899169557
MMP16	0.03655267115673838
MMP19	0.02988295298502583
MMP21	0.02994834237886615
MMP23B	0.02994834237886615
MMP24	0.036029556006015824
MMP25	0.03884129994114955
MMP27	0.02994834237886615
MMP28	0.034329431766167526
MYH1	0.01680507421696201
MYH10	0.028117439351337214
MYH11	0.02837899692669849
MYH13	0.016543516641600732
MYH2	0.02556725299156477
MYH3	0.01889753481985222
MYH4	0.0160857908847185
MYH6	0.014058719675668607
MYH7	0.018635977244490943
MYH7B	0.015235728764794352
MYH8	0.012620153011181587
PPP1R9B	0.019289871182894134
UTRN	0.010004577257568823
ALOX12	0.011900869678938077
CCT5	0.03923363630419146
CNN1	0.012162427254299352
CNN2	0.01235859543582031
EDNRA	0.07460929837180409
MYL10	0.0160857908847185
MYL12A	0.024978748447001896
MYL12B	0.0232786242071536
MYL5	0.0160857908847185
MYL7	0.0160857908847185
MYL9	0.024324854508598705
MYLK	0.057935002942522726
MYLPF	0.019812986333616688
PALLD	0.01392794088798797
PXN	0.13803701039691363
ACTR3B	0.02033610148433924
ACTR3C	0.034329431766167526
ANK3	0.030667625711109658
B2M	0.051396063558490815
CCT6A	0.026678872686850194
CDC37	0.06532400444647879
CDK5R2	0.019878375727457008
CFL2	0.02412868632707775
COTL1	0.03276008631399987
DKFZP686A1195	0.011770090891257438
DKFZP686D0714	0.019486039364415092
DSTN	0.02615575753612764
EVL	0.030144510560387108
FMNL3	0.05087294840776826
FSCN1	0.05754266657948081
FSCN2	0.030929183286470936
FSCN3	0.030929183286470936
GRLF1	0.039037468122670504
HCLS1	0.054796312038187404
ITGA2	0.07866344078990388
ITGA2B	0.04936899234944092
ITGA3	0.03825279539658667
ITGA6	0.057150330216438894
ITGAE	0.03347936964624338
ITGAL	0.04662263780814752
LCP1	0.01615118027855882
MAP1A	0.02236317269338913
METAP1	0.05741188779180017
MGMT	0.08670633623226313
MLLT4	0.033871706009285296
MYH14	0.03347936964624338
MYH15	0.035506440855293274
MYO10	0.033283201464722426
MYO1A	0.030863793892630616
MYO1B	0.029359837834303276
MYO1D	0.029359837834303276
MYO1E	0.034329431766167526
MYO1F	0.028771333289740405
MYO1G	0.03982214084875433
MYO1H	0.029359837834303276
MYO5B	0.025240306022363174
MYO5C	0.029359837834303276
MYO6	0.02550186359772445
NUS1	0.030340678741908062
PFDN1	0.02184005754266658
PFDN2	0.014451056038710521
PFDN6	0.013143268161904139
PFN1	0.05414241809978421
PFN2	0.030079121166546787
PFN3	0.020859216635061795
PFN4	0.019943765121297325
PIP5K1C	0.0438108938730138
PTK2B	0.10946184528869418
PWP1	0.033740927221604655
SETSIP	0.019289871182894134
SYNPO	0.05041522265088603
TJP1	0.023605571176355197
TMSB4X	0.02694043026221147
TMSB4Y	0.03812201660890604
TWF1	0.027528934806774343
TWF2	0.027921271169816256
UBASH3B	0.04459556659909763
VBP1	0.019747596939776367
WDR1	0.026417315111488916
ZYX	0.029490616621983917
TMOD3	0.023082456025632643
FHOD1	0.026024978748447003
PPP1R9A	0.02903289086510168
VIL1	0.07192833322435101
PDCL	0.04936899234944092
CAPN1	0.03452559994768849
CSK	0.08467926502321324
DKFZP666O0110	0.10285751651082195
HEL-S-105	0.01667429542928137
ILK	0.060812136271496765
KIRREL1	0.030798404498790295
LPP	0.017785915124566797
NPHS1	0.03544105146145295
PIP4K2A	0.02622114692996796
PIP4K2B	0.038514352971947954
PIP4K2C	0.021643889361145623
PIP5K1A	0.03544105146145295
PIP5K1B	0.027463545412934023
STM7	0.022755509056431047
ADAM12	0.04152226508860263
DLG1	0.04871509841103773
DLG2	0.02484796965932126
DLG3	0.02615575753612764
DST	0.012881710586542862
GRIA2	0.06218531354214347
GRIA3	0.05388086052442294
GRIA4	0.055123259007389
HRAS	0.23939057084940824
KCNA5	0.025240306022363174
KRAS	0.20139933302818283
LRRC7	0.027528934806774343
NEFL	0.04132609690708167
NOS3	0.09939187863728503
NRAS	0.1947950042503106
NRG1	0.05983129536389198
ACTR1B	0.03812201660890604
ARCN1	0.02340940299483424
BICD1	0.030733015104949978
CAPZA1	0.052573072647616556
CAPZA2	0.03269469692015955
CAPZA3	0.030994572680311253
COPA	0.03204080298175636
COPB2	0.028182828745177534
COPE	0.02347479238867456
COPG1	0.023605571176355197
COPG2	0.023605571176355197
COPZ1	0.023017066631792323
COPZ2	0.02255934087491009
DCTN1	0.07186294383051069
FKBP4	0.03982214084875433
GALNT1	0.029490616621983917
GALNT2	0.02837899692669849
HLA-DPA1	0.058000392336363046
HLA-DPB1	0.05590793173347283
HLA-DQA1	0.06316615444974825
