gene	eigenvector
IQGAP3	0.007747164639380667
PRKCE	0.03435793108695123
MAGI1	0.00329199885612917
NF2	0.0025984471543845263
PIK3CA	0.04335971743869933
CALM3	0.027880145313253772
DLG4	0.010113385032362941
GRIN2A	0.016825842199701596
ITGB3BP	0.005864292162302571
MPP5	0.0006749481727797592
RASGRF1	0.020687736100638083
RASGRF2	0.020005826957307796
CENPE	0.0032898786620093223
KIF18A	0.0034842426878917954
KIF2A	0.0029516491782126284
KIF2B	0.0026465471036387737
KIF2C	0.0024249905033444153
KIF5A	0.0024636861210666893
KLC1	0.003464644658359955
KLC2	0.004435153113909276
RACGAP1	0.005045763742992913
B9D2	0.002984606270178842
CKAP5	0.003246149569602149
FBF1	0.00351773937198586
NDE1	0.004835186784828013
PLK1	0.01724432488906653
SEPTIN2	0.0027406681733819034
TUBA1A	0.004016032489088773
TUBA4A	0.0049488920207163235
ZW10	0.00230416401168777
RAP1B	0.020648308304110213
FKBP1A	0.0039000428393485575
MAPK13	0.04180953550820238
PAK1	0.016465022930513443
SMAD7	0.011425054741317444
TGFB1	0.023323978146611364
TGFBR1	0.00881150791213202
SMURF1	0.0099395808086585
CDH5	0.004969199358664188
TGFBR2	0.010895354717477287
ARHGDIB	0.01353493239569214
ROCK1	0.007242367578143153
BDNF	0.011032967913209034
PRKCI	0.02215422696274746
PRKCZ	0.02810316509066591
ARHGAP5	0.004469112277764995
VEGFA	0.02869724360350044
HGF	0.01250402138204477
CSNK1A1	0.02187160475135318
GNAO1	0.027744811193397827
GNAZ	0.01307362910419225
STK11	0.007598719599827645
GNA13	0.010366008281051884
F2	0.017103089783741386
CAV2	0.006969166668748707
CDK4	0.027589274897906423
CLDN1	0.0013488093086059185
F11R	0.0073187218020242945
NECTIN2	0.0029861053774306976
NECTIN3	0.004924626694676132
NECTIN4	0.0014955976899356609
DEPDC1B	0.0025308664299939962
PIK3CB	0.03702959714228096
PIK3CD	0.036906671710731614
PIK3R2	0.03256229220031957
PIK3R3	0.03003966097252198
YWHAB	0.01383802434657741
ARHGEF7	0.00999190638349221
DAG1	0.00230780737016258
LAMA3	0.004427273771520999
LAMA5	0.0036256979132142644
LAMC1	0.0034955230129014012
LAMC2	0.0050649197461575144
MUSK	0.0036657015914184376
PAK3	0.006666477345886489
PAK5	0.0037303087801621067
PAK6	0.008893971574866119
CTSG	0.00250267345057427
AHCTF1	0.002101322159908949
BUB1	0.006839429213814605
BUB1B	0.008246760015864297
BUB3	0.00705521341391697
CDC20	0.007826016290226199
CENPC	0.002211434424941856
CENPF	0.0023989874741307394
CENPH	0.002189803338423593
CENPI	0.002141707159957233
CENPK	0.0021772733772472573
CENPL	0.002141707159957233
CENPM	0.002141707159957233
CENPN	0.002141707159957233
CENPO	0.0021976101863807294
CENPP	0.002141707159957233
CENPQ	0.002141707159957233
CENPS	0.004001773291915517
CENPT	0.0023169685653249526
CENPU	0.002700939898646681
CLIP1	0.0025437859020630118
DIAPH2	0.0023161176868366773
DSN1	0.0020525219695429935
ERCC6L	0.0020354791272752183
KNL1	0.00224063335510931
KNTC1	0.002033957042734738
MAD1L1	0.004284373037499099
MAD2L1	0.006568404318857279
MIS12	0.0020525219695429935
NDC80	0.002424144990645896
NDEL1	0.0037740193113931235
NSL1	0.0021535703552391363
NUDC	0.0024929622280099
NUF2	0.002562368941908062
PMF1	0.006758554949028634
PPP1CC	0.010695264550943924
RCC2	0.0033480018819920083
SGO1	0.0026312259392391475
SGO2	0.002148759657746858
SKA1	0.0020829049932017956
SKA2	0.0020459286751611117
SPC24	0.001967524509857454
SPC25	0.0020923362397206927
SPDL1	0.0020163520377595515
TAOK1	0.0026354471216704176
ZWILCH	0.001968473845063425
ZWINT	0.002094763239190645
HAP1	0.00322647445297377
LATS1	0.005038963023749466
KDR	0.011704524566857133
AKAP13	0.005956406289292161
ARHGDIA	0.013967798569440868
MAP3K11	0.009332041921684594
MAP3K5	0.02362788842034559
PDK1	0.009712829605161672
RPS6KB1	0.025652530492503874
SOS2	0.016733052003321817
TNK2	0.006216675096174811
EXOC7	0.001108333950496672
LCP2	0.010758809513775768
GDI2	0.0021776065733016795
APC	0.010855856303347587
ARHGAP17	0.005353289388092311
PLG	0.0022622793712228713
CD44	0.006690802326720513
ROCK2	0.006138581423680974
TIAM1	0.009275690790554196
OBSCN	0.0038866857794310574
CAV3	0.006487209373053257
GZMA	0.0023473987249601675
EFNB1	0.00702217916188014
EFNB2	0.005872635902914
EFNB3	0.005166234768730632
RALBP1	0.006389515941257989
CD28	0.009319167475095539
MAPK10	0.038318616652964994
MAPK9	0.037401244194685504
ARHGEF4	0.004003285969836451
MEN1	0.005365641820060542
SCRIB	0.002992919839537478
SPATA13	0.0056240994624763225
NME1	0.007999381900261738
ARHGEF5	0.005990018764806083
BCAR3	0.00459763899159994
CLDN3	0.004563126337140211
PARD6B	0.006284052617277402
GRAP2	0.005896802956643505
VAV2	0.011314692879098984
VAV3	0.010666130432651017
MAP2K3	0.007665051933530365
ARAP1	0.005194884864741372
ARAP2	0.0038925863881748676
ARAP3	0.004808146684865728
RAB1A	0.0012983534914048388
KALRN	0.004613014343894265
GIT1	0.00514832304652565
MYO9A	0.003941732395721383
MYO9B	0.004155319245659007
ARHGAP1	0.004729185145177633
ARHGAP26	0.004969059455390675
ARHGAP11A	0.0037074416717547912
ARHGAP11B	0.0034826203003376884
ARHGAP12	0.0041271166272073365
ARHGAP15	0.005389244235199446
ARHGAP18	0.0036336243404968913
ARHGAP19	0.004206073982933921
ARHGAP20	0.0034826203003376884
ARHGAP21	0.005234385279167591
ARHGAP22	0.0034934531235696915
ARHGAP23	0.0034826203003376884
ARHGAP24	0.005453950265577098
ARHGAP30	0.0036475756886815537
ARHGAP28	0.0034826203003376884
ARHGAP29	0.00409071870532741
ARHGAP31	0.0036475756886815537
ARHGAP32	0.004367090731066799
ARHGAP33	0.004212185373214245
ARHGAP36	0.0034826203003376884
ARHGAP39	0.0036409495468654146
ARHGAP40	0.0034826203003376884
ARHGAP44	0.003686386054830143
ARHGAP45	0.0034826203003376884
GMIP	0.003743597577196835
ARHGEF1	0.007563749721376834
ARHGAP6	0.003707886149584885
ARHGAP8	0.004399912419094083
ARHGAP9	0.006204597832031177
MCF2	0.0044009225289744006
ARHGDIG	0.013538978754518503
CTNNAL1	0.001297170743799357
KIAA0142	0.005789557123521982
ARHGEF16	0.004048551569421159
ARHGEF17	0.0036462456589949877
ARHGEF18	0.0057940853738180495
CGN	0.009241768882383311
PARD6A	0.00776527710008512
ARHGEF19	0.0038087806896960623
ARHGEF2	0.005811052605108234
NOD1	0.004486346171070378
TUBA1B	0.0026420221529453807
TUBA1C	0.002105743481388608
TUBA3D	0.002210664970866597
TUBA3E	0.0017819770871034292
TUBA8	0.0018869818018707701
TUBAL3	0.0013645020199743781
ARHGEF25	0.00922516892289625
ARHGEF26	0.0034826203003376884
ARHGEF3	0.00374891973252624
GIT2	0.007325313213792303
SRGAP1	0.004532174376252403
ARHGEF9	0.0032243519750593283
CDC42BPA	0.006761782092703127
PARD6G	0.004386437258229055
MAP3K1	0.01420696846004584
CD80	0.01092233195014374
CD86	0.010902556865152837
LAT	0.012898571323121734
KTN1	0.0025121708298909873
GRIN2C	0.014789950956480693
GRIN2D	0.015746234866959086
NGEF	0.005355416034591821
BPGAP1	0.0034826203003376884
FGD1	0.004462871561764692
YWHAE/FAM22A	0.002925972812464714
YWHAE/FAM22B	0.002925972812464714
GRIK2	0.0038634718567267965
IQGAP2	0.006915787968090961
FGD4	0.004128286560131539
PLEKHG5	0.003559724189084059
PRSS3	0.0016530312696181433
TP53BP2	0.00726899000778017
CLDN6	0.000651161307146152
CLDN9	0.0004506238234975011
CDC42EP4	0.005536111017659612
CDC42EP5	0.006282713654672468
DEPDC7	0.0034826203003376884
DLC1	0.005492511294783608
DNMBP	0.004176233867233284
DOCK10	0.004457381500464811
DOCK11	0.007794990231890488
DOCK6	0.007704864755072048
DOCK7	0.008455119349876533
DOCK9	0.01634035222681032
ECT2	0.0045239033775944125
F2RL2	0.006653209250708866
FAM13A	0.0034826203003376884
FAM13B	0.0034826203003376884
FARP2	0.008429106486241572
FGD2	0.003642968669210356
FGD3	0.003658624879968978
GRIK1	0.003830289547109452
GRIK3	0.007273240117776802
GRIK4	0.0035716447642958338
GRIK5	0.003599457553183175
GRIN3A	0.015305178438192311
INPP5B	0.00563266831406612
ITSN2	0.002998823319813778
LIMK2	0.002303771161923764
MAP3K9	0.008751687128849338
MCF2L	0.0048786646379585605
NET1	0.003750391738109353
OPHN1	0.004683743448707624
PLEKHG2	0.004267755184466872
PREX1	0.01927346297072035
S1PR4	0.012987905847468178
SRGAP3	0.0038433632102598254
STARD13	0.003309803756526985
STARD8	0.003483681747455321
TAGAP	0.0034826203003376884
TIAM2	0.0037706106302881903
CLDN10	0.000443729755999771
CLDN18	0.000443729755999771
CLDN11	0.0004994291712457472
CLDN14	0.002046381184764741
CLDN15	0.002046381184764741
CLDN16	0.0005715478878483282
CLDN19	0.00046206635051636356
CLDN17	0.002046381184764741
CLDN2	0.0012392178316190348
CLDN20	0.002046381184764741
CLDN22	0.002046381184764741
CLDN23	0.002046381184764741
CLDN24	0.002046381184764741
CLDN25	0.002046381184764741
CLDN4	0.001035063093755289
CLDN8	0.0005715478878483282
CLDN5	0.011377873458608379
CLDN7	0.0007773417850666303
PRSS2	0.0008463432484784593
PRSS1	0.0008462186701897648
FRMD4A	0.0005669508735495211
FRMD4B	0.0005787691389791029
JAM2	0.0031546162269003083
JAM3	0.0022776291745760266
MTSS1	0.0034583453357878917
INSC	0.00434871740182096
A1CF	0.0155580542578903
MMP1	0.004524291902760017
MMP13	0.004593885377509111
MMP2	0.008855822266487906
MMP3	0.004907680603531088
RHOB	0.004000879250439455
RHOBTB1	0.0011618196761039314
RHOBTB2	0.0011618196761039314
RHOC	0.0031282297406390355
RHOD	0.003924760799772823
RHOF	0.001166584436368806
RHOG	0.004203357561179379
RHOH	0.005022289062004364
RHOJ	0.0036962188138854194
RHOQ	0.002999140262719177
RHOT1	0.0011891533284697278
RHOT2	0.0015336633088618165
RHOU	0.005091239276004441
RHOV	0.0012866101072955033
BANF1	0.001745734727322618
CCNB1	0.008856037711142696
CCNB2	0.0037528226034782364
CDK1	0.022121499892695667
GCK	0.007740567710646778
GCKR	0.001232861475332494
GEMIN2	0.0020171338882785327
GEMIN4	0.0014273942328375058
GEMIN5	0.002301755226199101
GEMIN6	0.0013380739162807043
GEMIN7	0.001440053969379425
GEMIN8	0.0012877658163184585
GLE1	0.002247297668286452
HIKESHI	0.001219551654127863
IPO8	0.0025407326186296358
NEK6	0.0047245562626875804
NEK9	0.0014976807590147895
NPM1	0.012010661267497115
PSIP1	0.0030136475735389424
RAE1	0.0035129285793342366
SLBP	0.0022436562086512518
SNUPN	0.0013909669936383268
SP100	0.006948622724609455
SUMO3	0.0075781743640412624
XPOT	0.0013129296571438727
CASP3	0.01652827617934991
CASP7	0.003482116524165439
AAK1	0.004772174477423365
ADRB2	0.021297383324003185
AGFG1	0.002196152488363345
AMPH	0.006300871934535677
AP2A1	0.007486946241610581
AP2A2	0.007473344922317226
AP2B1	0.007656606266290146
AP2M1	0.007853006826851567
AP2S1	0.006977788237584743
ARF6	0.008683125330960249
AVPR2	0.015703420924611685
BIN1	0.009485000731437085
CD3D	0.010235055505960145
CD3G	0.01193298770612078
CD4	0.01715865660314077
CHRM2	0.020463443931262516
CLTA	0.008235865267004826
CLTB	0.008129060797782589
CTTN	0.007396483769725014
DAB2	0.010656664353952402
DNAJC6	0.004973775577646332
DNM2	0.011863479864035355
EPN1	0.006065212069910021
EPN2	0.006114234223309692
EPS15	0.006577114986751009
EPS15L1	0.005174251137906637
FCHO1	0.006068014748353757
FCHO2	0.004498758970400644
FNBP1	0.005222891470220648
FNBP1L	0.005122662976008811
FZD4	0.019662393100455765
GAK	0.0063079631162716795
GAPVD1	0.0056997286730258254
HGS	0.008550487700409013
HIP1	0.0062372408672704575
HIP1R	0.005201843406054374
IGF2R	0.001994603120730153
KIAA0319	0.002158282609276133
LDLR	0.0026393732311746853
LDLRAP1	0.002846806713961488
M6PR	0.001742890926308307
NECAP1	0.005994722154748564
PACSIN2	0.004803090951447709
PICALM	0.006756024662216728
PIK3C2A	0.007601380632432302
RAB5A	0.006058986983387138
REPS1	0.005492864391336748
REPS2	0.004775199759371949
SCARB2	0.002745812905457296
SGIP1	0.004764911139852719
SLC18A3	0.0017879418582211117
SLC2A8	0.0020484319382805586
SNX9	0.0053414313274530055
STAM	0.006363854689544849
STAM2	0.006362497535006247
STON2	0.0027542430453381663
SYNJ1	0.007414111238321088
SYNJ2	0.007407333591182638
SYT2	0.0018362334055151848
SYT9	0.002012189628858549
TF	0.005729290613607542
TFRC	0.008198025063216293
TGOLN2	0.0030348194823915336
VAMP8	0.0021268636458994152
WNK1	0.007067112591782261
WNT5A	0.01870998837381877
ASNS	0.008516404710253068
AARSD1	0.001776558533858814
AASDHPPT	0.003175470454254034
NGF	0.014347039338702601
AATK	0.008018524633312709
ABCC2	0.01918082634610277
RDX	0.003297320028409432
CACNA1A	0.01886990061223799
CACNA1B	0.017372616359848696
CACNA1G	0.003494358066292359
RAPGEF3	0.01798565770645808
RAPGEF4	0.017983804921742095
MSN	0.004019590816000727
PDE12	0.010087597718874549
SMC1A	0.006854593723997821
ABI1	0.008295297902873693
ABL2	0.006319793853440827
BRK1	0.0041479985884688665
CBLB	0.010703497545489162
CYFIP1	0.004857561167886299
CYFIP2	0.004342063028801256
FER	0.01544308929747389
FES	0.008410094734168877
FGR	0.020210946478549298
FRK	0.010256770732195528
INPPL1	0.00901574170816039
ITGA4	0.005948712447521273
NCF1	0.008826569633134293
NCKAP1	0.006934474146463874
NCKAP1L	0.004257937194632316
RASA1	0.01880685270395332
USP6NL	0.006133018089790206
VCAM1	0.007806478503710323
WASF1	0.004495664405739774
WASF2	0.00502790517679533
WASF3	0.005190868475299452
ABI2	0.003061931311528602
EFS	0.006194038506903101
ADAM15	0.0067459482147913035
AIRE	0.008155607633447477
AKAP6	0.0028880559762250804
BARGIN	0.009468396225770113
BLK	0.008857715672731937
CABLES1	0.006002677610401851
CABLES2	0.009183020664608625
CAP1	0.0030488526837342328
CAP2	0.003025754328940319
CCKBR	0.010823787564467972
CCNA2	0.009448383097640218
CD19	0.009959674610370913
CD2AP	0.008731878623985114
CDKL5	0.008812013659764587
CNTNAP1	0.005480993893707318
CSF1	0.011590768216004172
CSF1R	0.009607714566652704
DDX41	0.006376001509548666
DKKL1	0.008177542174218315
DLX4	0.00901047626295202
DNM1	0.008199316627610243
DOK1	0.008255098583466992
DOK2	0.008750175050221062
EFNA5	0.00816684694934252
EPHA1	0.004265983383341339
EPHA2	0.00897200159770532
EPHA3	0.007037335206714603
EPHA4	0.004819068036663594
EPHA5	0.00442422864794077
EPHA6	0.004454174612024704
EPHA7	0.003889497064659527
EPHA8	0.0021030673625573376
EPHB1	0.007314596922931879
EPHB4	0.005126429896949741
EPHB6	0.003893860005585419
ERBB2	0.023861313547755815
ERBB3	0.02783424494485377
ERBB4	0.020619787116003915
FMN1	0.004325723691031008
FYB1	0.005176511055501587
GPX1	0.012579587299819157
HCK	0.02206561131439345
LRP8	0.0024427129248651143
LRRK1	0.005566950474426099
MAP4K1	0.007082072172344019
NEDD9	0.00924815011393619
NEK8	0.004555900532159
NKX2-1	0.009416299166034871
NR2C2	0.006284274384680205
NRP1	0.0030378973670646156
NTRK3	0.008875958309299518
PARK7	0.00896298156983306
PDE4D	0.01807269056778327
PDGFB	0.02270928620223455
PDGFRB	0.023569269735409452
PRKCD	0.02740042812356452
PRKD1	0.016902871686192426
PTPN1	0.015100527087532938
RAPGEF1	0.010872340742945052
RELN	0.004511717106855841
RET	0.012589368640158888
RIN3	0.0018378294954936867
ROBO2	0.014869808926474966
ROS1	0.01349225900269921
RTN4	0.0035490577656000083
SCARF2	0.003680921852097683
SELENON	0.0036649759009197242
SH3BP1	0.007998125174455467
SH3BP2	0.006646397009982977
SHC2	0.008252402231821922
SHC3	0.016161130477768813
SHC4	0.009246310184862175
SLIT1	0.0030557888505033885
SMC3	0.00662742772119514
SNCA	0.012018355616255373
SNX12	0.009161711475024214
SNX17	0.0066165182924737
VPS13A	0.004265111755408429
WNK2	0.00882235718879004
ZNF274	0.0041203081004203765
MAP3K10	0.0037586673935311953
SSX2IP	0.002188102221351836
ERBIN	0.007097358358331713
ABRAXAS2	0.005523032280682296
PEX7	0.007939731901912061
MMP12	0.005033391210980634
MMP14	0.00558471398924151
MMP20	0.002372947943991831
MMP7	0.0036108784530474295
MMP8	0.0027380612768135256
MMP9	0.007528353141439943
ACAP1	0.0033526818716235543
PLD2	0.01135681328121952
SLC2A4	0.00690437870039064
ACAP2	0.00230038483149891
PFDN4	0.0023957375538454905
RAD21	0.013557409460363299
STAG1	0.007603381285585677
STAG2	0.0053867594088805
ACE	0.007823287429930634
AGTR2	0.022605151481616768
MYH9	0.004380758850664626
COLQ	0.0013586513481714127
LAMB1	0.00247343866853329
API5	0.0016939290059010727
CXCL1	0.012140700860882743
CXCL5	0.00931347761893832
PF4	0.007104802468165874
VWF	0.005245558822537823
CCL27	0.008676450709721294
CCL28	0.007211096666238764
CXCL16	0.006961386109329361
FPR2	0.012065766717026579
PIK3CG	0.02981097175761913
PECAM1	0.016996390840476893
CXCL13	0.006574683198993154
MYL6	0.003711082906075428
MYL6B	0.0016126747506650908
MYO16	0.01100515724675007
ACP1	0.0034535910162597945
DUSP1	0.012483512220351262
DUSP12	0.006737013964726376
DUSP2	0.00880922187600252
EFNA1	0.011964859632838087
ACTN1	0.005577441737850739
ADAM17	0.00741903395207645
AFDN	0.006778033406570619
CFL1	0.004562704675562081
GSN	0.007899439554349776
IFT57	0.0012468850156311306
MB	0.001320223926866477
MMP15	0.00401366957497525
MMP16	0.005491752166710902
MMP19	0.003524612849490506
MMP21	0.0037149111301072037
MMP23B	0.0037149111301072037
MMP24	0.005580045142140697
MMP25	0.005747606175803339
MMP27	0.0037149111301072037
MMP28	0.0048237527230019905
MYH1	0.0015611279339242013
MYH10	0.0033746261037565007
MYH11	0.003269234408365387
MYH13	0.0014529635740479889
MYH2	0.002409179050090818
MYH3	0.002594368440096699
MYH4	0.0014927496139621166
MYH6	0.0012197168071141655
MYH7	0.0022752245162076237
MYH7B	0.0014103316759168027
MYH8	0.0009500976773627079
PPP1R9B	0.004050982885103512
UTRN	0.001182473038701693
ALOX12	0.0014119762014993898
CCT5	0.004720374164735265
CNN1	0.0015335585166769167
CNN2	0.0013096404047445536
EDNRA	0.020126483914914964
MYL10	0.0017264432286384559
MYL12A	0.0030807035374548312
MYL12B	0.002635507853239212
MYL5	0.0017264432286384559
MYL7	0.0017264432286384559
MYL9	0.0027653616035184813
MYLK	0.01474670961069603
MYLPF	0.0033844954421716603
PALLD	0.0018027162038967834
PXN	0.02414693771730637
ACTR3B	0.0024024163673176955
ACTR3C	0.004098032260798083
ANK3	0.0024393072151818454
B2M	0.00704180143549926
CCT6A	0.003871832143710807
CDC37	0.010524977500382345
CDK5R2	0.0030386865658223426
CFL2	0.0025396147435882907
COTL1	0.0039915624384515265
DKFZP686A1195	0.0009668073673039408
DKFZP686D0714	0.002023280436320328
DSTN	0.0025260285313313388
EVL	0.005816000619823904
FMNL3	0.005665895262328973
FSCN1	0.008283792221135145
FSCN2	0.0037327727200435227
FSCN3	0.0037327727200435227
GRLF1	0.005864833873125037
HCLS1	0.008096642929981529
ITGA2	0.015513641167962625
ITGA2B	0.00588350674613037
ITGA3	0.003678619726606623
ITGA6	0.006836518265699268
ITGAE	0.003770223868460925
ITGAL	0.0064370619470510435
LCP1	0.0023722575913240145
MAP1A	0.002139569397110548
METAP1	0.00770399308132852
MGMT	0.011227398036695993
MLLT4	0.005248402746534749
MYH14	0.005536821581977927
MYH15	0.0047774776719414595
MYO10	0.0038440387860196944
MYO1A	0.0038311795912923646
MYO1B	0.0037046045250130237
MYO1D	0.0037046045250130237
MYO1E	0.004784362985626838
MYO1F	0.003371401710598271
MYO1G	0.00522793968401561
MYO1H	0.0037046045250130237
MYO5B	0.00266762128706702
MYO5C	0.0037046045250130237
MYO6	0.0042119842142631595
NUS1	0.004196656134897462
PFDN1	0.0021275504660025046
PFDN2	0.0016044852801491386
PFDN6	0.0014950992530328412
PFN1	0.010365270843427471
PFN2	0.004641233470771487
PFN3	0.0023361260117183607
PFN4	0.0021438418284738295
PIP5K1C	0.006827386309413721
PTK2B	0.0141390092305247
PWP1	0.0037520537039241837
SETSIP	0.0021785277570245147
SYNPO	0.006582703486915311
TJP1	0.0019447032019252505
TMSB4X	0.0031541552502220736
TMSB4Y	0.004554710126968817
TWF1	0.0025255377930700545
TWF2	0.004689102427955922
UBASH3B	0.00830304477860077
VBP1	0.0021053068000426423
WDR1	0.003183417066003703
ZYX	0.003936729333631604
TMOD3	0.004002399066030805
FHOD1	0.005416353698595711
PPP1R9A	0.004409604122504513
VIL1	0.01139255652702516
PDCL	0.011613341366443085
CAPN1	0.005795912929075638
CSK	0.013336510231423062
DKFZP666O0110	0.02126993506027614
HEL-S-105	0.003931388073374045
ILK	0.00875999427970198
KIRREL1	0.005805978979713874
LPP	0.0023265813063920804
NPHS1	0.006104753559967309
PIP4K2A	0.005185940773038261
PIP4K2B	0.007169976634473321
PIP4K2C	0.0047484088820782715
PIP5K1A	0.005829214172807328
PIP5K1B	0.005325393066649856
STM7	0.004535889376053231
ADAM12	0.00911775526373206
DLG1	0.006951790225643957
DLG2	0.0037500306300924475
DLG3	0.003522234421780132
DST	0.0013701858933832607
GRIA2	0.01564955885508827
GRIA3	0.01423486425057845
GRIA4	0.013976892242433247
HRAS	0.040756625109907435
KCNA5	0.004744575624021563
KRAS	0.03775941272114813
LRRC7	0.006482166853476431
NEFL	0.007170474612468895
NOS3	0.019478439103705253
NRAS	0.0361468622390294
NRG1	0.011872950314221779
ACTR1B	0.0031642964909634015
ARCN1	0.0011873476425144109
BICD1	0.0027018026662502482
CAPZA1	0.0062910428173382806
