gene	average_neighbors
MICAL1	1102.77135348226
MYCNOS	1265.1781609195402
NRBP1	1415.635687732342
GZMK	1492.9130434782608
KMT5A	1064.9514388489208
HEL-S-124M	1058.9535353535352
HIPK4	1200.6521212121213
IP6K2	1025.5217391304348
REXO2	1173.4169570267131
RABL2A	885.7044444444444
MRC1	1160.3981693363844
TLX2	1211.2265193370165
MADCAM1	982.8681318681319
KDM2A	1365.1561338289962
KDM4D	1200.89
LANCL1	1163.0651162790698
LANCL2	1126.9520958083833
MARK1	1070.8796844181459
TBC1D1	985.7259552042161
PHF23	1125.2945736434108
LTBP3	1106.3462469733656
MEP1A	891.8544600938967
TIGIT	1288.3529411764705
NPAP1	1089.212962962963
OSR1	1056.827731092437
PACS2	1174.2600536193029
PDLIM2	1389.3796791443851
PDXP	1369.8690476190477
PLGRKT	924.2019230769231
PLEKHG6	1142.1002277904329
PRAP1	1369.8690476190477
REG3A	822.8974358974359
REG3G	441.8
PTTG1IP	1200.069825436409
RAVER1	783.3460264900663
REM1	980.6803482587064
REM2	1156.9322033898304
RHPN1	1043.5370018975332
RHPN2	947.3045977011494
RIPOR3	1141.6898876404493
RIMS3	1005.695652173913
RRAD	1055.7096317280452
SERPINA2	1200.89
SETD9	1200.89
ZMAT3	1102.8391038696539
STK11IP	1217.6961206896551
SNRK	1464.5369649805448
ZNF302	1113.7349319507452
STYXL1	980.6332179930796
TBC1D22A	1300.7205240174671
TCEAL1	1177.0070257611242
TP53TG5	1200.89
USP42	1200.89
YY2	1193.341493268054
ZNF385B	1200.89
ERBB2IP	861.1234567901234
TOB1	960.419776119403
ZBTB44	1007.0526315789474
SOX5	1080.903133903134
NOTCH4	891.8408018867924
GLI3	899.0658073270014
ODZ3	1364.2236842105262
LEMD3	1047.44099378882
CSH1	1084.0905349794239
DNAJB2	1238.7976470588235
CLK2	1129.340425531915
TCTA	1364.2236842105262
PRKAR1B	1122.73544433095
PSG9	1006.9398907103825
TM9SF2	1332.5
ZBED5	1364.2236842105262
RMND5B	939.424
UHRF2	1223.195681511471
PSG2	1355.3071895424837
C16orf57	1364.2236842105262
ABTB1	1120.0469314079423
PSMD8	788.1679626749611
ANAPC10	980.0560875512996
BAZ1A	1025.5831903945111
TSC2	827.361301369863
CYP11A1	1162.5633802816901
ZNF83	1173.9601139601139
ARFRP1	896.0869565217391
PAPOLA	814.059217877095
FOXO4	904.4886914378029
NFYC	973.0955657492354
ZEB1	1035.3082489146166
TGFBRAP1	814.726618705036
ZNF8	1084.884184308842
SRY	1270.7864583333333
TFE3	1208.9572864321608
KRT2	1118.4440154440153
GSC	1051.8294010889292
FOXH1	1118.61690647482
PLAG1	1232.0191489361703
FOXO3	863.3327053504145
DLX1	1047.5359628770302
ZNF521	1267.9714993804214
BRAF	984.1167315175097
TMED1	1170.6432748538011
TGIF2	1224.7893129770991
ZEB2	1048.2344110854503
SKI	1021.3868552412646
LITAF	1090.3849878934625
STAMBPL1	1145.0648967551622
GATAD2B	1033.8665207877461
NUP214	752.0369198312236
CEP250	719.7389937106918
SFRS16	1040.8985915492958
CTCF	708.7938334100322
IL1F7	1442.741935483871
DCAF7	879.9934210526316
CDC40	790.6092485549133
CFDP1	984.7261785356068
RAB34	895.5594405594405
LHX9	1042.4809782608695
SF3B2	845.8619489559164
SAP130	1113.609589041096
CSH2	1257.0020576131687
FBXO30	835.9026063100138
NUAK2	965.1486486486486
RASL12	1011.5472779369627
ARFGAP3	984.2103896103896
ARL5B	1075.5093457943926
RAB38	875.625304136253
EIF2AK4	835.281007751938
FBXO34	1100.5242718446602
HDGF	1156.298224852071
RAB2B	842.3859154929578
RTDR1	1251.646408839779
TSSK3	1117.3933054393306
RPS14	688.9021329987453
C10orf54	1238.4541832669322
ZDHHC4	1470.4585635359117
JPH3	1470.4585635359117
SASH3	1135.8557919621749
C16orf28	1121.9432624113474
HOXD13	979.2220472440945
PAPPA2	1204.0566666666666
MTF2	1006.7559129612109
ST5	1386.2771535580525
TRIM62	1015.4534606205251
ZNHIT6	1006.527149321267
ZNF41	1216.648592283629
C22orf46	1388.8855421686746
PCDH1	909.4538258575197
ST6GALNAC2	1134.2916666666667
ZNF329	1470.4585635359117
PRDM4	1263.6050156739811
ZFP36	889.1159586681974
SMAD4	667.9332527937179
SMAD3	672.1113555127853
SMAD2	689.8968375805956
RNF111	947.9452603471295
ZNF107	1198.906378600823
ASH1L	1150.5116279069769
ZBTB11	1327.5813953488373
ACVR1B	616.6067415730337
INPP5A	1109.2636655948554
HAT1	1125.3783783783783
CCNY	986.0051282051282
FGD6	908.6895424836601
CXXC5	1256.6389496717725
PGAM5	997.4611111111111
PIK3C3	831.1957851801495
HSPA1B	782.8466953461087
PDE3B	1141.2205044751831
MYCBP2	1030.2836438923396
KIF1C	951.6231884057971
PPIG	859.9252669039146
DYRK1A	1139.870340356564
CPSF3	724.6324324324324
GREM1	1114.211970074813
HNRNPAB	1001.9706632653061
BSPRY	1115.8027210884354
SRRM2	727.0561167227834
SFRS13A	786.1878453038674
THRAP3	963.7803203661327
MICALL1	711.2271428571429
RAI14	839.3549222797927
UCP3	1033.5448613376834
TESK1	1172.6550218340612
DHX15	723.1527936145952
TESK2	1091.305
MLXIP	1030.2363636363636
PI4KB	894.6525974025974
PDCL2	981.8225806451613
SLC4A7	1028.2852664576803
PIK3R4	824.9593908629441
FAM82A2	888.3701298701299
OSBPL3	888.3701298701299
LARP1	915.6378676470588
RALGPS2	933.9719887955182
C22orf9	933.9719887955182
SLC8A3	1127.1462264150944
FRMD6	907.7663551401869
FRYL	956.4528301886793
STK38L	873.1844660194175
RIOK1	709.8560606060606
CS	696.3652694610779
AANAT	1105.4245014245014
PFKP	1348.1140215716487
PKIB	858.9705882352941
NRF1	964.454054054054
CACNB1	1001.3575240128068
ZNF354A	1201.373031496063
SHROOM3	865.7222222222222
GLUD1	921.9150943396227
DNM3	1144.8918918918919
PAN2	720.5108108108108
PKIG	1254.6695652173912
BCAS1	825.3939393939394
CCT2	782.4966139954853
ME2	1077.355633802817
MTR	1320.2658959537573
TRIM21	840.7038251366121
STK25	1088.6059113300494
JAKMIP1	1031.5700934579438
SON	831.225165562914
PRKG2	905.1802030456853
ANKS1A	874.8035714285714
HECTD1	931.75
NUFIP2	900.3891050583658
MFAP1	834.9934640522875
LUC7L3	782.0173611111111
KCNK3	978.4613583138173
DCP1A	690.3471196454948
N4BP3	882.8581560283687
CCS	908.7084548104956
TRA2A	834.4585635359116
CLK3	899.2847826086957
GBF1	796.5259259259259
RASSF8	1047.3961352657004
PRPF38B	910.028880866426
TMEM102	1073.6571428571428
SH3BP4	840.855579868709
SAMD4A	1013.1404109589041
ZNF295	899.7137096774194
SAMD4B	888.719557195572
SMCR7L	908.9372549019607
LSR	899.2070844686649
PLEKHA5	892.3976377952756
RPS2	616.6898656898657
ATP5A1	779.347280334728
MAGOHB	668.703795379538
SH3BP5L	859.8825622775801
C16orf80	903.3522267206478
SAPS3	903.3522267206478
GTPBP4	740.469184890656
CRTC1	1244.3152
USP37	1081.1444695259593
CTPS	903.3522267206478
LMO7	859.5932388222465
CKAP2	990.7973856209151
SLC25A3	749.7388535031847
LRCH3	903.3522267206478
HSPB6	1109.063063063063
KCNK9	994.807962529274
KCNK15	922.5528455284552
PFKFB2	1131.8640483383685
CAB39	1057.1179775280898
DDX18	638.49609375
MARK2	1093.7914691943129
WEE1	884.7099841521394
PVRL4	849.52
STK38	912.625
CDK16	939.8181818181819
SLC8A2	1133.0089058524172
EPB41L3	829.6335616438356
TSC1	725.5416666666666
KLC3	963.8584474885845
CRTC2	1013.8366093366093
NLGN2	613.1666666666666
PVR	1487.0
PVRL1	543.8
PVRL3	731.3125
PLCB3	879.5179153094463
FOXE1	822.3644859813085
SNRNP200	660.953634085213
MPRIP	804.1242937853108
KCNJ15	1071.889025893958
STRADA	1038.0977011494253
PRDM16	1288.285132382892
MSI1	689.7903225806451
PNMA6A	870.25
LENG1	870.25
INADL	522.2142857142857
APP	660.3375870069606
HDAC4	763.7715920915713
KPNA1	793.1174551386623
MDM2	724.2289438502673
RAN	770.9542143600416
CLTC	659.1040661612681
CLTCL1	820.4423645320197
PIN1	775.3312101910828
PRKACA	736.9879106438896
RARA	760.8498789346247
VIM	698.6880934989043
HSPA2	651.2631027253668
MAPK3	746.7340209983422
CDKN1A	765.5327767470625
CDKN1B	808.3380355276907
ITGB4	663.7579399141631
PPP2CB	846.2314749470713
SHC1	729.6745033112583
TRIM28	749.7481865284974
WWTR1	826.5826859045505
YAP1	789.4047477744807
HIST3H3	633.6813186813187
CTNNA3	720.7360178970918
HSPA5	757.9254790631653
NR3C1	796.2009397457159
PPP1CA	675.8562231759656
AURKA	744.1739961759082
CSNK1D	681.7534811758638
CSNK1E	707.5576307363928
PPP2R1A	733.7117688513038
IKBKB	722.6008492569002
AKT2	822.2939687895403
AKT3	860.8119288119289
H3-3A	717.7618328298087
H3C1	702.1244239631336
HIST2H3A	724.2122403144301
PEBP1	1146.0966386554621
FOXO1	839.3471482889734
BAD	906.3770609318997
HSP90B1	586.9184350132626
PPP2R5A	884.6590214067278
PPP2R5C	896.2586558044807
PPP2R5D	855.4387001477105
PPP2R5E	849.6290849673203
TRAP1	661.4725738396625
AKT1S1	999.663179916318
GAB2	797.48401323043
HSPA9	693.9938650306749
IKBKG	718.5499689633768
MAPT	939.951939291737
MLST8	726.4529702970297
PPP2R2A	776.205069124424
PPP2R2C	1067.8124253285544
PPP2R5B	914.501547987616
PPP4C	1104.967776584318
PPP6C	1067.8881118881118
RPTOR	749.0240295748614
CSNK1G2	953.7413024085638
GABARAP	778.7133838383838
PPP3CC	997.2595281306715
CSNK1G3	1020.0401301518439
ARAF	1132.1090909090908
MCM2	671.8476936466493
H3F3C	884.6801152737752
GRP94C	659.1095890410959
HSP90AA2P	633.4136690647482
HSP90AA4P	633.4136690647482
HSP90AA5P	639.0849056603773
HSP90AB3P	633.4136690647482
HSP90AB4P	633.4136690647482
HSP90AF	659.1095890410959
HSP90B2P	632.1699819168174
HSP90BF	659.1095890410959
TRA1	659.1095890410959
CDC25C	1001.0360824742268
KRT18	819.8815399802567
TNFAIP3	831.2615207373271
EEF1A1	569.4076797385621
C1QBP	721.8002466091245
CAD	1058.8341346153845
DDX17	904.2095977417079
CDK11B	1234.0811965811965
MAP3K7IP1	680.964824120603
PRKDC	800.2916174734356
CHEK1	729.6083499005964
CAMKK1	1221.375
SVIL	986.2766917293233
PRMT1	921.2269647696477
ING1	1119.3282325937262
NOLC1	1111.506828528073
CENPJ	664.5343642611684
EWSR1	786.465306122449
HDAC7	895.5671745152355
PNN	694.5256166982922
HSPD1	773.1640331075997
NUMBL	827.4696132596686
ATP5B	665.1246105919004
KIF1B	1043.2550831792976
PRLR	969.2054616384916
PRKCQ	790.4536852589641
PRPF40A	588.2699069286452
HSPA1A	594.2608695652174
PRKCB	804.6707034269518
CLK1	1220.8799019607843
PRMT5	961.2323232323232
GSK3A	820.8407294832826
PABPC1	609.2465277777778
RABEP1	586.5308056872038
SRPK1	774.5762711864406
SPTBN1	622.3606356968215
CDC5L	628.3072534637326
TRA2B	650.9923954372623
BCLAF1	698.9438943894389
LUC7L2	602.191094619666
KIAA0408	445.59411764705885
PKP2	663.9857142857143
ERC1	1317.9354838709678
PPFIA1	625.7043795620438
CLINT1	838.8442028985507
RAB11FIP5	620.504854368932
HTRA1	566.4689655172414
GPSM1	837.1463860933211
DISC1	653.8065326633166
DFFA	765.4890510948906
ACIN1	779.2553846153846
RNPS1	589.3161141094835
HNRNPM	657.3931506849315
BAT1	547.3146853146853
MCM5	594.5277246653919
PRPF4B	703.164609053498
ALB	477.9023569023569
SFRS3	541.6666666666666
HNRNPH1	618.378476420798
SRRM1	633.8015978695073
SF3B3	664.8641025641026
PUF60	650.5208845208845
P4HB	473.37626262626264
TAF15	995.6596306068601
LBR	1113.716560509554
APOBEC1	917.940594059406
KHSRP	1076.7644628099174
APOA1	594.6533742331288
BMP1	672.8733333333333
KLKB1	1389.8879310344828
NFKB1	776.7953167468116
RELA	757.0953647416413
STAT1	733.4415461228361
STAT3	710.0296881674498
MUC1	877.0586734693877
AGO2	860.2885496183206
DDX20	753.5817223198594
HMGA1	810.3010325655282
ISG15	836.8818443804034
PHAX	843.6385350318471
PIAS3	880.7231565329884
PML	764.050933125972
SUMO1	714.6853729181753
SUMO2	751.1537450722733
TOP2A	796.168165467626
UBE2I	643.0912343470483
CASP1	923.3963254593176
CASP10	809.1572481572482
CASP2	936.6514745308311
CASP4	1003.7445887445888
CASP6	820.4229166666667
APOB	701.9570135746607
ATP13A2	1102.258426966292
DVL2	701.6619164619165
DVL3	768.5317647058823
IL7R	862.3672075149445
BHLHE40	981.7036649214659
AARS	1533.8258706467661
CEBPB	701.9035029742234
NTRK1	689.602658788774
FASN	1252.1750741839762
ACADM	1103.3082191780823
AATF	1133.5913757700205
AR	745.9744054360136
ATM	755.6219888820259
ATR	778.2141148325359
CHEK2	849.4329896907217
DAPK3	1201.2388316151203
E2F1	739.2257653061224
E2F2	1085.8341158059468
E2F3	1079.4285714285713
E2F6	796.4701378254211
ELF1	1075.0694444444443
FOXP3	901.2727895819054
HDAC1	665.0640960163432
MAGED1	1076.5440414507773
MAPKAPK2	1254.3162055335968
MAX	753.7992442135097
PAWR	1329.3426150121065
RB1	719.6810872894334
RBBP8	705.4011090573013
SIRT7	822.2034548944338
SP1	709.1056218057921
TFDP1	938.6057513914657
USF1	790.8935801041064
ABCA1	1065.5554335894622
ABCA12	1475.6973684210527
APOA2	819.0275229357799
APOA4	430.4384615384615
APOA5	864.6231343283582
APOE	773.3078175895765
JUN	709.5802990325418
NR1H2	973.8317256162916
RXRA	710.6313713592233
SP3	759.6014551333873
USF2	866.9885670731708
ABCA2	1112.4806629834254
EGR1	744.8177860696518
SP4	1706.3006134969326
ABCA7	752.2191780821918
ABCB1	1276.2950474183351
CDX2	1157.470238095238
CEBPA	731.2414772727273
EGR2	942.2645951035781
ETS1	788.1546840958606
HIF1A	744.30405196412
WT1	1024.7
NR1H4	1187.3663366336634
FOS	757.911051212938
FABP6	1196.899613899614
ABCD4	1206.2727272727273
TFAP2A	696.3837516512549
EED	763.5336463223787
CBX3	836.7674772036474
CBX5	872.3179634966378
ELOC	791.005076142132
LRPPRC	920.4620462046205
PSMA2	700.26792750197
PSMA5	717.3766233766233
PSMB3	757.9604743083004
PSMD14	709.7956448911223
RFC4	791.3397046046915
RNASEL	1420.864238410596
RRP1B	1014.9423076923077
RTRAF	1333.857142857143
SLC25A4	1238.6882129277567
SMARCA5	774.0258548790658
XRCC5	690.4767441860465
COPS5	699.5455189514701
DHX9	692.9403815580287
HNRNPA0	734.1071428571429
ABCF2	1632.340909090909
CASP9	1043.8175582990398
OAS1	1244.105473965287
OAS2	1128.3827392120074
OAS3	1140.7463503649635
OASL	1159.7899159663866
ABCG1	1232.8342541436464
ABCG2	2345.744680851064
PIM1	1091.0517363571935
AGPAT2	1014.75
ABHD14B	1054.5413153456998
TAF1	741.7955334987593
PLIN1	1082.4730290456432
PLIN2	892.9238845144357
CDK6	875.989010989011
HNRNPK	682.4128582494191
KRT19	1085.239224137931
KRT31	735.0631067961165
ATF3	910.7345483359746
BAZ2A	1112.4358047016274
BCL2L1	845.9272727272727
BCL3	885.9967595593
BRCA1	690.5805145307289
BRCA2	762.342032967033
BRF2	1022.6839186691312
CBFB	913.4418032786886
CCND2	1020.5739534883721
CDK2	753.4
CDK5	793.0319602272727
CHRD	806.3974358974359
DDB1	761.5806772908367
FOSL1	980.4534759358289
FOXF2	1161.4747191011236
GATA2	805.4577850877193
GTF2F1	687.4306220095693
GTF2IRD1	1451.7063197026023
HDAC2	685.8023430459598
IRF1	948.9573082489146
ITGB3	717.399307559146
JAK1	843.3276178812002
LATS2	1235.5471698113208
MAVS	833.5985130111524
MED14	904.1203319502075
MED25	1069.4059753954307
MSH5	959.5851393188855
MYC	697.1450858034322
NCOA3	759.1981035366479
NELFB	938.6337209302326
NELFE	918.9296028880866
NFKBIA	821.5493809386697
ORC1	872.3312101910828
PARP1	743.048352588789
PCNA	713.8633824276283
PDGFRA	846.9361823361824
PPP3CA	893.3995157384987
PRDX1	1249.2093023255813
RAD51	692.045
RAD52	846.7095890410959
RAD9A	754.8343949044586
RUNX1	875.043335521996
RUNX2	900.0182386659718
RYBP	1083.173184357542
SEMA7A	1084.122033898305
SIRT6	1188.3643790849674
SMARCA4	766.4059880239521
SMARCB1	870.4596554850408
SORBS3	765.3076923076923
SRPK2	777.3367875647668
STAT2	809.0716223548562
STAT5A	766.9692915779872
STAT5B	787.0121750575847
STK4	1140.213780918728
TERT	955.6285018270402
TOPBP1	741.7817164179105
TP63	866.7274762171237
TP73	842.1127320954907
TRAF6	723.7915070242657
TRIM39	1199.883295194508
TWIST1	1158.3701799485862
UHMK1	2018.6896551724137
XRCC6	707.261963190184
ZNF263	805.8769633507853
BCL6	915.39282735613
IKZF3	1024.3778529163144
PAX5	810.9946452476573
ABRAXAS1	1082.48755186722
BABAM1	1028.8306451612902
BABAM2	1066.5874769797422
BARD1	687.9510638297872
BRCC3	1127.328629032258
H2AFX	678.2937411095306
H4C1	679.7143406382161
HERC2	898.6339434276206
MDC1	965.3058637083993
MRE11	730.3757225433526
NBN	742.7970479704798
NSD2	933.9320652173913
PAXIP1	869.3414634146342
PIAS4	797.6446239273095
RAD50	796.4178010471204
RIF1	792.8891050583658
RNF168	952.5650319829424
RNF4	958.6562054208274
RNF8	854.1489028213166
TP53BP1	937.0557413600892
UBE2N	666.875
UBE2V2	834.2431259044863
UIMC1	1044.2667984189723
NLRP3	1151.8333333333333
ABT1	1303.0377906976744
GTF2B	875.5805907172996
TBP	714.8097405553027
EEF1A2	1024.8994974874372
ACAA1	994.81589958159
PPARA	870.6287223823247
PPARG	797.4401002506265
RXRB	881.4707259953161
RXRG	883.281210592686
BNIP3	992.4101694915254
FKBP2	502.37579617834393
PGK1	1019.3646723646724
ACACA	1014.6409185803758
PRKAA1	901.6056439942113
PRKAA2	894.3351648351648
PRKAB1	858.1414728682171
PRKAB2	906.5819125277984
PRKAG1	910.1058990760483
PRKAG2	918.6459770114942
PRKAG3	934.0184615384616
SIRT1	796.7712594187299
SREBF1	752.1073253833049
ACACB	1066.7102040816326
CPT1A	1245.0188323917137
CPT1B	1278.1615044247787
CPT1C	1278.1615044247787
MLX	1252.255
MLXIPL	1080.823802163833
ACADL	1229.135593220339
HADHB	1058.9678068410462
PPARD	902.9140794223827
LDHA	1100.1628289473683
PXDN	1063.8241563055062
ADAMTS1	751.7666666666667
ADAMTS4	343.6953125
ADAMTS5	675.2272727272727
B4GALT1	789.6902173913044
CTSB	1063.7287671232878
HAPLN1	913.9475982532751
PCOLCE	723.7330677290837
SOX9	1207.9948875255623
TNC	755.5298126064736
TNFAIP6	1166.042471042471
CORO1A	921.1662404092071
DEK	1015.9559633027523
SF3B1	701.5137289636847
GTF2E1	861.1735015772871
IL6ST	924.2836812144212
TNPO1	933.5811209439528
ACD	798.741935483871
LMNA	807.244131455399
LMNB1	730.5755555555555
NEIL3	1209.2222222222222
POT1	789.5714285714286
REC8	903.7574750830565
SMC1B	743.3122529644269
STAG3	755.0191570881226
SUN1	745.4508196721312
SUN2	779.2869565217392
SYCP2	766.0236220472441
SYCP3	764.5294117647059
SYNE1	727.184668989547
SYNE2	783.8646616541354
TERF1	606.7864583333334
TERF2	660.4190476190477
TERF2IP	835.0371517027863
TINF2	785.2178988326848
AGT	889.6691626957114
ACE2	1290.8095238095239
ACHE	1204.6097560975609
ATF1	931.6061515378844
CREB1	785.4789248625534
SAP18	1059.3852459016393
SF3A2	683.140350877193
CCL17	988.9171597633136
CCL2	1060.6311858076565
CCL5	862.875816993464
CCL7	1012.751282051282
CCL8	980.993769470405
CXCL8	926.7786041189931
CCL1	1046.948224852071
CCL11	978.2533692722373
CCL13	994.5256588072122
CCL14	1135.6346604215457
CCL15	1110.5921450151056
CCL15-CCL14	1072.8345070422536
CCL16	1083.1451104100947
CCL19	961.5080275229358
CCL20	1002.3350785340314
CCL21	942.655737704918
CCL22	992.6437054631829
CCL23	993.2823871906842
CCL24	1175.454802259887
CCL25	1045.6155143338954
CCL26	1042.9204819277109
CCL3	1057.9736263736263
CCL3L1	1132.7576470588235
CCL4	981.5784860557769
CCL4L1	1081.4424242424243
CX3CL1	1045.412393162393
CXCL10	1004.7544554455445
CXCL9	1016.2177161152615
XCL1	998.419734904271
XCL2	974.85
NME2	892.855575868373
ACO1	1024.1398058252428
ALDOC	1208.6494023904384
CKB	1540.2748091603053
GPD1	774.4740740740741
GPD1L	983.0566037735849
GPD2	978.7971014492754
MCL1	932.2467043314501
ACOT8	1303.6171003717473
IRF3	879.5242070116861
ACOX1	1030.2985074626865
HNF4A	777.1359294636297
ACOX2	1061.7681660899655
ACOX3	1032.1875
ACP5	1237.2933168316831
FOSB	1057.7380434782608
FOSL2	1122.7563249001332
JUNB	838.2732213438735
JUND	745.7805825242718
NFATC1	935.9803600654665
ACSBG1	1298.9031007751937
ACSBG2	1298.9031007751937
ACSL1	1298.9031007751937
ACSL3	1224.993865030675
ACSL4	1298.9031007751937
ACSL5	1298.9031007751937
ACSL6	1274.6754716981131
ACSM3	1152.0050761421319
HOXA9	863.1662971175166
SIRT3	1205.7218045112782
ACSS2	1271.6351791530944
CKM	708.2441860465116
MRTFA	1249.3081896551723
PRKN	819.5854858548586
TNNI3	981.18359375
TRIM63	697.172972972973
CALD1	1111.2865013774106
FBLN1	648.9749430523918
IL36A	1369.0378787878788
TGFB1I1	872.1084656084656
ACTL6A	821.2375
ACTL6B	1120.3894389438944
ACTR5	900.3969696969697
ACTR8	850.0798816568048
ARID1A	921.2563891178895
ARID1B	1099.3530092592594
ARID2	1256.9246231155778
ATF2	786.4628777923784
BAZ1B	1021.8467432950191
BRD7	1080.1942148760331
BRD8	1185.9645669291338
CARM1	874.8373134328358
CAV1	724.6820770519263
CCNT2	804.5714285714286
CD3EAP	1127.431174089069
COL1A1	801.36992481203
COPS2	772.203511053316
COPS3	687.1684848484848
COPS4	704.0752453653217
COPS6	742.5606425702812
COPS7A	697.7350689127105
COPS7B	685.3220064724919
COPS8	712.4331395348837
CSNK2B	806.7248459958932
CUL4A	843.5714285714286
CUL4B	912.4748768472906
DDB2	834.5508155583437
DDX21	1137.1012658227849
DMAP1	1001.8164251207729
DPF1	1271.3084112149534
DPF3	1345.7636363636364
EP400	1227.3512931034484
EPC1	1114.5084745762713
ERCC6	854.5977891156463
FBXO25	1272.4007707129094
FN1	669.6045772409409
GPS1	698.9430693069307
GTF2A1	894.8087378640777
GTF3A	1204.1767337807605
HNRNPA1	665.5214030915577
HNRNPU	736.7448630136986
ING3	1225.1214285714286
INO80	866.7650273224044
INO80B	882.8296529968454
INO80C	840.730659025788
INO80D	897.59477124183
INO80E	899.6140939597316
IRF-1	1605.2837465564737
IRF2	947.5708534621579
IRF7	928.7994389901824
ITGA5	657.229488703924
ITGAX	785.9158974358975
KAT2B	742.0913200723327
KDM3A	1045.5087719298247
KDM3B	1178.933125972006
MCRS1	672.9168316831683
MEAF6	904.4640198511166
MEF2C	865.6949064449065
MORF4L1	1059.1858974358975
MORF4L2	893.3530864197531
MRGBP	963.2773109243698
MYBBP1A	1138.8904761904762
MYO1C	749.0132743362832
NFRKB	1033.9131578947367
PBRM1	1235.0318181818182
PFDN5	827.8285714285714
PHF10	1071.639798488665
POLR1A	1093.6686274509805
POLR1B	994.7274011299435
POLR1C	999.1259124087592
POLR1D	983.7727272727273
POLR1E	1110.2696850393702
POLR2	1247.7447916666667
POLR2E	705.9123951537745
POLR2F	713.4716242661448
POLR2H	709.5076770678554
POLR2K	711.0324803149606
POLR2L	701.9480769230769
RAD1	763.6981519507187
RAD23B	861.7579214195184
RBX1	729.0457894736842
RPA1	702.8881309686221
RRN3	960.959349593496
RUVBL1	728.5038684719535
RUVBL2	815.5466847090663
SET	987.5922551252847
SMARCA2	795.0388856645386
SMARCC1	882.0522928399034
SMARCC2	993.7663782447466
SMARCD1	916.4325153374233
SMARCD2	1162.608870967742
SMARCD3	862.544532130778
SMARCE1	900.733498349835
STK3	887.3131578947368
TAF1A	1058.3532041728763
TAF1B	1078.7771260997067
TAF1C	1017.4156804733727
TAF1D	952.3158567774937
TAF7	888.5117416829746
TFPT	854.1743119266055
THRA	919.1137787056367
TRRAP	935.3635057471264
TWISTNB	1152.4859437751004
UCHL5	976.7051926298158
VPS72	719.9583333333334
XPC	894.5006257822278
YEATS4	1087.7551020408164
YY1	701.753617363344
ZNF703	1284.3731343283582
ZNRD1	1096.8864059590317
BCL11A	1073.724832214765
HSPB1	909.7471647765177
PKNOX1	973.445205479452
RACK1	790.4407744874716
RNF2	719.1579558652729
SRF	753.2437246963563
TRADD	815.9905660377359
CDK9	754.0791666666667
CHAF1A	905.4205020920502
CREBBP	719.1842105263158
FBXO6	673.0484581497798
FEN1	800.6758620689656
FOXN1	1470.7
FOXR1	1398.9333333333334
GMFB	1372.60162601626
H2AZ1	839.7237354085603
HINT1	1503.75
KAT2A	844.984006092917
MED1	836.0271125169453
MTDH	1749.3490566037735
RBBP4	736.6165660998354
SNW1	739.4825905292479
SUPT16H	838.1587926509186
TBL1XR1	784.717225609756
TFCP2L1	865.3709677419355
TOP2B	1083.1320224719102
WDR77	916.6038095238096
ALDOA	1167.027538726334
ANKRD1	1238.6888888888889
CSRP1	1263.4366028708134
PDLIM3	1135.604347826087
PDLIM4	943.7481481481482
TRAF4	1209.438282647585
TSG101	767.3688524590164
CACNB2	1076.6759036144579
CAMK2A	821.3795093795094
CAMK2B	845.1821276595745
CAMK2D	845.2270450751253
CAMK2G	836.3796296296297
CSRP3	1014.5851063829788
NCOA1	778.0879541108986
SCN5A	935.4893350062736
TNNC2	547.4509803921569
FBP1	1336.5201793721974
NOS2	958.1745862253069
RIPK3	937.2763915547025
INS	753.2504493708808
PTGES3	843.4630177514792
AJUBA	769.8519031141868
BCL2L10	1087.2
BCL2L2	936.2
MYCBP	1202.6308724832215
PSMC4	676.6127450980392
BAK1	900.7066037735849
BMP2	627.1754385964912
ELF5	1087.9872611464968
HMGB1	742.3274410774411
HNRNPA2B1	666.8961201501877
NR5A1	974.2656370656371
NR5A2	1056.5692599620493
PBX3	1029.7349397590363
RPRD1B	886.283276450512
POU5F1	678.0778894472362
POU5F1B	822.906103286385
PSMA3	660.1887626262626
SUB1	1122.3599290780141
ACTR6	1737.392857142857
SRCAP	1142.9657794676807
ACVR1	690.3882175226586
ACVR2A	670.42
ACVR2B	645.6590909090909
ACVRL1	816.0263788968825
AMH	1214.516129032258
AMHR2	825.5055350553506
BAMBI	622.3333333333334
BMP10	971.2986111111111
BMP4	604.2531969309463
BMP5	1044.189075630252
BMP6	990.2159090909091
BMP7	873.7706013363029
BMP8B	979.8364312267659
BMPR1A	727.5714285714286
BMPR2	743.9500959692898
DCAF6	1014.0430463576159
ENG	941.5234493192133
GDF1	993.1764705882352
GDF11	886.1643835616438
GDF2	1039.4354838709678
GDF5	778.2612612612612
GDF6	800.4253393665158
GDF7	887.0387096774193
HJV	854.8013698630137
IGSF1	1217.8452611218568
INHBA	814.1333333333333
INHBB	913.9246231155779
INHBC	823.3652694610779
INHBE	725.9808917197453
MED16	984.975188781014
MSTN	1229.5983263598325
NODAL	823.4025974025974
RGMA	831.2294117647059
RGMB	975.096256684492
SMAD1	692.9760255727224
SMAD5	781.8122710622711
SMAD6	865.6268656716418
SMAD9	820.7054655870445
SOCS6	1015.9274809160305
SQSTM1	700.6504005826657
TGFB2	749.3648915187376
TGFB3	771.6522727272727
THRB	925.002457002457
USP21	1407.9407407407407
VDR	932.8172439204127
WDR61	886.980964467005
