gene	information
AKR1B1	0.0029715340836387444
AKR1B10	0.0021442718741291064
AKR1C1	0.002679214584134913
AKR1C2	0.0016177795959494083
AKR1C3	0.0030786515561824967
AKR1C4	0.00039128633526823865
AKR1D1	0.0007097353341789354
AKR1E2	0.0016959708554920743
AKR7A2	0.0014330650408583812
AKR7A3	0.00015225147381049434
AKT1	0.003203044805923698
AKT1S1	0.003072609471181883
AKT2	0.003165841558307233
AKT3	0.003156767521416886
AKTIP	0.0023845245186333575
ALAD	0.0027533863291240718
ALAS1	0.002420516027708563
ALAS2	0.0028354872267392244
ALB	0.002767584391983301
ALCAM	0.002816903874806332
ALD	0.000491451842156766
ALDH1A1	0.0030352952986054866
ALDH1A2	0.0030667637411534642
ALDH1A3	0.0020247189242170783
ALDH2	0.0021553933213397064
ALDH3A1	0.0023466987064952173
ALDH3A2	0.0022096746331165245
ALDH3B1	0.0014250748843039616
ALDH3B2	0.0006141567570727964
ALDH4A1	0.0010082654737084288
ALDH5A1	0.0011534683835967257
ALDH7A1	0.0007123955196579977
ALDOA	0.002977961977597101
ALDOB	0.002738617013648389
ALDOC	0.0026988202443810256
ALG1	0.0002632604441932774
ALG10	0.0006636335154609637
ALG10B	0.000538240691338763
ALG11	0.00010980140139759523
ALG12	0.00015460323485692393
ALG13	0.0020753149514000304
ALG14	6.339604535875232e-05
ALG2	0.0010241388856406007
ALG3	0.00015460323485692374
ALG9	0.0006274479002465328
ALK	0.0030271286626956796
ALKAL1	0.00029654714039196246
ALKBH1	0.0005877620444014
ALKBH3	0.00022910217978826836
ALKBH8	0.0027879332592298297
ALMS1	0.0028436183275238327
ALOX12	0.0025397125915338874
ALOX12B	0.0017817084787917713
ALOX15	0.0005433384110756107
ALOX15B	0.0030904277543768073
ALOX5	0.002784449035081598
ALOX5AP	0.0024092564076690806
ALOXE3	0.0031042145778019605
ALPG	0.0027832625754985628
ALPI	0.0030230366788806242
ALPK1	0.0030875435028990808
ALPK3	0.00251306069390417
ALPL	0.002704853490071092
ALPP	0.0006529245784534375
ALPPL2	0.00017760955602697277
ALS2	0.0028571820738369997
ALS2CL	0.0023517556272765155
ALS2CR11	0.0021280138960405462
ALS2CR12	0.0001253524238224876
ALS2CR14	0.0017136927977989891
ALS2CR8	0.0017412862386948207
ALX1	0.0031294830338839345
ALX3	0.000862146750609506
ALX4	0.0025918780109929025
ALYREF	0.0030143957532084162
AMACR	0.0018234854789962555
AMBN	0.00221942171720197
AMBP	0.0029650740651110783
AMBRA1	0.0027303130848747186
AMD1	0.0017845359565691165
AMDHD2	0.00015521277700221894
AMELX	0.00273326623909756
AMELY	0.002309181890331843
AMER1	0.002984288610509808
AMER2	0.00255563897552299
AMER3	0.002310122788766685
AMFR	0.002954105302389717
AMH	0.002900801902711145
AMHR2	0.0027316148953490504
AMIGO1	0.00022300450552956426
AMIGO2	0.00013069989785529214
AMIGO3	0.00013069989785529208
AMN	0.0021367286499988265
AMOT	0.0026523961160628967
AMOTL1	0.0026922922580977096
AMOTL2	0.0024627228358458262
AMPD1	0.00044953808171934
AMPD3	0.002852971108228284
AMPH	0.0030230066929280105
AMT	0.0008489252051826101
AMTN	0.002219421717201634
AMY1A	0.0010527848101908753
AMY2A	0.0001233032875543746
ANAPC1	0.0029917359018983127
ANAPC10	0.0030268472333575664
ANAPC11	0.0029970143068688147
ANAPC13	0.0027080376921922336
ANAPC15	0.0029827815888373087
ANAPC16	0.002983555540728887
ANAPC2	0.0030222677748420507
ANAPC4	0.00298845775113284
ANAPC5	0.0030313950598349422
ANAPC7	0.0029959941833166
ANG	0.003076263586119434
ANGPT1	0.0030466496016369614
ANGPT2	0.0030251285147667737
ANGPT4	0.0029434656839818505
ANGPTL1	0.0022537051285606404
ANGPTL3	0.0027472755363829576
ANGPTL4	0.002903663941625747
ANGPTL7	0.0029432480583601174
ANGPTL8	0.0013799699470965685
ANK1	0.0028302774980387686
ANK2	0.002914437053264511
ANK3	0.0029224881959879954
ANKFY1	0.0023679471909945817
ANKH	0.0026057446833117125
ANKHD1	0.0028395186041774603
ANKLE2	0.0028695476747223683
ANKRA2	0.0027534678909086445
ANKRD1	0.002938012327825776
ANKRD11	0.0019773323488652644
ANKRD12	0.002445195529415747
ANKRD13A	0.0030668423985529183
ANKRD13B	0.0030684928673359443
ANKRD13D	0.0024195711934813916
ANKRD17	0.002354295306802016
ANKRD2	0.0027548572410686753
ANKRD23	0.0010819278065674898
ANKRD26	0.0023450819262637902
ANKRD27	0.0027268703721125783
ANKRD28	0.0021375224060782606
ANKRD44	0.000183702453269627
ANKRD49	0.0022471368060795805
ANKRD50	0.001551276831842936
ANKRD53	0.0004968832643052388
ANKRD54	0.0030422021063425666
ANKRD6	0.002631558988522467
ANKRD7	0.0009601169704297004
ANKRD9	0.0027773322538926794
ANKS1A	0.0027460055690931412
ANKS1B	0.0017418215704227665
ANKS3	0.0019791961747222565
ANKS4B	0.0025629055914440702
ANKS6	0.00012477462191993105
ANKZF1	0.00273832571057345
ANLN	0.00277100044229715
ANO1	0.0025726638304568485
ANO10	0.0006650492246439041
ANO2	0.0008842738172140922
ANO3	0.0006650492246439024
ANO4	0.000665049224643903
ANO5	0.0006650492246439034
ANO6	0.0008767114986117799
ANO7	0.0006650492246439033
ANO8	0.002291904636398438
ANO9	0.0006650492246439069
ANOS1	0.0020423667561857276
ANP32A	0.002866599405440714
ANP32B	0.002789079599980223
ANP32C	0.0030334970766381177
ANP32D	0.003009188195335814
ANP32E	0.002875954293107268
ANPEP	0.002235030084853983
ANTXR1	0.0028522690447483623
ANTXR2	0.0026765746686836104
ANXA1	0.0030458606821550573
ANXA11	0.0020086792234657275
ANXA13	0.0016226954858245574
ANXA2	0.0029145262932845487
ANXA2P2	0.0015369810410335472
ANXA3	0.0031327867405273584
ANXA4	0.0014138265900981908
ANXA5	0.0022435370290231965
ANXA6	0.002507402693605564
ANXA7	0.002536188932946794
ANXA9	0.0030595507399308833
AOC1	0.0003990597971408984
AOC2	0.00018422093260445592
AOC3	0.002960776096414359
AOPEP	0.002033252698353709
AOX1	0.00307895520434825
AP1AR	0.0011370072921385128
AP1B1	0.002951364922489933
AP1G1	0.00289656414647873
AP1G2	0.0028368242344271283
AP1M1	0.0029164885321228437
AP1M2	0.0028499311568806595
AP1S1	0.0028664091289029997
AP1S2	0.0028461423899562074
AP1S3	0.0028367969912904685
AP2A1	0.003083474926046706
AP2A2	0.0030775536006094045
AP2B1	0.003077988408175489
AP2M1	0.003083640696378784
AP2S1	0.003060161460019054
AP3B1	0.0023542556171081137
AP3B2	0.0027576699969257676
AP3D1	0.002433168748158194
AP3M1	0.0027046486321995874
AP3S1	0.0026287356191057746
AP3S2	0.0026917746836254844
AP4B1	0.0029671326717316147
AP4E1	0.0027670123404444436
AP4M1	0.0023345750989294096
AP4S1	0.0027475385584914656
AP5B1	0.00016585835796293627
AP5M1	0.0001658583579629364
AP5S1	0.0002589139374272079
AP5Z1	0.0002589139374272081
APAF1	0.002928753227698786
APBA1	0.002714235359083908
APBA2	0.003015387669860642
APBA3	0.002779731995719762
APBB1	0.0030064727839485684
APBB1IP	0.002973494438858743
APBB2	0.0029980701210109055
APBB3	0.002828051467930192
APC	0.0031123409010208286
APC2	0.002931418120340606
APCDD1	0.0021466600428770603
APCS	0.0029631906354493517
APE1	0.0022090736834926724
APEH	0.0021263356621479003
APEX1	0.003075934571136707
APEX2	0.0028841275230133325
APH1A	0.0027900669399261078
APH1B	0.0028207082074652883
API5	0.002537532562304377
APIP	0.0020743989410701305
APLF	0.00246336999981306
APLN	0.0030067513322887232
APLNR	0.003079815478528015
APLP1	0.0027000930241582125
APLP2	0.002915055456235894
APMAP	0.00029679287071987694
APOA1	0.003002377343206312
APOA1BP	0.001081680789553936
APOA2	0.0029618915548122507
APOA4	0.002335707926433376
APOA5	0.0027267369968896776
APOB	0.003060248167319295
APOBEC1	0.0025933833349009445
APOBEC2	0.0004718121759171052
APOBEC3A	0.0028790151792330875
APOBEC3B	0.002650815376888805
APOBEC3C	0.0027722058469702225
APOBEC3D	0.0004003040693741895
APOBEC3F	0.0026332397185586313
APOBEC3G	0.002963311491969645
APOBEC3H	0.002763324303083388
APOBR	0.0027841293524911094
APOC1	0.0023026672031234464
APOC2	0.002383673845224735
APOC3	0.0027742262091732476
APOC4	0.002417145238590201
APOD	0.002604462309204064
APOE	0.002990264977592892
APOF	0.002511704177314169
APOH	0.002343843888069085
APOL1	0.002417759973709141
APOL2	0.002430060064318219
APOL3	0.0003492815846098025
APOL4	0.0025027011286680423
APOL5	0.0027549284029196805
APOM	0.00255176972184562
APOO	0.0010628719705664032
APOOL	0.0010628719705663688
APP	0.0031861889928546743
APPBP2	0.002920647228320658
APPL1	0.002914723514623126
APPL2	0.0027508550849435665
APRT	0.0025499715089487263
APTX	0.0028456946927841176
AQP1	0.0029737119351404564
AQP2	0.003061209977995701
AQP3	0.002707711071772606
AQP4	0.0026507109698430927
AQP5	0.0027339035523087983
AQP6	0.00040016659322636406
AQP7	0.002602656154815556
AQR	0.003080071413781934
AR	0.003196138386382748
ARAF	0.003099007048160295
ARAP1	0.002950648481951743
ARAP2	0.0028501265966433174
ARAP3	0.002906078370870221
ARC	0.0027430193150439278
ARCN1	0.002837438150240599
ARD1A	0.0010116298220861615
AREG	0.003126108428624057
AREL1	0.003069027419750083
ARF1	0.00295311878811698
ARF3	0.0027826924136152256
ARF4	0.00290584274741587
ARF5	0.0026300600051686767
ARF6	0.003076753495391329
ARFGAP1	0.002891992520944959
ARFGAP2	0.002487671559750933
ARFGAP3	0.0028633211987795096
ARFGEF1	0.0027183371243907207
ARFGEF2	0.0021666579462572065
ARFIP1	0.002199920715383905
ARFIP2	0.0024283122764057396
ARFRP1	0.0027717995880311556
ARG1	0.0029136197070646808
ARG2	0.0026737840018273024
ARHGAP1	0.002921142323151782
ARHGAP10	0.002906056646363296
ARHGAP11A	0.002835925622670158
ARHGAP11B	0.0028248324014109316
ARHGAP12	0.0028546082877911475
ARHGAP15	0.0029774651962679696
ARHGAP17	0.0029440891058769287
ARHGAP18	0.0028571731309692617
ARHGAP19	0.0028690878099413013
ARHGAP20	0.0028248324014108154
ARHGAP21	0.002936671632239492
ARHGAP22	0.002826881849218858
ARHGAP23	0.0028248324014112217
ARHGAP24	0.0029384353864278737
ARHGAP25	0.002815166135332344
ARHGAP26	0.0029169376865144305
ARHGAP27	0.0011933682294546057
ARHGAP28	0.00282483240141128
ARHGAP29	0.0029017962418218576
ARHGAP30	0.0028349376855489484
ARHGAP31	0.0028349376855488313
ARHGAP32	0.0028666729245585684
ARHGAP33	0.0028633042478437313
ARHGAP35	0.002986840267272222
ARHGAP36	0.0028248324014109897
ARHGAP39	0.00283686914792172
ARHGAP4	0.0028309413042595113
ARHGAP40	0.0028248324014105253
ARHGAP44	0.002838835685246367
ARHGAP45	0.0028248324014108154
ARHGAP5	0.0029053017995909263
ARHGAP6	0.0028300154500953563
ARHGAP8	0.002895043225084155
ARHGAP9	0.0029814820668702343
ARHGDIA	0.003066985602240167
ARHGDIB	0.003064574559690272
ARHGDIG	0.003050341811456223
ARHGEF1	0.003008135634075943
ARHGEF10	0.002994907312671665
ARHGEF10L	0.003105331657964159
ARHGEF11	0.002866380993450204
ARHGEF12	0.00293043259950595
ARHGEF15	0.0024132377008962438
ARHGEF16	0.002851015366506377
ARHGEF17	0.0028445429392455236
ARHGEF18	0.0029670946592457704
ARHGEF19	0.0028518848992212767
ARHGEF2	0.0030030040420174773
ARHGEF25	0.0030160355678084476
ARHGEF26	0.0028248324014108154
ARHGEF28	0.0030258118215345906
ARHGEF3	0.002850960112134944
ARHGEF4	0.0028723448823841135
ARHGEF5	0.002970963522047954
ARHGEF6	0.003057554453916465
ARHGEF7	0.003087983154588054
ARHGEF9	0.002856989288287573
ARID1A	0.0031051558200698545
ARID1B	0.003056678927102075
ARID2	0.002587571988125407
ARID3A	0.0029821057467537934
ARID3B	0.002925624223639005
ARID3C	0.0005878345107390718
ARID4A	0.002951969934896257
ARID4B	0.002898820423428138
ARID5A	0.002849882778677439
ARID5B	0.002901733712061312
ARIH1	0.0029792615090270206
ARIH2	0.0028381505596589895
ARL1	0.002503634481065889
ARL11	0.0014975820659897867
ARL13B	0.002988027791566513
ARL14	0.0019458089076446672
ARL15	0.0021051724083684382
ARL17A	0.0028082392643209338
ARL2	0.0025765232979549743
ARL2-SNX15	0.0025306928101096926
ARL2BP	0.003009905137953325
ARL3	0.0023755585450662736
ARL4A	0.00299951168110334
ARL4C	0.00280841778561575
ARL4D	0.002867041842880842
ARL5A	0.002049312296462985
ARL5B	0.002624080090235008
ARL6	0.001660152902647844
ARL6IP1	0.0019884288025536503
ARL6IP4	0.002172969416188833
ARL6IP5	0.001839052143838341
ARL6IP6	0.0008142515402293092
ARL8A	0.0028850438765118352
ARL8B	0.003066888390163346
ARMC10	0.0029792902487423907
ARMC7	0.0009575913204225843
ARMC8	0.0005929733036144806
ARMCX2	0.0022397807886811944
ARMCX3	0.0029858211461794887
ARMT1	0.002675291343687131
ARNT	0.00307981947378989
ARNT2	0.0029195854715807594
ARNTL	0.0030549935890112415
ARNTL2	0.0030291121555378227
ARPC1A	0.003074147994138194
ARPC1B	0.002958020875772644
ARPC2	0.0030683639200565598
ARPC3	0.0030730577867359036
ARPC4	0.0030694875171030345
ARPC4-TTLL3	0.0027009408210348063
ARPC5	0.003072900378309029
ARPC5L	0.002857257274662208
ARPIN-AP3S2	0.0026243210411078313
ARPP19	0.0019870548496514493
ARR3	0.002979926007260715
ARRB1	0.0031606142004615596
ARRB2	0.003163940070224779
ARRDC1	0.002315081102800716
ARRDC3	0.0023871943632676686
ARRDC4	0.00175682530105108
ARSA	0.0018968311113749046
ARSB	0.00311869971217208
ARSD	0.0005621300667493723
ARSE	0.0015493649634334581
ARSF	0.001338032635565923
ARSG	0.0005621300667493711
ARSH	0.0005621300667493709
ARSI	0.0005621300667493714
ARSJ	0.0005621300667493715
ARSK	0.0005621300667493719
ART1	0.000919073313417876
ART3	0.0019288265437543831
ART4	0.0019288265437542428
ARTN	0.002970640936135355
ARVCF	0.0026132473517931046
ARX	0.002663258464150515
ASAH1	0.0028261892921989462
ASAH2	0.003104011432507635
ASAP1	0.002829842321603897
ASAP2	0.0027459207895315007
ASAP3	0.0024130096977951366
ASB1	0.0027773322538924548
ASB10	0.002777332253892778
ASB11	0.002824765740389059
ASB12	0.0027773322538927076
ASB13	0.002824312330004747
ASB14	0.002777332253892497
ASB15	0.0027773322538925814
ASB16	0.002810867699992608
ASB17	0.0028006227981555625
ASB18	0.0027773322538926512
ASB2	0.0029097377867815678
ASB3	0.002784836450657712
ASB4	0.0028040575403325066
ASB5	0.0027773322538927636
ASB6	0.0028029588694499685
ASB7	0.0027773322538927215
ASB8	0.0027884146846124257
ASB9	0.0027898632056515002
ASCC1	0.00028161088010341973
ASCC2	0.0023069110900486873
ASCC3	0.002078809938467881
ASCL1	0.00305456847535968
ASCL2	0.003117306714193977
ASCL3	0.002610489284902039
ASCL4	0.002761689714088092
ASF1A	0.002863284121145113
ASF1B	0.0028288711763485466
ASGR1	0.0029475312927772636
ASGR2	0.0028620667705214317
ASH1L	0.002925471932906087
ASH2L	0.003139682104693125
ASIC1	0.0008473673545655506
ASIC2	0.0010991414457789239
ASIC3	0.0008473673545655495
ASIC4	0.00038736501316779387
ASIC5	0.0007746221545595827
ASIP	0.0024643284705858593
ASL	0.0029824241139586464
ASMTL	6.360114236245988e-05
ASNA1	0.0024840885233564656
ASNS	0.002959153682047613
ASPH	0.0029414137918471017
ASPM	0.002949304591607006
ASPN	0.0018443100610118573
ASPSCR1	0.0024082124319075244
ASS1	0.0028768578359237985
ASTL	0.002569569500484977
ASXL1	0.002975309848255781
ASXL2	0.0027855312631714156
ASXL3	0.0028966735844877687
ASZ1	0.0014513385049438252
ATAD1	0.001124286123444654
ATAD2	0.0030710533901125727
ATAD2B	0.0026575081426090056
ATAD3A	0.002894073759158058
ATAD5	0.0027940629615700124
ATAT1	0.00018478342533825284
ATCAY	0.0031347835030454737
ATE1	0.0001237983021219657
ATF1	0.0031161488272063668
ATF2	0.0031802279378639197
ATF3	0.0031098563446361467
ATF4	0.0031495011801525165
ATF5	0.00295003471600863
ATF6	0.0028636255763630496
ATF6B	0.0030871906951087254
ATF7	0.0030486684271200768
ATF7IP	0.00294488303458715
ATF7IP2	0.0025432932192487098
ATG10	0.0022495873521596117
