gene	betweenness
ACTA1	0.00034798990013351334
ACTA2	0.0001567762021922454
ACTB	0.0035255224516481678
ACTBL2	5.8352345978100905e-05
ACTC1	9.538404980756208e-05
ACTG1	0.00086395901368379
ACTG2	5.7654786438951424e-05
ACTL6A	0.0001271260634668807
ACTL6B	1.518216262438095e-05
ACTL7A	3.782113324410079e-09
ACTN1	0.0005098386472355108
ACTN2	0.000343349844893095
ACTN3	8.057968102228497e-05
ACTN4	0.0002651024257021649
ACTR10	8.36745044634393e-05
ACTR1A	0.00018916469905307388
ACTR1B	0.00013923956827582173
ACTR2	0.0003871395892989424
ACTR3	0.0002470590024213176
ACTR3B	9.972128947945e-06
ACTR3C	3.482135582141409e-05
ACTR5	4.88680663355481e-06
ACTR6	4.4129551154106115e-08
ACTR8	2.491681334583806e-05
ACVR1	0.00014591736510032038
ACVR1B	4.271690575698393e-05
ACVR1C	1.7163110112908732e-06
ACVR2A	9.328633160371878e-06
ACVR2B	1.399722040505087e-05
ACVRL1	4.253735926974182e-05
ACY1	1.808662177885832e-07
ADA	1.8872715661947884e-05
ADA2	1.3700622476814403e-05
ADAM10	8.845042189040351e-05
ADAM11	9.625231821256753e-07
ADAM12	4.291438316680338e-05
ADAM15	5.830022627739949e-05
ADAM17	9.708090043589003e-05
ADAM19	4.871193058448382e-05
ADAM2	2.99557388499271e-05
ADAM20	7.842507575157273e-07
ADAM21	7.842507575157273e-07
ADAM22	3.507351740772449e-05
ADAM23	1.251725119465609e-05
ADAM28	1.8961353177679742e-05
ADAM30	7.842507575157273e-07
ADAM33	1.1478135776139162e-06
ADAM3B	0.0
ADAM8	1.7681085881562946e-06
ADAM9	5.9409533856676734e-05
ADAMTS1	1.0999530601523347e-05
ADAMTS13	3.7462748486556936e-05
ADAMTS14	1.6452091148935928e-06
ADAMTS16	8.86278972748651e-06
ADAMTS2	1.6452091148935928e-06
ADAMTS3	5.336430490872534e-06
ADAMTS4	5.4034805455720294e-05
ADAMTS5	8.031464327160228e-05
ADAMTS7	1.6478599807630103e-09
ADAMTS8	6.712478274593308e-06
ADAMTS9	0.0
ADAMTSL1	7.569703837134962e-07
ADAMTSL2	1.0251239438885637e-06
ADAMTSL4	3.328589857541015e-05
ADAP1	9.994420121451942e-05
ADAP2	8.712458556615798e-07
ADAR	2.0768334972326226e-05
ADARB1	2.2882881963191274e-06
ADCK1	7.032435628368813e-08
ADCK2	1.0727316700922923e-07
ADCY1	5.168899561742041e-05
ADCY10	2.4107548674258945e-05
ADCY2	3.503108550030535e-05
ADCY3	0.00010120973554846794
ADCY4	3.432027499932358e-05
ADCY5	7.414373327213366e-05
ADCY6	0.00032197045966113894
ADCY7	7.655812305530857e-05
ADCY8	0.00010657024390877151
ADCY9	5.3015205764068144e-05
ADCYAP1	1.5133766836425938e-05
ADCYAP1R1	4.359313496870493e-05
ADD1	0.00018202184104037218
ADD2	3.795260320970652e-05
ADD3	0.00018294161862051
ADGRA2	4.33963972879258e-06
ADGRB1	1.3500502961437508e-05
ADGRB3	2.0749049895099887e-05
ADGRD2	2.502901968327533e-07
ADGRF1	1.6620322393859492e-06
ADGRF5	1.500715922271298e-06
ADGRG1	2.752679723094108e-05
ADGRG5	1.6611229826362863e-06
ADGRL3	1.8961453297281333e-08
ADGRV1	1.047005023537871e-05
ADH1A	5.55792958529468e-07
ADH1B	5.55792958529468e-07
ADH1C	5.55792958529468e-07
ADH4	5.55792958529468e-07
ADH5	0.00033580362759516526
ADH6	9.617977053636414e-05
ADH7	1.824429890307023e-05
ADI1	1.5510197700570973e-08
ADIPOQ	1.1701119133543368e-05
ADIPOR1	3.87377803210853e-06
ADIPOR2	2.821643197234505e-06
ADIRF	1.4949445248129204e-05
ADM	5.079081444410929e-05
ADM2	3.551613371986226e-06
ADNP	1.5858787290364673e-06
ADNP2	1.623476957778533e-05
ADORA1	6.032464666295934e-05
ADORA2A	9.180944539208126e-05
ADORA2B	3.809930040592626e-05
ADORA3	7.5910512266622e-06
ADPGK	1.5089097191555414e-05
ADPRH	5.015613029885835e-08
ADPRHL2	2.891636196194128e-07
ADRA1A	8.150044531944721e-05
ADRA1B	5.660437448230095e-05
ADRA1D	3.952236784643624e-05
ADRA2A	5.033000539901622e-05
ADRA2B	7.899952860414703e-05
ADRA2C	8.628979375570907e-05
ADRB1	0.00011476615444758003
ADRB2	0.00024184651096324498
ADRB3	9.174878926131569e-05
ADRBK1	1.9680494373884032e-05
ADRBK2	4.583123766641991e-07
ADRM1	9.280303015292679e-05
ADSL	7.848321298627461e-05
ADSS	1.8115011714996274e-05
ADSS1	1.683719606944144e-06
ADSS2	3.9566490126452035e-06
ADTRP	5.120575781991092e-06
AEBP1	1.2445366839451105e-07
AEBP2	2.779424680003937e-05
AES	1.488759542832494e-05
AFAP1	1.0920906892995285e-05
AFAP1L2	0.00017922643282358125
AFDN	6.50392856926195e-05
AFF1	0.00016474670339821325
AFF4	2.8222552479107156e-05
AFG1L	3.812698899653299e-05
AFG3L2	9.43490490433568e-05
AFP	7.93007751130364e-05
AFTPH	3.947146625258023e-08
AGA	1.6338440808114686e-05
AGAP1	2.233761348653197e-06
AGAP2	3.0007921652292434e-05
AGBL5	8.177506643731062e-08
AGER	8.457598481900173e-05
AGFG1	6.6398350932139415e-06
AGFG2	7.086883590275753e-08
AGGF1	5.027115416891016e-05
AGK	7.033499264860705e-05
AGL	1.4650616800910506e-05
AGO1	1.835745241285288e-05
AGO2	9.776384181081092e-05
AGO3	1.330741671503161e-07
AGO4	3.1736008896301863e-06
AGPAT1	3.370574898727417e-06
AGPAT2	5.687601196216476e-06
AGPAT3	0.0
AGPAT5	3.064838518154133e-05
AGPAT6	9.024795059006787e-07
AGPS	3.36113645299709e-07
AGR2	7.262109678629778e-05
AGR3	2.0287110858902791e-07
AGRN	0.0003151999269618774
AGRP	7.6198639497709745e-06
AGT	0.00036405173327830895
AGTPBP1	9.538486066116265e-05
AGTR1	7.126975200833338e-05
AGTR2	0.00014586676788642936
AGTRAP	4.4893292132423414e-05
AGXT	3.376969172767938e-05
AHCTF1	8.971042009162748e-06
AHCY	7.764184473270519e-06
AHCYL1	6.27815696381853e-05
AHCYL2	4.154243961643805e-06
AHDC1	6.214784078355999e-07
AHI1	3.298519082932466e-05
AHNAK	2.1546775176776376e-05
AHNAK2	7.374039502510314e-07
AHR	0.00026559084071824834
AHRR	3.0639908752673646e-05
AHSA1	4.9388283916075886e-05
AHSA2	9.164676366606879e-07
AHSG	5.214776271159101e-05
AHSP	5.3418873748390726e-05
AICDA	2.0548906265157215e-05
AIDA	2.33557531283505e-07
AIF1	9.686569053139502e-05
AIF1L	3.272660491607772e-07
AIFM1	8.756731638540012e-05
AIFM2	7.171481557613011e-05
AIM2	7.666313068942385e-06
AIMP1	8.64311212192299e-06
AIMP2	3.259383428365401e-05
AIP	0.00018512993930532668
AIPL1	0.0001867375873680695
AIRE	2.104386856633645e-05
AJAP1	0.0001103283731325048
AJUBA	0.00047837436435175645
AK1	2.4596790399282197e-07
AK2	3.525306083358199e-05
AK5	7.5925226987024e-05
AK6	2.8283575767161458e-06
AKAP1	0.00016713295834782285
AKAP10	0.00012154012744984844
AKAP11	6.317680640689137e-05
AKAP12	0.0002349750357477797
AKAP13	5.4928177118771e-05
AKAP14	6.614621955948451e-06
AKAP17A	4.000092332172777e-06
AKAP2	5.250389358736183e-07
AKAP3	5.087534101947595e-06
AKAP4	3.6037995623718627e-06
AKAP5	4.4486339451192836e-05
AKAP6	5.940351836508031e-06
AKAP7	6.5002574145433565e-06
AKAP8	2.5422614354028033e-05
AKAP8L	3.102854953914455e-05
AKAP9	0.00013333013357409363
AKD1	1.7610669288954012e-08
AKIP1	2.469254194495194e-05
AKIRIN2	0.00010144985489168808
AKNA	1.791383733529418e-06
AKNAD1	1.5761446529310706e-05
AKR1A1	2.2375769554555528e-07
AKR1B1	7.101103119749133e-05
AKR1B10	2.699786134863745e-05
AKR1C1	0.0006586447297231303
AKR1C2	4.515729377595654e-05
AKR1C3	0.0003131147085936061
AKR1C4	4.779876423022432e-11
AKR1D1	3.361418327309349e-07
AKR1E2	5.142444692109493e-06
AKR7A2	0.00013038510857798905
AKR7A3	4.382966948774006e-06
AKT1	0.007471043583731358
AKT1S1	0.00012713993438259744
AKT2	0.0007209193761278969
AKT3	0.0003978417687551229
AKTIP	3.067897095959257e-05
ALAD	8.333617194806117e-06
ALAS1	1.5427671318892687e-05
ALAS2	1.79718455348857e-05
ALB	0.00013635419081591747
ALCAM	1.3022052323272095e-05
ALD	1.0111056898140187e-07
ALDH1A1	6.713675168177092e-05
ALDH1A2	2.5174157056283343e-05
ALDH1A3	0.000155425393331091
ALDH2	1.7498800037663844e-05
ALDH3A1	0.00039959512368549727
ALDH3A2	2.7313180921131176e-05
ALDH3B1	1.7203806952616213e-05
ALDH3B2	1.7649644083814957e-06
ALDH4A1	6.819167008153636e-07
ALDH5A1	1.0012044049212638e-05
ALDH7A1	1.5785465518539374e-08
ALDOA	0.00010925546101328126
ALDOB	1.608814792049649e-05
ALDOC	2.9871950698077438e-05
ALG1	4.917685408477989e-06
ALG10	1.2227765916585608e-06
ALG10B	1.623984405904828e-09
ALG11	0.0
ALG12	0.0
ALG13	0.0001317786040863089
ALG14	0.0
ALG2	0.00012867734786822652
ALG3	0.0
ALG9	8.966525308864736e-05
ALK	6.260403310827621e-05
ALKAL1	1.0613310076013756e-10
ALKBH1	1.6617634511305158e-08
ALKBH3	0.0
ALKBH8	5.6119117605722404e-05
ALMS1	2.78379557095033e-05
ALOX12	1.819059225942981e-05
ALOX12B	2.51386045378206e-06
ALOX15	8.278289501327381e-09
ALOX15B	0.00018250448146658714
ALOX5	7.827917584713069e-06
ALOX5AP	2.5011506972164106e-06
ALOXE3	4.5920429887115225e-05
ALPG	0.0001182238416219815
ALPI	0.0003545258386451965
ALPK1	8.769014919558696e-05
ALPK3	3.606099012213793e-06
ALPL	0.00011404538148274513
ALPP	2.5977472887261137e-05
ALPPL2	0.0
ALS2	5.692813179664669e-05
ALS2CL	3.4612470329864308e-06
ALS2CR11	4.924404340712308e-06
ALS2CR12	0.0
ALS2CR14	7.778791320622162e-07
ALS2CR8	1.399488132580614e-06
ALX1	0.00020413492144774086
ALX3	2.7763011011534305e-09
ALX4	6.217918629896546e-06
ALYREF	2.1789637254945093e-05
AMACR	2.747807818656724e-10
AMBN	4.2863449658820943e-07
AMBP	0.00011212741003039843
AMBRA1	1.6429745400605675e-05
AMD1	8.493998578326189e-08
AMDHD2	3.613044994546762e-07
AMELX	4.7398913551616465e-05
AMELY	2.477628796042592e-06
AMER1	2.41260859263115e-05
AMER2	2.1761448103484384e-06
AMER3	4.745286598647126e-07
AMFR	3.001659944409534e-05
AMH	4.0428251604402806e-05
AMHR2	1.2738122427686394e-05
AMIGO1	5.3326169303851745e-06
AMIGO2	0.0
AMIGO3	0.0
AMN	1.2900406753591589e-05
AMOT	2.843651996697079e-05
AMOTL1	8.120418188374053e-06
AMOTL2	3.0573898535703104e-05
AMPD1	1.1801124842657556e-08
AMPD3	2.9047038987612792e-05
AMPH	5.818120007237419e-05
AMT	4.0143239539762744e-08
AMTN	4.2863449658820943e-07
AMY1A	4.221140719432157e-06
AMY2A	0.0
ANAPC1	1.451617225701751e-05
ANAPC10	3.664780861979221e-05
ANAPC11	1.5965644922654604e-05
ANAPC13	2.8059242109920116e-06
ANAPC15	1.0264684275937503e-05
ANAPC16	1.05544762212644e-05
ANAPC2	3.0025786647548033e-05
ANAPC4	1.21706877677869e-05
ANAPC5	6.708108986985164e-05
ANAPC7	1.492488727915748e-05
ANG	8.37365404223807e-05
ANGPT1	3.258997949233906e-05
ANGPT2	3.080652648818686e-05
ANGPT4	8.423920473842537e-06
ANGPTL1	1.8146661947439694e-07
ANGPTL3	1.7529155168248324e-05
ANGPTL4	1.638442549328905e-05
ANGPTL7	1.5761446529310706e-05
ANGPTL8	2.701028239281042e-07
ANK1	0.00010573014709581835
ANK2	0.00011942952708918996
ANK3	0.00012248928185367447
ANKFY1	7.462042596764943e-06
ANKH	1.993793162711513e-06
ANKHD1	6.39546828837903e-05
ANKLE2	2.6021118281654247e-05
ANKRA2	2.023928952465898e-05
ANKRD1	3.7790796041248885e-05
ANKRD11	3.091043212620758e-07
ANKRD12	4.363579841222503e-06
ANKRD13A	3.8071878872888395e-05
ANKRD13B	0.00012519808730309222
ANKRD13D	1.1478135776139162e-06
ANKRD17	4.581668641054181e-06
ANKRD2	2.0631449512488538e-05
ANKRD23	1.346023185746636e-07
ANKRD26	1.0054936310471134e-05
ANKRD27	3.604592488738575e-05
ANKRD28	1.2978658494240594e-06
ANKRD44	4.139544126266173e-09
ANKRD49	6.122348687639823e-07
ANKRD50	1.8353625087171538e-06
ANKRD53	2.2957751998471265e-09
ANKRD54	0.00026419899417505076
ANKRD6	3.0264099585271716e-06
ANKRD7	5.601688788502803e-08
ANKRD9	1.4537380465854521e-06
ANKS1A	7.417583434317102e-06
ANKS1B	1.6004146773440895e-06
ANKS3	1.8385450848358668e-05
ANKS4B	2.8510663445192094e-05
ANKS6	0.0
ANKZF1	3.276916129514886e-05
ANLN	4.1229102254492486e-05
ANO1	0.0007148112139083495
ANO10	0.0
ANO2	2.149782518403308e-05
ANO3	0.0
ANO4	0.0
ANO5	0.0
ANO6	6.005762706962609e-06
ANO7	0.0
ANO8	0.00016641817888777852
ANO9	0.0
ANOS1	1.3662445951559517e-07
ANP32A	5.314246007908544e-05
ANP32B	1.65575780114666e-05
ANP32C	6.226557308359619e-05
ANP32D	2.3820526971233593e-05
ANP32E	5.263371116350441e-06
ANPEP	1.063115607471323e-06
ANTXR1	3.7069772538704496e-05
ANTXR2	3.847885416546622e-05
ANXA1	8.37842186768022e-05
ANXA11	1.7816975535667987e-05
ANXA13	5.046706527213953e-07
ANXA2	5.013067785888608e-05
ANXA2P2	8.900755502782176e-07
ANXA3	0.000331081076887814
ANXA4	9.642769927745939e-05
ANXA5	1.8056114628929437e-05
ANXA6	6.048719806107791e-05
ANXA7	3.817054506955688e-05
ANXA9	0.00017833899167565265
AOC1	0.0
AOC2	1.3594877972177267e-08
AOC3	0.00010039211980102348
AOPEP	7.25365894736438e-07
AOX1	0.00011166411140938006
AP1AR	2.0740907343360464e-07
AP1B1	0.00016189810867455796
AP1G1	0.00011478171964902264
AP1G2	3.5799372303106395e-05
AP1M1	0.00015318084027803625
AP1M2	3.2060279850699385e-05
AP1S1	3.225928779106247e-05
AP1S2	2.5346891479776048e-05
AP1S3	1.4375159514911492e-05
AP2A1	0.00037850536701123006
AP2A2	0.00016863296770577857
AP2B1	0.0002560739250146718
AP2M1	0.00043808702431004875
AP2S1	0.0002447720560769674
AP3B1	5.478582432642143e-06
AP3B2	1.556637036140847e-05
AP3D1	0.00015831060835473076
AP3M1	1.2500246050533476e-05
AP3S1	5.9034052674348056e-06
AP3S2	1.2509957493569101e-05
AP4B1	3.2947282989449665e-05
AP4E1	1.7242740863604655e-05
AP4M1	1.146662721907636e-05
AP4S1	7.233449178778962e-06
AP5B1	0.0
AP5M1	0.0
AP5S1	3.0439433517628362e-05
AP5Z1	3.0439433517628362e-05
APAF1	0.00011712424152153306
APBA1	5.376489802073535e-05
APBA2	0.00018619961490969145
APBA3	6.168185309946171e-05
APBB1	0.00014787160337801633
APBB1IP	4.672080358798947e-05
APBB2	8.671686165324568e-05
APBB3	2.7692019326441447e-05
APC	0.00034771608964148475
APC2	2.629366786106198e-05
APCDD1	6.776734033766683e-07
APCS	0.00014301341126381927
APE1	2.8297142164427997e-06
APEH	1.751543391356377e-05
APEX1	0.00030232235514253403
APEX2	4.5322709973322616e-05
APH1A	1.2973652326844835e-05
APH1B	1.8649401618737687e-05
API5	1.0132182110761655e-05
APIP	7.007413379957416e-06
APLF	3.79637033267271e-05
APLN	1.1888874182780297e-05
APLNR	2.3814193520233305e-05
APLP1	5.3025512573050933e-05
APLP2	5.514617954869807e-05
APMAP	3.539604972529283e-11
APOA1	0.0005242493381665189
APOA1BP	1.3990678609322948e-07
APOA2	0.00023409513961595828
APOA4	8.492782087757438e-06
APOA5	2.5353303168323747e-05
APOB	0.0003000508869104652
APOBEC1	1.7021450227845428e-05
APOBEC2	2.6034655761976784e-07
APOBEC3A	2.1431603022730974e-05
APOBEC3B	3.143047131393551e-06
APOBEC3C	3.791138704303026e-05
APOBEC3D	3.9406111721776933e-10
APOBEC3F	5.747619355238025e-06
APOBEC3G	7.655052094627461e-05
APOBEC3H	6.6869965989173446e-06
APOBR	2.157604183579184e-05
APOC1	5.329624268328903e-06
APOC2	9.78178770346791e-06
APOC3	3.118433960717675e-05
APOC4	4.385554309733657e-06
APOD	3.708018371857564e-05
APOE	0.00011869392632346929
APOF	1.2368044066930907e-05
APOH	9.94777847133412e-06
APOL1	1.460423180304546e-05
APOL2	1.0567416902298062e-06
APOL3	2.761808112550079e-09
APOL4	5.021029320677916e-06
APOL5	4.55427641088404e-06
APOM	1.8542745715395876e-05
APOO	6.981471029382688e-08
APOOL	6.981471029382688e-08
APP	0.006977260827042531
APPBP2	0.00011728083045867137
APPL1	4.38410825671652e-05
APPL2	1.2106631742169247e-05
APRT	4.760124052445376e-05
APTX	2.6403313198677684e-05
AQP1	0.00019824689774007408
AQP2	3.502165615136772e-05
AQP3	3.095303600644731e-05
AQP4	2.0601990844642603e-05
AQP5	0.00011041099956522205
AQP6	5.492900271354422e-10
AQP7	5.7280387314873125e-06
AQR	5.99188407898742e-05
AR	0.004890075082048387
ARAF	0.00016944904184523947
ARAP1	7.968942461874674e-05
ARAP2	1.1283615666596743e-05
ARAP3	8.053016456611104e-06
ARC	4.049155770462146e-05
ARCN1	2.4958698961661418e-05
ARD1A	1.1625511181435236e-06
AREG	0.000479216839382594
AREL1	4.4351901687777025e-05
ARF1	0.00018065388678082243
ARF3	5.980461623114319e-05
ARF4	0.0001068986529546673
ARF5	1.1103136182310702e-05
ARF6	0.0003653885158863379
ARFGAP1	4.758044654311549e-05
ARFGAP2	2.51668095042329e-06
ARFGAP3	5.290210592437556e-05
ARFGEF1	8.991254774491139e-06
ARFGEF2	8.166228006235797e-06
ARFIP1	8.41492657743339e-06
ARFIP2	1.7691628258419434e-05
ARFRP1	8.280420123714574e-05
ARG1	1.7068084682445125e-05
ARG2	1.0912980805977834e-06
ARHGAP1	2.2040201699511767e-05
ARHGAP10	1.366689500840734e-05
ARHGAP11A	3.021656590247706e-06
ARHGAP11B	2.1198085275490067e-06
ARHGAP12	4.539369048829573e-06
ARHGAP15	4.942139290135508e-05
ARHGAP17	2.373026916621667e-05
ARHGAP18	4.4175210674431374e-05
ARHGAP19	1.4664864238992896e-05
ARHGAP20	2.1198085275490067e-06
ARHGAP21	3.7684196104165316e-05
ARHGAP22	3.2710795076999713e-06
ARHGAP23	2.1198085275490067e-06
ARHGAP24	4.031324516519639e-05
ARHGAP25	8.077785761733766e-06
ARHGAP26	2.0027752521536458e-05
ARHGAP27	4.465987876178333e-08
ARHGAP28	2.1198085275490067e-06
ARHGAP29	7.59487663371743e-05
ARHGAP30	2.4504575331032327e-06
ARHGAP31	2.4504575331032327e-06
ARHGAP32	5.0185826052327435e-06
ARHGAP33	3.5428077935695348e-06
ARHGAP35	3.732014391378109e-05
ARHGAP36	2.1198085275490067e-06
ARHGAP39	2.847416870135306e-06
ARHGAP4	5.039680894614636e-06
ARHGAP40	2.1198085275490067e-06
ARHGAP44	2.658071792990071e-06
ARHGAP45	2.1198085275490067e-06
ARHGAP5	2.5148328223608954e-05
ARHGAP6	9.452434737662651e-06
ARHGAP8	1.274051625532339e-05
ARHGAP9	8.822518495884784e-05
ARHGDIA	0.000141745805485517
ARHGDIB	0.00010225999316192593
ARHGDIG	9.267798089511393e-05
ARHGEF1	6.520770054556134e-05
ARHGEF10	0.00015704181401618865
ARHGEF10L	0.000249421448129187
ARHGEF11	2.9695222559669925e-05
ARHGEF12	3.432720723517401e-05
ARHGEF15	5.593119538601819e-06
ARHGEF16	3.337301074204041e-06
ARHGEF17	4.212466292029133e-06
ARHGEF18	3.401964027949705e-05
ARHGEF19	5.441890421277673e-06
ARHGEF2	7.014024968612025e-05
ARHGEF25	3.4040253776643735e-05
ARHGEF26	2.1198085275490067e-06
ARHGEF28	6.365827389148061e-05
ARHGEF3	5.020119982874641e-06
ARHGEF4	1.0623861987078239e-05
ARHGEF5	2.8255941003566917e-05
ARHGEF6	0.00014616303346852978
ARHGEF7	0.0002446724554903683
ARHGEF9	4.962768878369842e-05
ARID1A	8.42893983168051e-05
ARID1B	6.43706650191102e-05
ARID2	7.180665466639104e-06
ARID3A	3.396603611550504e-05
ARID3B	2.3991644430875194e-05
ARID3C	4.849344711461351e-09
ARID4A	1.0269869782641503e-05
ARID4B	1.2597516059997576e-05
ARID5A	4.287237338028441e-05
ARID5B	5.742037945228434e-06
ARIH1	5.768506489466194e-05
ARIH2	9.938350081285547e-05
ARL1	9.96863834818985e-06
ARL11	8.531563694637231e-08
ARL13B	5.914658800352624e-05
ARL14	3.269123643162476e-07
ARL15	1.0427850635474409e-05
ARL17A	2.9458541207433962e-05
ARL2	1.8942397528593603e-05
ARL2-SNX15	1.9155514219459306e-06
ARL2BP	5.203269940396915e-05
ARL3	2.4795705909649415e-05
ARL4A	9.80753071076236e-05
ARL4C	5.30839770242923e-05
ARL4D	0.0001413188227711331
ARL5A	4.575082146022321e-06
ARL5B	3.091327306192087e-05
ARL6	1.0000190333582538e-05
ARL6IP1	5.2412206653902424e-05
ARL6IP4	3.3114434144562634e-05
ARL6IP5	3.6888849045364814e-05
ARL6IP6	9.711359764900064e-07
ARL8A	2.3293637558945668e-06
ARL8B	0.000330439383359573
ARMC10	4.9748985174668046e-05
ARMC7	4.3265850133711046e-07
ARMC8	1.9096049353034474e-07
ARMCX2	2.805386307526079e-06
ARMCX3	7.3961741108275e-05
ARMT1	8.127239396049424e-06
ARNT	0.00012000193227773371
ARNT2	3.734526903986425e-05
ARNTL	4.425638715438708e-05
ARNTL2	1.6181105393522797e-05
ARPC1A	0.000185593715499789
ARPC1B	5.9630457730128e-05
ARPC2	0.00012532724048995228
ARPC3	0.00016383975667499565
ARPC4	0.00016363015823034888
ARPC4-TTLL3	5.388466689014263e-06
ARPC5	0.0001391651487304644
ARPC5L	1.689054512382148e-05
ARPIN-AP3S2	3.345433270744924e-06
ARPP19	3.82906032772382e-07
ARR3	6.035054401524757e-05
ARRB1	0.0009729695089171067
ARRB2	0.00131513516295596
ARRDC1	1.0249515549540265e-06
ARRDC3	1.142474115948835e-05
ARRDC4	3.1996560903773757e-07
ARSA	4.7894004190581814e-05
ARSB	0.0010342319879561327
ARSD	0.0
ARSE	5.4151188623358405e-05
ARSF	1.949885432296484e-05
ARSG	0.0
ARSH	0.0
ARSI	0.0
ARSJ	0.0
ARSK	0.0
ART1	1.7333078106631598e-06
ART3	8.22484420911327e-08
ART4	8.22484420911327e-08
ARTN	1.1560654321116128e-05
ARVCF	2.646339820766632e-05
ARX	2.4244492969963895e-06
ASAH1	3.7142243641157736e-05
ASAH2	4.4318782662297444e-05
ASAP1	3.615733493553279e-05
ASAP2	1.68415005466592e-05
ASAP3	2.9173432395161758e-06
ASB1	1.4537380465854521e-06
ASB10	1.4537380465854521e-06
ASB11	2.5857692772450226e-06
ASB12	1.4537380465854521e-06
